branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT02525991,NCT02525991_exc__item3_C2,NCT02525991_exc__item3,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergic reactions,exists,null,null,,computable,,Patients with a history of allergic reactions to loxapine or amoxapine,high_support_not_auto_accept,0.893279,0.106721,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT02525991,NCT02525991_exc__item4_C1,NCT02525991_exc__item4,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,drug,received an investigational drug within 30 days prior to the current agitation episode,exists,null,null,,computable,,have received an investigational drug within 30 days prior to the current agitation episode,review_priority,0.35,0.65,no_bert_anchor|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_semantic_high_risk
A,NCT02525991,NCT02525991_exc__item5_C1,NCT02525991_exc__item5,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device",exists,null,null,,non_computable,Subjective or operational criterion.,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device",intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT02868437,NCT02868437_inc__item1_C1,NCT02868437_inc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,retained product,exists,null,null,,computable,,Subject has curettage for retained product after second trimester abortion,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02868437,NCT02868437_exc__item1_C1,NCT02868437_exc__item1,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,procedure,curettage,exists,null,null,,computable,,History of curettage or other intrauterine surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02868437_exc__item1_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,no_update,no_change,[],candidate_identical_to_target_leaf,B_current,pass,accept,B_accept
A,NCT02868437,NCT02868437_exc__item1_C2,NCT02868437_exc__item1,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,procedure,other intrauterine surgery,exists,null,null,,partial,Procedure category is nonspecific ('other intrauterine surgery') and may not map to a single patient-level coded procedure without further definition.,History of curettage or other intrauterine surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02868437_exc__item1_C2__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT02868437,NCT02868437_exc__item2_C1,NCT02868437_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,post-abortion complication or infection,exists,null,null,,computable,,History of post-abortion complication or infection,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02868437,NCT02868437_exc__item2_C2,NCT02868437_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,post-abortion complication or infection,exists,null,null,,computable,,History of post-abortion complication or infection,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT02537899,NCT02537899_inc__item1_C1,NCT02537899_inc__item1,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,male,exists,null,null,,computable,,Male,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_llm_verifier
A,NCT02537899,NCT02537899_inc__item1_C2,NCT02537899_inc__item1,C2,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,female,exists,null,null,,computable,,female,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02537899,NCT02537899_inc__item2_C1,NCT02537899_inc__item2,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,demographic,Age 18 to 65 years,exists,null,null,,computable,,Age 18 to 65 years,review_priority,0.35,0.65,no_bert_anchor|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_inc__item3_C1,NCT02537899_inc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,spinal cord injury,between,range,"{""max"": 4, ""min"": 3}",weeks,computable,,Diagnosed with spinal cord injury between 3 days and 4 weeks,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02537899,NCT02537899_inc__item3_C2,NCT02537899_inc__item3,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,spinal cord injury,between,range,"{""max"": 4, ""min"": 3}",weeks,computable,,Diagnosed with spinal cord injury between 3 days and 4 weeks,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02537899,NCT02537899_inc__item4_C1,NCT02537899_inc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,American Spinal Injury Association Impairment Scale,exists,null,null,,computable,,American Spinal Injury Association Impairment Scale A or B,high_support_not_auto_accept,0.995353,0.004647,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_inc__item4_C2,NCT02537899_inc__item4,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,American Spinal Injury Association Impairment Scale,exists,null,null,,computable,,American Spinal Injury Association Impairment Scale A or B,high_support_not_auto_accept,0.995353,0.004647,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_inc__item5_C1,NCT02537899_inc__item5,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,informed consent for inclusion into the database is obtained,exists,null,null,,non_computable,Subjective or operational criterion.,Informed consent for inclusion into the database is obtained,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item1_C1,NCT02537899_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,injury,exists,null,null,,computable,,Non survivable injury,high_support_not_auto_accept,0.994618,0.005382,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02537899,NCT02537899_exc__item2_C1,NCT02537899_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,trauma,exists,null,null,,computable,,Multiple significant trauma,high_support_not_auto_accept,0.984816,0.015184,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02537899,NCT02537899_exc__item2_C2,NCT02537899_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,intracranial and extracranial injuries,exists,null,null,,computable,,significant intracranial and extracranial injuries,high_support_not_auto_accept,0.953856,0.046144,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT02537899,NCT02537899_exc__item2_C3,NCT02537899_exc__item2,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,intracranial and extracranial injuries,exists,null,null,,computable,,significant intracranial and extracranial injuries,high_support_not_auto_accept,0.953856,0.046144,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT02537899,NCT02537899_exc__item2_C4,NCT02537899_exc__item2,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,limb fractures,exists,null,null,,computable,,including limb fractures,high_support_not_auto_accept,0.995462,0.004538,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_exc__item2_C5,NCT02537899_exc__item2,C5,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,observation,trauma would limit observation of recovery from spinal cord injury,exists,null,null,,non_computable,Requires subjective clinical judgment about whether trauma limits observation of recovery.,that would limit observation of recovery from spinal cord injury,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02537899_exc__item2_C5__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item3_C1,NCT02537899_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,dementia,exists,null,null,,computable,,"Other conditions that would limit clinical assessment of outcomes (e.g. dementia, demyelinating disease, autoimmune disease, etc)",high_support_not_auto_accept,0.99288,0.00712,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item4_C1,NCT02537899_exc__item4,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,refusal of treatment,exists,null,null,,non_computable,Treatment refusal is a consent/compliance decision not reliably represented as structured patient clinical data.,Refusal of treatment,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02537899_exc__item4_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item4_C2,NCT02537899_exc__item4,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contraindication,exists,null,null,,computable,,contraindication to NeuroAiD,high_support_not_auto_accept,0.991996,0.008004,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT02035800,NCT02035800_inc__item1_C1,NCT02035800_inc__item1,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,demographic,age,>=,scalar,18,year,computable,,Patients aged of 18 and over,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02035800_inc__item1_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_optional_review_partial
A,NCT02035800,NCT02035800_inc__item2_C1,NCT02035800_inc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,condition,RA,exists,null,null,,computable,,Satisfying the 1987 American College of Rheumatology (ACR) criteria for RA,review_priority,0.35,0.65,quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02035800_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_partial_computability
A,NCT02035800,NCT02035800_inc__item3_C1,NCT02035800_inc__item3,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,drug,Adalimumab,exists,null,null,,computable,,Receiving a prescription of Adalimumab 40 mg subcutaneous every two weeks.,review_priority,0.35,0.65,quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02035800_inc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_partial_computability
A,NCT02035800,NCT02035800_exc__item1_C1,NCT02035800_exc__item1,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,capable to provide informed consent,not_exists,null,null,,non_computable,Informed consent capability is a subjective/administrative determination not reliably represented as patient-level clinical data.,not capable or willing to provide informed consent,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02035800_exc__item1_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02035800,NCT02035800_exc__item1_C2,NCT02035800_exc__item1,C2,non_computable,2,branch_a_non_computable,A_non_computable,other,willing to provide informed consent,not_exists,null,null,,non_computable,Subjective or operational criterion.,not capable or willing to provide informed consent,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT02035800,NCT02035800_exc__item2_C1,NCT02035800_exc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,drug,Adalimumab,<,scalar,5,,computable,,Patients starting Adalimumab less than five half-lives after the interruption of a previous anti-TNF therapy.,review_priority,0.45,0.55,operator_value_supported_but_value_not_found_in_evidence|history_marker_without_history_context|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,A__NCT02035800_exc__item2_C1__A_main_llm_rescue__history_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT02845427,NCT02845427_inc__item1_C1,NCT02845427_inc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,total hip arthroplasty,exists,null,null,,computable,,Primary total hip arthroplasty (THA),high_support_not_auto_accept,0.989275,0.010725,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item1_C1,NCT02845427_exc__item1,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,revision cases,exists,null,null,,partial,Entity typing is weak and may require later review.,Revision cases,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item2_C1,NCT02845427_exc__item2,C1,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,bleeding tendency,exists,null,null,,computable,,Uncontrolled bleeding tendency,review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item2_C2,NCT02845427_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,prothrombin,<,scalar,70,%,computable,,(prothrombin conc. Less than 70%),high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT02845427,NCT02845427_exc__item3_C1,NCT02845427_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,deep venous thrombosis,exists,null,null,,computable,,History of deep venous thrombosis,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02845427,NCT02845427_exc__item4_C1,NCT02845427_exc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,liver failure,exists,null,null,,computable,,Sever liver impairment (liver failure),high_support_not_auto_accept,0.996913,0.003087,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item5_C1,NCT02845427_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,renal impairment,exists,null,null,,computable,,Sever renal impairment,high_support_not_auto_accept,0.995407,0.004593,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT02845427,NCT02845427_exc__item5_C2,NCT02845427_exc__item5,C2,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,lab,creatinine,exists,null,null,,computable,,S. creatinine more than 3,review_priority,0.35,0.65,quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02845427_exc__item5_C2__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_partial_computability
A,NCT02589691,NCT02589691_inc__item1_C1,NCT02589691_inc__item1,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,age <2 years,<,scalar,2,years,computable,,age <2 years,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT02589691,NCT02589691_inc__item2_C1,NCT02589691_inc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,general anesthesia,exists,null,null,,computable,,indication of general anesthesia with tracheal intubation,high_support_not_auto_accept,0.995117,0.004883,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT02589691,NCT02589691_inc__item3_C1,NCT02589691_inc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,inhalational induction,exists,null,null,,computable,,inhalational induction scheduled,high_support_not_auto_accept,0.995481,0.004519,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_inc__item4_C1,NCT02589691_inc__item4,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,written informed consent of both parents,exists,null,null,,non_computable,Subjective or operational criterion.,written informed consent of both parents,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT02589691,NCT02589691_exc__item1_C1,NCT02589691_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contra-indication,exists,null,null,,computable,,contra-indication to inhalational induction (full stomach),high_support_not_auto_accept,0.997399,0.002601,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item1_C2,NCT02589691_exc__item1,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,full stomach,exists,null,null,,partial,Entity typing is weak and may require later review.,(full stomach),intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item2_C1,NCT02589691_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contra-indication,exists,null,null,,computable,,contra-indication to the use of rocuronium,high_support_not_auto_accept,0.997218,0.002782,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item3_C1,NCT02589691_exc__item3,C1,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,observation,American Society of Anesthesiologists score (ASA),=,scalar,"""III""",,computable,,American Society of Anesthesiologists score (ASA) III or IV,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02589691_exc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",,B_current,pass,accept,B_accept
A,NCT02589691,NCT02589691_exc__item3_C2,NCT02589691_exc__item3,C2,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,observation,American Society of Anesthesiologists score (ASA),=,scalar,"""IV""",,computable,,American Society of Anesthesiologists score (ASA) III or IV,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02589691_exc__item3_C2__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",,B_current,pass,accept,B_accept
A,NCT02589691,NCT02589691_exc__item4_C1,NCT02589691_exc__item4,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,procedure,intracranial surgery,exists,null,null,,partial,"Temporal scope is unspecified (e.g., any history vs recent).",intracranial surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,A__NCT02589691_exc__item4_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT02589691,NCT02589691_exc__item5_C1,NCT02589691_exc__item5,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,parental refusal,exists,null,null,,partial,Entity typing is weak and may require later review.,parental refusal,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT02589691,NCT02589691_exc__item6_C1,NCT02589691_exc__item6,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,other,affiliation to social security,not_exists,null,null,,computable,,absence of affiliation to social security,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,non_computable,B_non_computable
A,NCT03404804,NCT03404804_inc__item1_C1,NCT03404804_inc__item1,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,children aged 3-16,exists,null,null,,partial,Entity typing is weak and may require later review.,Children aged 3-16,review_priority,0.35,0.65,no_bert_anchor|computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_optional_review_partial
A,NCT03404804,NCT03404804_inc__item1_C2,NCT03404804_inc__item1,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergy,exists,null,null,,computable,,with a parent/guardian (hereafter termed parent) reported history of allergy to a penicillin antibiotic,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_partial_computability
A,NCT03404804,NCT03404804_inc__item1_C3,NCT03404804_inc__item1,C3,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,allergic reaction,>=,scalar,6,months,computable,,the reported allergic reaction occurred at least six months prior to the current PED visit,review_priority,0.45,0.55,operator_value_supported_but_value_not_found_in_evidence|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03404804,NCT03404804_inc__item2_C1,NCT03404804_inc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,well enough to be discharged to home,exists,null,null,,computable,,Only children well enough to be discharged to home at the conclusion of the PED visit are eligible.,high_support_not_auto_accept,0.992043,0.007957,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item1_C1,NCT03404804_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,developmental delay,exists,null,null,,computable,,a history of developmental delay or inability to communicate the effects of an allergic reaction (non-verbal),high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT03404804,NCT03404804_exc__item1_C2,NCT03404804_exc__item1,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,inability to communicate the effects,exists,null,null,,computable,,inability to communicate the effects of an allergic reaction (non-verbal),high_support_not_auto_accept,0.994465,0.005535,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item2_C1,NCT03404804_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contraindication,exists,null,null,,computable,,Any contraindication to allergy testing will also result in exclusion,high_support_not_auto_accept,0.994542,0.005458,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item3_C1,NCT03404804_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,severe allergic reaction,exists,null,null,,computable,,history of a severe allergic reaction to skin tests,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item4_C1,NCT03404804_exc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,anaphylaxis,exists,null,null,,computable,,anaphylaxis in the past six weeks,high_support_not_auto_accept,0.997624,0.002376,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
A,NCT03404804,NCT03404804_exc__item5_C1,NCT03404804_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,pregnancy,exists,null,null,,computable,,"pregnancy,",high_support_not_auto_accept,0.989039,0.010961,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,accept,B_accept
A,NCT03404804,NCT03404804_exc__item6_C1,NCT03404804_exc__item6,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,antihistamine,exists,null,null,,computable,,child took any antihistamine in the past three days,high_support_not_auto_accept,0.994859,0.005141,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,,,,,,,,,partial,B_computability_review
