branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT03113253,NCT03113253_inc__item3_C1,NCT03113253_inc__item3,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,other,subject agrees to participate in this study,exists,null,null,,non_computable,Subjective or operational criterion.,Subject or subject's medical decision maker agrees to participate in this study,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT03113253_inc__item3_C1__A_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,non_computable,B_non_computable
A,NCT03113253,NCT03113253_inc__item3_C2,NCT03113253_inc__item3,C2,non_computable,2,branch_a_non_computable,A_non_computable,other,subject's medical decision maker agrees to participate in this study,exists,null,null,,non_computable,Subjective or operational criterion.,Subject or subject's medical decision maker agrees to participate in this study,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT03113253,NCT03113253_inc__item3_C3,NCT03113253_inc__item3,C3,non_computable,2,branch_a_non_computable,A_non_computable,other,provides informed consent,exists,null,null,,non_computable,Subjective or operational criterion.,provides informed consent,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT03113253,NCT03113253_exc__item1_C1,NCT03113253_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,hypercoagulopathy,exists,null,null,,computable,,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03113253,NCT03113253_exc__item1_C2,NCT03113253_exc__item1,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,deep vein thrombosis,exists,null,null,,computable,,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03113253,NCT03113253_exc__item1_C3,NCT03113253_exc__item1,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,pulmonary embolism,exists,null,null,,computable,,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03113253,NCT03113253_exc__item2_C1,NCT03113253_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Renal impairment,exists,null,null,,computable,,Renal impairment,high_support_not_auto_accept,0.996319,0.003681,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03113253,NCT03113253_exc__item3_C1,NCT03113253_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,hypersensitivity,exists,null,null,,computable,,known hypersensitivity to tranexamic acid,high_support_not_auto_accept,0.997661,0.002339,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03113253,NCT03113253_exc__item4_C1,NCT03113253_exc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,fibrinolytic states,exists,null,null,,computable,,Consecutive fibrinolytic states to coagulopathy,high_support_not_auto_accept,0.997536,0.002464,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03113253,NCT03113253_exc__item5_C1,NCT03113253_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,convulsions,exists,null,null,,computable,,History of convulsions,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT00917891,NCT00917891_inc__item1_C1,NCT00917891_inc__item1,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,women,exists,null,null,,non_computable,Subjective or operational criterion.,Women 18 to 40 years of age inclusive who can give written informed consent,review_priority,0.35,0.65,no_bert_anchor|computability_non_computable|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item1_C2,NCT00917891_inc__item1,C2,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,demographic,18 to 40 years of age inclusive,exists,null,null,,computable,,18 to 40 years of age inclusive,review_priority,0.35,0.65,no_bert_anchor|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT00917891,NCT00917891_inc__item1_C3,NCT00917891_inc__item1,C3,non_computable,2,branch_a_non_computable,A_non_computable,other,can give written informed consent,exists,null,null,,non_computable,Subjective or operational criterion.,can give written informed consent,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item2_C1,NCT00917891_inc__item2,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,available for all visits,exists,null,null,,partial,Entity typing is weak and may require later review.,Available for all visits,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item2_C2,NCT00917891_inc__item2,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,consent to follow all procedures scheduled for the study,exists,null,null,,partial,Entity typing is weak and may require later review.,consent to follow all procedures scheduled for the study,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item3_C1,NCT00917891_inc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,gel,exists,null,null,,computable,,Agree to daily application of gel,high_support_not_auto_accept,0.984575,0.015425,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item3_C2,NCT00917891_inc__item3,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,monitoring,exists,null,null,,computable,,monitoring as per Daily Monitored Adherence (DMA) method,high_support_not_auto_accept,0.897597,0.102403,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item4_C1,NCT00917891_inc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Healthy,exists,null,null,,computable,,Healthy,high_support_not_auto_accept,0.993017,0.006983,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item4_C2,NCT00917891_inc__item4,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,sexually active,exists,null,null,,computable,,self-reported sexually active,high_support_not_auto_accept,0.872504,0.127496,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT00917891,NCT00917891_inc__item5_C1,NCT00917891_inc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,HIV-negative,exists,null,null,,computable,,HIV-negative,high_support_not_auto_accept,0.99611,0.00389,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT00917891,NCT00917891_inc__item5_C2,NCT00917891_inc__item5,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,HIV rapid test,exists,null,null,,computable,,as determined by a HIV rapid test,high_support_not_auto_accept,0.926126,0.073874,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item5_C3,NCT00917891_inc__item5,C3,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,condition,HIV rapid test at time of enrollment,exists,null,null,,computable,,at time of enrollment,review_priority,0.5,0.5,no_bert_anchor|entity_not_in_leaf_evidence_but_in_item,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item6_C1,NCT00917891_inc__item6,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,on a stable form of contraception,exists,null,null,,non_computable,Subjective or operational criterion.,On a stable form of contraception and willing to continue on this stable method of contraception,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item6_C2,NCT00917891_inc__item6,C2,non_computable,2,branch_a_non_computable,A_non_computable,other,willing to continue on this stable method of contraception,exists,null,null,,non_computable,Subjective or operational criterion.,willing to continue on this stable method of contraception,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item6_C3,NCT00917891_inc__item6,C3,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,procedure,surgical sterilisation,exists,null,null,,partial,Anchor event 'enrollment' is not among allowed anchors; represented as 'other'.,Have undergone surgical sterilisation at least 3 months prior to enrollment,review_priority,0.35,0.65,no_bert_anchor|computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_inc__item6_C3__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,human_review,B_llm_verifier
A,NCT00917891,NCT00917891_inc__item7_C1,NCT00917891_inc__item7,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,drug,exogenous,not_exists,null,null,,computable,,In the absence of the use of exogenous hormone(s),intermediate_support,0.686508,0.313492,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT00917891,NCT00917891_inc__item7_C2,NCT00917891_inc__item7,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,regular menstrual cycle,exists,null,null,,computable,,have a self-reported regular menstrual cycle,high_support_not_auto_accept,0.991122,0.008878,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item7_C3,NCT00917891_inc__item7,C3,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,days between menses,>=,scalar,21,day,partial,Inter-menstrual interval is often self-reported and may not be captured as structured clinical data.,having a minimum of 21 days and a maximum of 36 days between menses,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_inc__item7_C3__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item7_C4,NCT00917891_inc__item7,C4,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,other,maximum of 36 days between menses,between,range,"{""max"": 36, ""min"": 21}",days,computable,,having a minimum of 21 days and a maximum of 36 days between menses,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item8_C1,NCT00917891_inc__item8,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,the cervix and vagina appear normal,=,scalar,"""normal""",,partial,Investigator-determined 'appear normal' is subjective and may not be consistently captured as structured patient-level data; enrollment timing is not a standard anchor.,"Upon pelvic/speculum examination and colposcopy at the time of enrollment, the cervix and vagina appear normal as determined by the investigator",review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|entity_text_not_aligned_with_any_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_inc__item8_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_dejure_best,pass,partial,B_computability_review
A,NCT00917891,NCT00917891_inc__item8_C2,NCT00917891_inc__item8,C2,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,procedure,pelvic/speculum examination,exists,null,null,,computable,,"Upon pelvic/speculum examination and colposcopy at the time of enrollment, the cervix and vagina appear normal as determined by the investigator",review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_inc__item8_C2__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item8_C3,NCT00917891_inc__item8,C3,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,procedure,colposcopy,exists,null,null,,computable,,"Upon pelvic/speculum examination and colposcopy at the time of enrollment, the cervix and vagina appear normal as determined by the investigator",review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_inc__item8_C3__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item8_C4,NCT00917891_inc__item8,C4,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,procedure,colposcopy,exists,null,null,,computable,,"Upon pelvic/speculum examination and colposcopy at the time of enrollment, the cervix and vagina appear normal as determined by the investigator",review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_inc__item8_C4__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item9_C1,NCT00917891_inc__item9,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,condition,genital infections,exists,null,null,,computable,,Asymptomatic for genital infections at the time of enrollment,review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1d_pass1_pass2_logic_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT00917891_inc__item9_C1__A_main_llm_rescue__polarity_negation_repair,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_semantic_high_risk
A,NCT00917891,NCT00917891_inc__item10_C1,NCT00917891_inc__item10,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,willing to refrain from use of vaginal products within 14 days prior to enrollment,exists,null,null,,non_computable,Subjective or operational criterion.,Willing to refrain from use of vaginal products or objects within 14 days prior to enrollment,review_priority,0.35,0.65,entity_type_not_supported_by_best_anchor|entity_not_grounded_in_evidence_or_item|history_marker_without_history_context|computability_non_computable|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item10_C2,NCT00917891_inc__item10,C2,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,willing to refrain from use of vaginal objects within 14 days prior to enrollment,exists,null,null,,non_computable,Subjective or operational criterion.,Willing to refrain from use of vaginal products or objects within 14 days prior to enrollment,review_priority,0.35,0.65,entity_type_not_supported_by_best_anchor|entity_not_grounded_in_evidence_or_item|history_marker_without_history_context|computability_non_computable|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item10_C3,NCT00917891_inc__item10,C3,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,willing to refrain from use of vaginal products for the duration of the study,exists,null,null,,non_computable,Subjective or operational criterion.,and for the duration of the study,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item10_C4,NCT00917891_inc__item10,C4,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,willing to refrain from use of vaginal objects for the duration of the study,exists,null,null,,non_computable,Subjective or operational criterion.,and for the duration of the study,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item11_C1,NCT00917891_inc__item11,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,willing to answer acceptability questionnaires,exists,null,null,,non_computable,Requires participant willingness/compliance to complete questionnaires.,Willing to answer acceptability and adherence questionnaires throughout the study,review_priority,0.45,0.55,entity_type_not_supported_by_best_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_inc__item11_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item11_C2,NCT00917891_inc__item11,C2,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,willing to answer adherence questionnaires,exists,null,null,,non_computable,Requires participant willingness/compliance to complete questionnaires.,Willing to answer acceptability and adherence questionnaires throughout the study,review_priority,0.45,0.55,entity_type_not_supported_by_best_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_inc__item11_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item12_C1,NCT00917891_inc__item12,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,willing to refrain from participation in any other research study for the duration of this study,exists,null,null,,non_computable,Subjective or operational criterion.,Willing to refrain from participation in any other research study for the duration of this study,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_inc__item13_C1,NCT00917891_inc__item13,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,willing to provide adequate locator information for study retention purposes,exists,null,null,,non_computable,Subjective or operational criterion.,Willing to provide adequate locator information for study retention purposes,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT00917891,NCT00917891_inc__item13_C2,NCT00917891_inc__item13,C2,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,willing to be reachable per local standard procedures,exists,null,null,,non_computable,Reachability per local standard procedures is operational/administrative and not a patient-level clinical datum.,be reachable per local standard procedures,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_inc__item13_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT00917891,NCT00917891_exc__item1_C1,NCT00917891_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,pregnant,exists,null,null,,computable,,Currently pregnant,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_semantic_high_risk
A,NCT00917891,NCT00917891_exc__item1_C2,NCT00917891_exc__item1,C2,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,observation,last pregnancy outcome,exists,null,null,,partial,Anchor event 'enrolment' is not an allowed anchor_event value; mapped to 'other'.,last pregnancy outcome within 3 months prior to enrolment,review_priority,0.35,0.65,entity_type_not_supported_by_best_anchor|history_marker_without_history_context|computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item1_C2__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,human_review,B_rescue_unresolved
A,NCT00917891,NCT00917891_exc__item2_C1,NCT00917891_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,breast-feeding,exists,null,null,,computable,,Currently breast-feeding,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_semantic_high_risk
A,NCT00917891,NCT00917891_exc__item3_C1,NCT00917891_exc__item3,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,other,participated in any other research study within 60 days prior to screening,exists,null,null,,non_computable,Subjective or operational criterion.,Participated in any other research study within 60 days prior to screening,review_priority,0.35,0.65,no_bert_anchor|history_marker_without_history_context|computability_non_computable|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item3_C1__A_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,non_computable,B_non_computable
A,NCT00917891,NCT00917891_exc__item4_C1,NCT00917891_exc__item4,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,procedure,participated in any HIV vaccine study,exists,null,null,,partial,Prior participation in a vaccine study may not be reliably captured as structured patient-level clinical data.,Previously participated in any HIV vaccine study,review_priority,0.4,0.6,no_bert_anchor|temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item4_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT00917891,NCT00917891_exc__item5_C1,NCT00917891_exc__item5,C1,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,condition,untreated urogenital infections,exists,null,null,,partial,Anchor event is 'enrollment' (not an allowed anchor_event value) and 'untreated' status may not be consistently represented as structured patient-level data.,Untreated urogenital infections (either symptomatic or asymptomatic) within 2 weeks prior to enrollment,review_priority,0.35,0.65,computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item5_C1__A_main_llm_rescue__conservative_structural_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""operator"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,human_review,B_semantic_high_risk
A,NCT00917891,NCT00917891_exc__item5_C2,NCT00917891_exc__item5,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,urogenital infections are symptomatic,exists,null,null,,partial,Symptomatic status may not be reliably captured as structured patient-level data for urogenital infection.,(either symptomatic or asymptomatic),review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item5_C2__A_main_llm_rescue__conservative_structural_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""operator"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item5_C3,NCT00917891_exc__item5,C3,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,urogenital infections are asymptomatic,exists,null,null,,partial,Asymptomatic status may not be reliably captured as structured patient-level data for urogenital infection.,(either symptomatic or asymptomatic),review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT00917891_exc__item5_C3__A_main_llm_rescue__conservative_structural_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""operator"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_partial_computability
A,NCT00917891,NCT00917891_exc__item6_C1,NCT00917891_exc__item6,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"abnormal physical finding on the vulva, vaginal walls or cervix",exists,null,null,,computable,,"Presence of abnormal physical finding on the vulva, vaginal walls or cervix during pelvic/speculum examination",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_layer1_hard_issue
A,NCT00917891,NCT00917891_exc__item6_C2,NCT00917891_exc__item6,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"abnormal physical finding on the vulva, vaginal walls or cervix",exists,null,null,,computable,,"Presence of abnormal physical finding on the vulva, vaginal walls or cervix during pelvic/speculum examination",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_layer1_hard_issue
A,NCT00917891,NCT00917891_exc__item6_C3,NCT00917891_exc__item6,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"abnormal physical finding on the vulva, vaginal walls or cervix",exists,null,null,,computable,,"Presence of abnormal physical finding on the vulva, vaginal walls or cervix during pelvic/speculum examination",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_layer1_hard_issue
A,NCT00917891,NCT00917891_exc__item6_C4,NCT00917891_exc__item6,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,colposcopy,exists,null,null,,computable,,and/or colposcopy,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT00917891,NCT00917891_exc__item6_C5,NCT00917891_exc__item6,C5,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,colposcopy,exists,null,null,,computable,,and/or colposcopy,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
