document_id,criterion_id,chosen_branch,chosen_branch_decision,branch_a_final_decision,branch_b_final_decision,cross_branch_reason,branch_a_rule,branch_b_rule
NCT01807897,NCT01807897_exc__item5_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_rescue_unresolved
NCT01807897,NCT01807897_exc__item6_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_execution_risk
NCT01807897,NCT01807897_exc__item6_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01807897,NCT01807897_exc__item7_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_computability_review
NCT01807897,NCT01807897_exc__item7_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01807897,NCT01807897_exc__item8_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_semantic_high_risk
NCT01807897,NCT01807897_exc__item8_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01807897,NCT01807897_exc__item9_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_computability_review
NCT01807897,NCT01807897_exc__item9_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_computability_review
NCT01807897,NCT01807897_inc__item1_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_llm_verifier
NCT01807897,NCT01807897_inc__item1_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_llm_verifier
NCT01807897,NCT01807897_inc__item2_C1,B,accept,human_review,accept,selected_B_because_accept_has_best_available_status,A_layer2_high_risk,B_accept
NCT01807897,NCT01807897_inc__item3_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01807897,NCT01807897_inc__item3_C2,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_rescue_unresolved
NCT01807897,NCT01807897_inc__item4_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01807897,NCT01807897_inc__item5_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01807897,NCT01807897_inc__item6_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01807897,NCT01807897_inc__item7_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT01807897,NCT01807897_inc__item7_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT01807897,NCT01807897_inc__item7_C3,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01807897,NCT01807897_inc__item7_C4,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_optional_review_partial
NCT01856491,NCT01856491_exc__item10_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_layer1_hard_issue
NCT01856491,NCT01856491_exc__item1_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01856491,NCT01856491_exc__item1_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01856491,NCT01856491_exc__item2_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_partial_computability,B_accept
NCT01856491,NCT01856491_exc__item3_C1,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_layer1_hard_issue,B_non_computable
NCT01856491,NCT01856491_exc__item3_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01856491,NCT01856491_exc__item3_C3,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_exc__item3_C4,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_exc__item4_C1,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT01856491,NCT01856491_exc__item4_C2,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT01856491,NCT01856491_exc__item5_C1,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_layer2_high_risk,B_non_computable
NCT01856491,NCT01856491_exc__item5_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT01856491,NCT01856491_exc__item6_C1,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_layer2_high_risk,B_non_computable
NCT01856491,NCT01856491_exc__item6_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_exc__item6_C3,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_exc__item6_C4,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_exc__item7_C1,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_layer2_medium_risk,B_semantic_high_risk
NCT01856491,NCT01856491_exc__item8_C1,B,accept,human_review,accept,selected_B_because_accept_has_best_available_status,A_layer1_hard_issue,B_accept
NCT01856491,NCT01856491_exc__item9_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01856491,NCT01856491_exc__item9_C2,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT01856491,NCT01856491_exc__item9_C3,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_layer2_medium_risk,B_non_computable
NCT01856491,NCT01856491_inc__item1_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_inc__item1_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01856491,NCT01856491_inc__item2_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT01856491,NCT01856491_inc__item2_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT01856491,NCT01856491_inc__item2_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_partial_computability
NCT01856491,NCT01856491_inc__item3_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_rescue_unresolved,B_partial_computability
NCT01856491,NCT01856491_inc__item4_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_inc__item4_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01856491,NCT01856491_inc__item4_C3,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_inc__item4_C4,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01856491,NCT01856491_inc__item5_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_optional_review_partial
NCT01856491,NCT01856491_inc__item5_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01866800,NCT01866800_exc__item1_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01866800,NCT01866800_exc__item2_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01866800,NCT01866800_exc__item2_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT01866800,NCT01866800_exc__item3_C1,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT01866800,NCT01866800_exc__item4_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01866800,NCT01866800_exc__item5_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01866800,NCT01866800_inc__item1_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer2_high_risk,B_rescue_unresolved
NCT01866800,NCT01866800_inc__item1_C2,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT01866800,NCT01866800_inc__item1_C3,B,non_computable,human_review,non_computable,selected_B_because_non_computable_has_best_available_status,A_rescue_unresolved,B_non_computable
NCT01866800,NCT01866800_inc__item2_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01866800,NCT01866800_inc__item3_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_optional_review_partial
NCT01891383,NCT01891383_exc__item1_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT01891383,NCT01891383_exc__item1_C2,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_partial_computability,B_semantic_high_risk
NCT01891383,NCT01891383_exc__item2_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01891383,NCT01891383_exc__item3_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_exc__item3_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_exc__item3_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_exc__item3_C4,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_exc__item3_C5,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_exc__item3_C6,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_exc__item4_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_layer1_hard_issue
NCT01891383,NCT01891383_exc__item4_C2,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_layer2_medium_risk,B_semantic_high_risk
NCT01891383,NCT01891383_exc__item5_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_exc__item5_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_exc__item5_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_exc__item5_C4,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_exc__item5_C5,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_exc__item5_C6,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_inc__item10_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01891383,NCT01891383_inc__item11_C1,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_partial_computability,B_rescue_unresolved
NCT01891383,NCT01891383_inc__item11_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_llm_verifier
NCT01891383,NCT01891383_inc__item12_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01891383,NCT01891383_inc__item13_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01891383,NCT01891383_inc__item13_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01891383,NCT01891383_inc__item14_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01891383,NCT01891383_inc__item14_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01891383,NCT01891383_inc__item1_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_partial_computability,B_accept
NCT01891383,NCT01891383_inc__item1_C2,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_partial_computability,B_semantic_high_risk
NCT01891383,NCT01891383_inc__item2_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01891383,NCT01891383_inc__item3_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01891383,NCT01891383_inc__item3_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01891383,NCT01891383_inc__item4_C1,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_partial_computability,B_rescue_unresolved
NCT01891383,NCT01891383_inc__item4_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_rescue_unresolved,B_rescue_unresolved
NCT01891383,NCT01891383_inc__item5_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01891383,NCT01891383_inc__item6_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01891383,NCT01891383_inc__item6_C2,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT01891383,NCT01891383_inc__item7_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01891383,NCT01891383_inc__item7_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01891383,NCT01891383_inc__item8_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_layer1_hard_issue
NCT01891383,NCT01891383_inc__item8_C2,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_layer2_medium_risk,B_semantic_high_risk
NCT01891383,NCT01891383_inc__item9_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01908465,NCT01908465_exc__item1_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01908465,NCT01908465_exc__item2_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01908465,NCT01908465_exc__item2_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01908465,NCT01908465_exc__item3_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01908465,NCT01908465_exc__item3_C2,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_partial_computability,B_accept
NCT01908465,NCT01908465_exc__item4_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT01908465,NCT01908465_exc__item4_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT01908465,NCT01908465_exc__item4_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01908465,NCT01908465_inc__item1_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01908465,NCT01908465_inc__item1_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01908465,NCT01908465_inc__item1_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01908465,NCT01908465_inc__item2_C1,B,accept,human_review,accept,selected_B_because_accept_has_best_available_status,A_layer2_high_risk,B_accept
NCT01932996,NCT01932996_exc__item1_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01932996,NCT01932996_exc__item1_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01932996,NCT01932996_exc__item2_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT01932996,NCT01932996_exc__item2_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT01932996,NCT01932996_exc__item3_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01932996,NCT01932996_exc__item3_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01932996,NCT01932996_exc__item4_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01932996,NCT01932996_exc__item4_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01932996,NCT01932996_exc__item5_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_semantic_high_risk
NCT01932996,NCT01932996_exc__item5_C2,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_semantic_high_risk
NCT01932996,NCT01932996_exc__item5_C3,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_semantic_high_risk
NCT01932996,NCT01932996_exc__item5_C4,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_hybrid_from_B_human_review,B_semantic_high_risk
NCT01932996,NCT01932996_exc__item5_C5,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01932996,NCT01932996_exc__item6_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01932996,NCT01932996_inc__item1_C1,A,partial,partial,human_review,selected_A_because_partial_has_best_available_status,A_partial_computability,B_semantic_high_risk
NCT01932996,NCT01932996_inc__item2_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT01932996,NCT01932996_inc__item3_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01932996,NCT01932996_inc__item3_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01932996,NCT01932996_inc__item4_C1,B,accept,human_review,accept,selected_B_because_accept_has_best_available_status,A_layer2_high_risk,B_accept
NCT01932996,NCT01932996_inc__item5_C1,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_non_computable,B_non_computable
NCT01932996,NCT01932996_inc__item5_C2,B,non_computable,non_computable,non_computable,selected_B_because_non_computable_has_best_available_status,A_hybrid_from_B_non_computable,B_non_computable
NCT01959061,NCT01959061_exc__item1_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01959061,NCT01959061_exc__item1_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01959061,NCT01959061_exc__item2_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_computability_review
NCT01959061,NCT01959061_exc__item2_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_partial_computability
NCT01959061,NCT01959061_exc__item3_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer1_hard_issue,B_computability_review
NCT01959061,NCT01959061_exc__item3_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT01959061,NCT01959061_exc__item4_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01959061,NCT01959061_inc__item1_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01959061,NCT01959061_inc__item2_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_partial_computability,B_computability_review
NCT01959061,NCT01959061_inc__item2_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01959061,NCT01959061_inc__item2_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT01959061,NCT01959061_inc__item3_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_layer2_medium_risk,B_accept
NCT01959061,NCT01959061_inc__item4_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01959061,NCT01959061_inc__item4_C2,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_rescue_unresolved
NCT01959061,NCT01959061_inc__item4_C3,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_rescue_unresolved
NCT01959061,NCT01959061_inc__item5_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_layer2_medium_risk,B_computability_review
NCT01959061,NCT01959061_inc__item6_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01959061,NCT01959061_inc__item6_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01959061,NCT01959061_inc__item6_C3,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT01967420,NCT01967420_exc__item1_C1,B,human_review,human_review,human_review,selected_B_because_human_review_has_best_available_status,A_layer1_hard_issue,B_semantic_high_risk
NCT01967420,NCT01967420_exc__item2_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT01967420,NCT01967420_inc__item1_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT01967420,NCT01967420_inc__item2_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT01967420,NCT01967420_inc__item3_C1,A,partial,partial,non_computable,selected_A_because_partial_has_best_available_status,A_partial_computability,B_non_computable
NCT01967420,NCT01967420_inc__item4_C1,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_optional_review_partial
NCT01967420,NCT01967420_inc__item4_C2,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_optional_review_partial
NCT01967420,NCT01967420_inc__item5_C1,A,accept,accept,non_computable,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_non_computable
NCT01967420,NCT01967420_inc__item5_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT01967420,NCT01967420_inc__item5_C3,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT02019628,NCT02019628_exc__item10_C1,B,accept,partial,accept,selected_B_because_accept_has_best_available_status,A_partial_computability,B_accept
NCT02019628,NCT02019628_exc__item1_C1,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT02019628,NCT02019628_exc__item1_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_partial_computability
NCT02019628,NCT02019628_exc__item2_C1,A,non_computable,non_computable,human_review,selected_A_because_non_computable_has_best_available_status,A_non_computable,B_semantic_high_risk
NCT02019628,NCT02019628_exc__item3_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item3_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT02019628,NCT02019628_exc__item4_C1,A,accept,accept,non_computable,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_non_computable
NCT02019628,NCT02019628_exc__item4_C2,B,partial,partial,partial,selected_B_because_partial_has_best_available_status,A_hybrid_from_B_partial,B_computability_review
NCT02019628,NCT02019628_exc__item4_C3,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT02019628,NCT02019628_exc__item4_C4,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_hybrid_from_B_accept,B_accept
NCT02019628,NCT02019628_exc__item5_C1,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT02019628,NCT02019628_exc__item6_C1,A,accept,accept,human_review,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_semantic_high_risk
NCT02019628,NCT02019628_exc__item6_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item7_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item7_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_optional_review_partial
NCT02019628,NCT02019628_exc__item7_C3,B,partial,human_review,partial,selected_B_because_partial_has_best_available_status,A_layer2_high_risk,B_partial_computability
NCT02019628,NCT02019628_exc__item8_C1,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item8_C2,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT02019628,NCT02019628_exc__item9_C1,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
NCT02019628,NCT02019628_exc__item9_C2,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item9_C3,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item9_C4,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item9_C5,B,accept,accept,accept,selected_B_because_accept_has_best_available_status,A_low_risk_accept,B_accept
NCT02019628,NCT02019628_exc__item9_C6,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_partial_computability
NCT02019628,NCT02019628_exc__item9_C7,A,accept,accept,partial,selected_A_because_accept_has_best_available_status,A_low_risk_accept,B_computability_review
