branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason
B,NCT00319748,NCT00319748_inc__item20_C1,NCT00319748_inc__item20,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,histologically proven recurrent squamous cell carcinoma of the cervix,exists,null,,,partial,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C2,NCT00319748_inc__item20,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,histologically proven persistent squamous cell carcinoma of the cervix,exists,null,,,partial,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C3,NCT00319748_inc__item20,C3,partial,1,branch_b_partial_computability,B_partial_computability,condition,histologically proven recurrent adenosquamous carcinoma of the cervix,exists,null,,,partial,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C4,NCT00319748_inc__item20,C4,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,histologically proven persistent adenosquamous carcinoma of the cervix,exists,null,,,partial,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C5,NCT00319748_inc__item20,C5,partial,1,branch_b_partial_computability,B_partial_computability,condition,histologically proven recurrent adenocarcinoma of the cervix,exists,null,,,partial,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C6,NCT00319748_inc__item20,C6,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,histologically proven persistent adenocarcinoma of the cervix,exists,null,,,partial,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C7,NCT00319748_inc__item20,C7,partial,1,branch_b_partial_computability,B_partial_computability,observation,disease is not amenable to curative treatment with surgery,exists,null,,,partial,,not amenable to curative treatment with surgery and/or radiation therapy,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C8,NCT00319748_inc__item20,C8,partial,1,branch_b_partial_computability,B_partial_computability,observation,disease is not amenable to curative treatment with radiation therapy,exists,null,,,partial,,not amenable to curative treatment with surgery and/or radiation therapy,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_inc__item20_C9,NCT00319748_inc__item20,C9,partial,1,branch_b_partial_computability,B_partial_computability,therapy,failed previous treatment regimens,>=,scalar,2,regimen,partial,,has failed 2 previous treatment regimens,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item1_C1,NCT00319748_exc__item1,C1,partial,1,branch_b_computability_review,B_computability_review,therapy,prior/concurrent therapy,exists,null,,,partial,,Had/have the following prior/concurrent therapy:,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item2_C1,NCT00319748_exc__item2,C1,partial,1,branch_b_computability_review,B_computability_review,drug,systemic corticosteroids (oral),exists,null,,,partial,,Systemic corticosteroids (oral or injectable) within 7 days of first dose of 852A,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item2_C2,NCT00319748_exc__item2,C2,partial,1,branch_b_partial_computability,B_partial_computability,drug,systemic corticosteroids (injectable),exists,null,,,partial,,Systemic corticosteroids (oral or injectable) within 7 days of first dose of 852A,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item3_C1,NCT00319748_exc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,therapy,investigational drugs/agents,exists,null,,,partial,,Investigational drugs/agents within 14 days of first dose of 852A,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item4_C1,NCT00319748_exc__item4,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,therapy,immunosuppressive therapy,exists,null,,,computable,,"Immunosuppressive therapy, including cytotoxic agents within 14 days of first dose of 852A (nitrosoureas within 30 days of first dose)",reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.4,0.9,hard_semantic_grounding_uncertainty,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,B__NCT00319748_exc__item4_C1__B_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00319748,NCT00319748_exc__item4_C2,NCT00319748_exc__item4,C2,partial,1,branch_b_computability_review,B_computability_review,drug,cytotoxic agents,exists,null,,,partial,,cytotoxic agents within 14 days of first dose of 852A,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item4_C3,NCT00319748_exc__item4,C3,partial,1,branch_b_computability_review,B_computability_review,drug,nitrosoureas,exists,null,,,partial,,nitrosoureas within 30 days of first dose,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item5_C1,NCT00319748_exc__item5,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,drug,drugs known to induce QT interval prolongation and/or induce Torsades de pointes unless best available drug required to treat life-threatening conditions,exists,null,,,partial,,Drugs known to induce QT interval prolongation and/or induce Torsades de pointes unless best available drug required to treat life-threatening conditions,reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00319748_exc__item5_C1__B_main_llm_rescue__condition_exception_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00319748,NCT00319748_exc__item6_C1,NCT00319748_exc__item6,C1,partial,1,branch_b_computability_review,B_computability_review,procedure,radiotherapy,exists,null,,,partial,,Radiotherapy within 3 weeks of the first dose of 852A,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item7_C1,NCT00319748_exc__item7,C1,partial,1,branch_b_computability_review,B_computability_review,procedure,hematopoietic cell transplantation,exists,null,,,partial,,Hematopoietic cell transplantation within 4 weeks of first dose of 852A,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item8_C1,NCT00319748_exc__item8,C1,partial,1,branch_b_computability_review,B_computability_review,condition,active infection,exists,null,,,partial,,Evidence of active infection within 3 days of first dose of 852A,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item9_C1,NCT00319748_exc__item9,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,active fungal infection,exists,null,,,computable,,Active fungal infection or pulmonary infiltrates (prior treated disease stable for 2 weeks is allowable),reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,0.9,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,,,,,,
B,NCT00319748,NCT00319748_exc__item9_C2,NCT00319748_exc__item9,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,pulmonary infiltrates,exists,null,,,computable,,Active fungal infection or pulmonary infiltrates (prior treated disease stable for 2 weeks is allowable),reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,0.9,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,,,,,,
B,NCT00319748,NCT00319748_exc__item10_C1,NCT00319748_exc__item10,C1,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,cardiac ischemia,exists,null,,,computable,,"Cardiac ischemia, cardiac arrhythmias or congestive heart failure uncontrolled by medication",reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,0.9,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,,,,,,
B,NCT00319748,NCT00319748_exc__item10_C2,NCT00319748_exc__item10,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,cardiac arrhythmias,exists,null,,,computable,,"Cardiac ischemia, cardiac arrhythmias or congestive heart failure uncontrolled by medication",reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,0.9,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,,,,,,
B,NCT00319748,NCT00319748_exc__item10_C3,NCT00319748_exc__item10,C3,partial,1,branch_b_computability_review,B_computability_review,condition,congestive heart failure uncontrolled by medication,exists,null,,,partial,,"Cardiac ischemia, cardiac arrhythmias or congestive heart failure uncontrolled by medication",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item11_C1,NCT00319748_exc__item11,C1,partial,1,branch_b_computability_review,B_computability_review,condition,"condition which, in the opinion of the investigator, could confound the results of the study",exists,null,,,partial,,"History of, or clinical evidence of, a condition which, in the opinion of the investigator, could confound the results of the study",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item11_C2,NCT00319748_exc__item11,C2,partial,1,branch_b_computability_review,B_computability_review,condition,"condition which, in the opinion of the investigator, could confound the results of the study",exists,null,,,partial,,"History of, or clinical evidence of, a condition which, in the opinion of the investigator, could confound the results of the study",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item11_C3,NCT00319748_exc__item11,C3,partial,1,branch_b_partial_computability,B_partial_computability,condition,"condition which, in the opinion of the investigator, could put the subject at undue risk",exists,null,,,partial,,"History of, or clinical evidence of, a condition which, in the opinion of the investigator, could confound the results of the study or put the subject at undue risk",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item11_C4,NCT00319748_exc__item11,C4,partial,1,branch_b_partial_computability,B_partial_computability,condition,"condition which, in the opinion of the investigator, could put the subject at undue risk",exists,null,,,partial,,"History of, or clinical evidence of, a condition which, in the opinion of the investigator, could confound the results of the study or put the subject at undue risk",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item12_C1,NCT00319748_exc__item12,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,uncontrolled intercurrent illness,exists,null,,,partial,,Uncontrolled intercurrent or chronic illness,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item12_C2,NCT00319748_exc__item12,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,uncontrolled chronic illness,exists,null,,,partial,,Uncontrolled intercurrent or chronic illness,reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item13_C1,NCT00319748_exc__item13,C1,partial,1,branch_b_computability_review,B_computability_review,condition,active autoimmune disease,exists,null,,,partial,,Active autoimmune disease,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item13_C2,NCT00319748_exc__item13,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,therapy,immunosuppressive therapy,exists,null,,,partial,,requiring immunosuppressive therapy within 30 days,reference_review_priority,reference_intermediate_support,llm_verifier,0.45,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT00319748_exc__item13_C2__B_main_llm_rescue__branch_b_field_level_semantic_judge,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00319748,NCT00319748_exc__item14_C1,NCT00319748_exc__item14,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,active coagulation disorder,exists,null,,,computable,,Active coagulation disorder not controlled with medication,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item14_C2,NCT00319748_exc__item14,C2,partial,1,branch_b_computability_review,B_computability_review,observation,coagulation disorder not controlled with medication,exists,null,,,partial,,not controlled with medication,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.85,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item15_C1,NCT00319748_exc__item15,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,pregnant,exists,null,,,computable,,Pregnant,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item15_C2,NCT00319748_exc__item15,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,lactating,exists,null,,,computable,,lactating,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item16_C1,NCT00319748_exc__item16,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,concurrent malignancy,exists,null,,,partial,,"Concurrent malignancy (if in remission, at least 5 years disease free) except for localized (in-situ) disease, basal carcinomas and cutaneous squamous cell carcinomas that have been adequately treated",reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00319748_exc__item16_C1__B_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00319748,NCT00319748_exc__item16_C2,NCT00319748_exc__item16,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,malignancy in remission with less than 5 years disease free,exists,range,"{""min"": null, ""max"": 5}",year,partial,,"if in remission, at least 5 years disease free",reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00319748_exc__item16_C2__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00319748,NCT00319748_exc__item17_C1,NCT00319748_exc__item17,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,brain metastases,exists,null,,,computable,,Any history of brain metastases,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00319748,NCT00319748_exc__item17_C2,NCT00319748_exc__item17,C2,partial,1,branch_b_computability_review,B_computability_review,condition,active central nervous system (CNS) disease,exists,null,,,partial,,any other active central nervous system (CNS) disease,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_inc__item1_C1,NCT02996916_inc__item1,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,written informed consent obtained,exists,null,,,non_computable,,Written informed consent obtained,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_inc__item2_C1,NCT02996916_inc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,sex,=,scalar,male,,computable,,Male and female subjects,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02996916_inc__item2_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02996916,NCT02996916_inc__item2_C2,NCT02996916_inc__item2,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,sex,=,scalar,female,,computable,,Male and female subjects,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02996916_inc__item2_C2__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02996916,NCT02996916_inc__item2_C3,NCT02996916_inc__item2,C3,partial,1,branch_b_computability_review,B_computability_review,demographic,age,>=,scalar,20,year,partial,,aged 20 years or older at informed consent,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.85,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_inc__item3_C1,NCT02996916_inc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,essential hypertension,exists,null,,,computable,,Essential hypertension,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_inc__item3_C2,NCT02996916_inc__item3,C2,partial,1,branch_b_computability_review,B_computability_review,drug,angiotensin II receptor antagonists,not_exists,null,,,partial,,had never received angiotensin II receptor antagonists,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_inc__item3_C3,NCT02996916_inc__item3,C3,partial,1,branch_b_computability_review,B_computability_review,drug,calcium channel blockers,not_exists,null,,,partial,,and calcium channel blockers,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item1_C1,NCT02996916_exc__item1,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,secondary hypertension,exists,null,,,computable,,Secondary hypertension,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item1_C2,NCT02996916_exc__item1,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,malignant hypertension,exists,null,,,computable,,malignant hypertension,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item2_C1,NCT02996916_exc__item2,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,Diabetes mellitus,exists,null,,,computable,,Diabetes mellitus,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item3_C1,NCT02996916_exc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,stroke,exists,null,,,computable,,History or evidence of a stroke,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item3_C2,NCT02996916_exc__item3,C2,partial,1,branch_b_computability_review,B_computability_review,condition,stroke,exists,null,,,partial,,History or evidence of a stroke,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item4_C1,NCT02996916_exc__item4,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,hepatic abnormality,exists,null,,,partial,,Hepatic or hematologic abnormality,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item4_C2,NCT02996916_exc__item4,C2,partial,1,branch_b_computability_review,B_computability_review,condition,hematologic abnormality,exists,null,,,partial,,Hepatic or hematologic abnormality,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item5_C1,NCT02996916_exc__item5,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,Mild Cognitive Impairment,exists,null,,,computable,,Mild Cognitive Impairment,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item5_C2,NCT02996916_exc__item5,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,Dementia,exists,null,,,computable,,Dementia,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item6_C1,NCT02996916_exc__item6,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,Serum potassium level,=,scalar,5.5,mEq/L,computable,,Serum potassium level = 5.5 mEq/L,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item7_C1,NCT02996916_exc__item7,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,Serum creatinine level,=,scalar,3.0,mg/dL,computable,,Serum creatinine level = 3.0 mg/dL,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item8_C1,NCT02996916_exc__item8,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,acute disease,exists,null,,,partial,,Acute or chronic disease,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item8_C2,NCT02996916_exc__item8,C2,partial,1,branch_b_computability_review,B_computability_review,condition,chronic disease,exists,null,,,partial,,Acute or chronic disease,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item9_C1,NCT02996916_exc__item9,C1,partial,1,branch_b_computability_review,B_computability_review,observation,allergy to any drugs,exists,null,,,partial,,Allergy to any drugs,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02996916,NCT02996916_exc__item10_C1,NCT02996916_exc__item10,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,pregnancy,exists,null,,,computable,,Pregnancy,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02604459,NCT02604459_inc__item1_C1,NCT02604459_inc__item1,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,Voluntarily signed IRB-approved informed consent (subject),exists,null,,,non_computable,,Subject or legal representative has voluntarily signed the informed consent approved by the Institutional Review Board,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
