document_id,criterion_id,branch,leaf_path,eligibility_type,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,item_text,entity_source_support,value_source_support,unit_source_support,operator_value_support,quantitative_representation_support,temporal_context_support,history_context_support,condition_exception_context_support,layer1_semantic_support,semantic_grounding_support,semantic_grounding_risk_score,semantic_grounding_risk_label,semantic_grounding_reasons,semantic_bottleneck_components,computability_support,layer1_execution_support,execution_support,execution_risk_score,execution_risk_label,execution_reasons,execution_bottleneck_components,final_routing_decision,llm_verifier_candidate,computability_review_candidate,routing_reasons,layer1_issue_count,layer1_needs_review,layer1_needs_llm_rescue_candidate,layer1_issue_codes_json,layer1_semantic_issue_count,layer1_semantic_issue_codes,layer1_execution_issue_count,layer1_execution_issue_codes,entity_text_exact_in_evidence,entity_text_ci_in_evidence,entity_text_normalized_in_evidence,entity_text_exact_in_item,entity_text_ci_in_item,value_text,value_text_found_in_evidence,value_text_found_in_item,unit_text_found_in_evidence,operator_value_structurally_supported,quantitative_cue_present,quantitative_cue_unhandled,exists_with_quantitative_cue,value_missing_with_quantitative_cue,temporal_marker_in_evidence,temporal_context_present,temporal_marker_missing_context,history_marker_in_evidence,history_context_present,history_marker_missing_context,condition_or_exception_marker_in_evidence,condition_or_exception_context_present,condition_or_exception_marker_missing_context,branch_a_match_found,branch_a_entity_type_agrees,branch_a_operator_agrees,branch_a_value_agrees,branch_a_unit_agrees,branch_a_entity_text_token_overlap,node_type,status,source_text,layer1_policy_action_hint,layer1_policy_bucket,layer1_policy_severity,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_soft_warning_count,layer1_policy_execution_issue_count,branch_a_entity_type,branch_a_entity_text,branch_a_operator,branch_a_value,branch_a_unit,branch_a_agreement_n,generic_entity_text,temporal_context_json,history_context_json,condition_context,exception_context,missing_pass2_clause_context,critical_modifier_support,allowance_polarity_support,layer1_policy_adjusted_semantic_issue_count,layer1_policy_adjusted_execution_issue_count
NCT00917891,NCT00917891_exc__item10_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[9].children[0],,condition,unexplained abnormal bleeding per vagina,exists,null,,,partial,"Unexplained, undiagnosed abnormal bleeding per vagina","Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",0.8,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,unexplained abnormal bleeding per vagina,exists,,,5,0,,current,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item10_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[9].children[1],,condition,undiagnosed abnormal bleeding per vagina,exists,null,,,partial,"Unexplained, undiagnosed abnormal bleeding per vagina","Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.1,reference_high_support_not_auto_accept,,,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,computability_review,0,1,execution_support_reference_intermediate_support,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,undiagnosed abnormal bleeding per vagina,exists,,,5,0,,current,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item10_C3,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[9].children[2],,condition,bleeding per vagina during vaginal intercourse,exists,null,,,partial,bleeding per vagina during or following vaginal intercourse,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",0.8,1.0,1.0,1.0,1.0,0.95,0.9,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0.5,criterion,,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,bleeding per vagina,exists,,,5,0,"{""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""}",current,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item10_C4,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[9].children[3],,condition,bleeding per vagina following vaginal intercourse,exists,null,,,partial,bleeding per vagina during or following vaginal intercourse,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",0.8,1.0,1.0,1.0,1.0,0.95,0.9,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0.5,criterion,,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,bleeding per vagina,exists,,,5,0,"{""relation"": ""after"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""}",current,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item10_C5,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[9].children[4],,procedure,gynaecologic surgery,exists,null,,,computable,gynaecologic surgery within 90 days prior to enrollment,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",1.0,1.0,1.0,1.0,1.0,0.95,0.95,1.0,0.5,0.5,0.5,reference_review_priority,layer1_policy:hard_semantic_or_structural_issue,layer1_semantic_support,1.0,0.9,0.9,0.1,reference_high_support_not_auto_accept,,,llm_verifier,1,0,layer1_policy_mandatory_verifier,1,1,1,"[""layer1c:temporal_anchor_mismatch_from_source""]",1,layer1_policy_hard_issue,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Unexplained, undiagnosed abnormal bleeding per vagina, bleeding per vagina during or following vaginal intercourse, or gynaecologic surgery within 90 days prior to enrollment",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_semantic:temporal_anchor_mismatch_from_source,1.0,1,0,0,procedure,gynaecologic surgery,exists,,,5,0,"{""relation"": ""within"", ""value"": 90, ""unit"": ""day"", ""anchor_event"": ""other""}",prior,,,0,1.0,1.0,1,0
NCT00917891,NCT00917891_exc__item11_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[10].children[0],,condition,anaphylaxis,exists,null,,,computable,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.8,0.45,0.55,reference_review_priority,critical_modifier_missing:severe;layer1_policy:soft_semantic_warning,critical_modifier_support,1.0,0.9,0.9,0.1,reference_high_support_not_auto_accept,,,optional_llm_verifier_or_review,0,0,layer1_policy_soft_warning,1,1,0,"[""layer1c:critical_qualifier_missing_from_entity""]",1,layer1_policy_soft_warning,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,soft_semantic:critical_qualifier_missing_from_entity,0.4,0,1,0,condition,anaphylaxis,exists,,,5,0,,prior,,,0,0.45,1.0,1,0
NCT00917891,NCT00917891_exc__item11_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[10].children[1],,condition,severe allergy resulting in angioedema,exists,null,,,partial,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,computability_review,0,1,execution_support_reference_intermediate_support,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.2,criterion,,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,angioedema,exists,,,4,0,,prior,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item11_C3,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[10].children[2],,condition,latex allergy/sensitivity,exists,null,,,computable,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,0.65,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.8,0.45,0.55,reference_review_priority,entity_partially_supported_by_source_token_overlap;critical_modifier_missing:severe;layer1_policy:soft_semantic_warning,critical_modifier_support,1.0,0.9,0.9,0.1,reference_high_support_not_auto_accept,,,optional_llm_verifier_or_review,0,0,layer1_policy_soft_warning,1,1,0,"[""layer1c:critical_qualifier_missing_from_entity""]",1,layer1_policy_soft_warning,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.75,criterion,,Any history of anaphylaxis or severe allergy resulting in angioedema; or a history of sensitivity/allergy to latex,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,soft_semantic:critical_qualifier_missing_from_entity,0.4,0,1,0,condition,sensitivity/allergy to latex,exists,,,5,0,,prior,,,0,0.45,1.0,1,0
NCT00917891,NCT00917891_exc__item12_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[11].children[0],,condition,serious acute disease,exists,null,,,partial,"Any serious acute, chronic or progressive disease","Any serious acute, chronic or progressive disease",0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Any serious acute, chronic or progressive disease",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,serious acute disease,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item12_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[11].children[1],,condition,serious chronic disease,exists,null,,,partial,"Any serious acute, chronic or progressive disease","Any serious acute, chronic or progressive disease",0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Any serious acute, chronic or progressive disease",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,serious chronic disease,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item12_C3,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[11].children[2],,condition,serious progressive disease,exists,null,,,partial,"Any serious acute, chronic or progressive disease","Any serious acute, chronic or progressive disease",0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Any serious acute, chronic or progressive disease",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,serious progressive disease,exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item13_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[12].children[0],,other,condition(s) that might interfere with adherence to study requirements (in the opinion of the investigator),exists,null,,,non_computable,"Any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements or evaluation of the study objectives","Any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements or evaluation of the study objectives",0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.9375,criterion,,"Any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements or evaluation of the study objectives",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,"any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements",exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT00917891,NCT00917891_exc__item13_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[12].children[1],,other,condition(s) that might interfere with evaluation of the study objectives (in the opinion of the investigator),exists,null,,,non_computable,"Any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements or evaluation of the study objectives","Any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements or evaluation of the study objectives",0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.933333,criterion,,"Any condition(s) that, in the opinion of the investigator, might interfere with adherence to study requirements or evaluation of the study objectives",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,"any condition(s) that, in the opinion of the investigator, might interfere with evaluation of the study objectives",exists,,,5,0,,,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_inc__item1_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[0],,condition,persistent primary trans-sphincteric anal fistula,exists,null,,,partial,Persistent primary or recurrent trans-sphincteric anal fistula,Persistent primary or recurrent trans-sphincteric anal fistula,0.8,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.45,0.55,reference_review_priority,entity_supported_by_source_token_overlap;critical_modifier_missing:current|recurrent,critical_modifier_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_review_priority,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.666667,criterion,,Persistent primary or recurrent trans-sphincteric anal fistula,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,trans-sphincteric anal fistula,exists,,,5,0,,current,,,0,0.45,1.0,0,0
NCT01602081,NCT01602081_inc__item1_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[1],,condition,persistent recurrent trans-sphincteric anal fistula,exists,null,,,partial,Persistent primary or recurrent trans-sphincteric anal fistula,Persistent primary or recurrent trans-sphincteric anal fistula,0.8,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.8,0.2,reference_intermediate_support,entity_supported_by_source_token_overlap,entity_source_support,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.666667,criterion,,Persistent primary or recurrent trans-sphincteric anal fistula,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,trans-sphincteric anal fistula,exists,,,5,0,,current,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item1_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[0].children[0],,procedure,fistulotomy,exists,null,,,computable,"prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure","Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,fistulotomy,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item1_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[0].children[1],,procedure,fistulectomy,exists,null,,,computable,"prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure","Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,fistulectomy,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item1_C3,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[0].children[2],,procedure,LIFT (ligation of intersphincteric fistula tract) procedure,exists,null,,,computable,"prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure","Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",0.55,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.55,0.45,reference_review_priority,entity_weakly_supported_by_source_token_overlap,entity_source_support,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_review_priority,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.142857,criterion,,"Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,LIFT,exists,,,4,0,,prior,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item1_C4,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[0].children[3],,procedure,cutting seton,exists,null,,,computable,"prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure","Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,cutting seton,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item1_C5,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[0].children[4],,procedure,advancement flap procedure,exists,null,,,computable,"prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure","Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,"Patients with prior fistulotomy, fistulectomy, LIFT, cutting seton or advancement flap procedure",continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,advancement flap procedure,exists,,,5,0,,prior,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item2_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[1],,condition,fistula with multiple tracts,exists,null,,,partial,Fistula with multiple tracts,Fistula with multiple tracts,0.95,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.1,reference_high_support_not_auto_accept,,,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,computability_review,0,1,execution_support_reference_intermediate_support,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0.25,criterion,,Fistula with multiple tracts,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,Fistula,exists,,,4,0,,current,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item3_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[2],,condition,Recto-vaginal fistula,exists,null,,,computable,Recto-vaginal fistula,Recto-vaginal fistula,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.1,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,Recto-vaginal fistula,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,Recto-vaginal fistula,exists,,,5,0,,current,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item4_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[3],,condition,active infection in the anal fistula,exists,null,,,computable,Active infection in the anal fistula,Active infection in the anal fistula,0.95,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.05,reference_high_support_not_auto_accept,,,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,keep_without_layer2_action,0,0,high_semantic_and_execution_support_reference,0,0,0,[],0,,0,,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.833333,criterion,,Active infection in the anal fistula,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,condition,infection in the anal fistula,exists,,,5,0,,current,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item5_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[4].children[0],,condition,allergy to porcine products,exists,null,,,computable,Physical allergies or cultural objections to porcine products,Physical allergies or cultural objections to porcine products,0.65,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.65,0.35,reference_intermediate_support,entity_partially_supported_by_source_token_overlap,entity_source_support,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,optional_llm_verifier_or_review,0,0,semantic_grounding_reference_intermediate_support,0,0,0,[],0,,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0.5,criterion,,Physical allergies or cultural objections to porcine products,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,physical allergies to porcine products,exists,,,4,0,,current,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item5_C2,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[4].children[1],,observation,cultural objections to porcine products,exists,null,,,non_computable,Physical allergies or cultural objections to porcine products,Physical allergies or cultural objections to porcine products,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,reference_high_support_not_auto_accept,,,0.35,1.0,0.35,0.65,reference_review_priority,computability_non_computable,computability_support,computability_review,0,1,execution_support_reference_review_priority,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,criterion,,Physical allergies or cultural objections to porcine products,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,other,cultural objections to porcine products,exists,,,4,0,,,,,0,1.0,1.0,0,0
NCT01602081,NCT01602081_exc__item6_C1,B_llm_pass2,rules_v3_ast.exclusion_criteria.children[5].children[0],,procedure,medically fit to undergo the LIFT procedure,not_exists,null,,,partial,Patient is not medically fit to undergo the LIFT procedure as judged by the treating physician,Patient is not medically fit to undergo the LIFT procedure as judged by the treating physician,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.1,reference_high_support_not_auto_accept,,,0.6,1.0,0.6,0.4,reference_intermediate_support,computability_partial,computability_support,computability_review,0,1,execution_support_reference_intermediate_support,0,0,0,[],0,,0,,1,1,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1.0,criterion,,Patient is not medically fit to undergo the LIFT procedure as judged by the treating physician,continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,procedure,medically fit to undergo the LIFT procedure,not_exists,,,5,0,,current,,,0,1.0,1.0,0,0
