branch,row_type,document_id,item_uid,clause_id,criterion_id,path,issues,pass1_clause_text,pass1_item_text,pass1_clause_type,pass1_is_negated,pass1_connector,evidence_in_pass1_clause_text,evidence_in_pass1_item_text,evidence_alignment_note,entity_type,entity_text,operator,value_type,value,temporal_context,evidence_text
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_inc__item9,C6,NCT02525991_inc__item9_C6,inclusion_criteria.children[8].children[1].children[2],negation_clause_with_exists_operator,patient is non-pregnant,"If a female is of childbearing potential and sexually active (except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months), patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit) and have to agree to use a medically acceptable and effective birth control method throughout the study and for one week following the end of the study.",,False,,False,True,evidence_in_item_text_only,lab,pregnancy test,exists,null,null,null,patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit)
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_inc__item9,C7,NCT02525991_inc__item9_C7,inclusion_criteria.children[8].children[1].children[3],,negative pregnancy test result at baseline visit,"If a female is of childbearing potential and sexually active (except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months), patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit) and have to agree to use a medically acceptable and effective birth control method throughout the study and for one week following the end of the study.",,False,,False,True,evidence_in_item_text_only,lab,pregnancy test,exists,null,null,null,with a negative pregnancy test result at baseline visit
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_inc__item9,C8,NCT02525991_inc__item9_C8,inclusion_criteria.children[8].children[1].children[4],,patient agrees to use a medically acceptable and effective birth control method throughout the study,"If a female is of childbearing potential and sexually active (except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months), patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit) and have to agree to use a medically acceptable and effective birth control method throughout the study and for one week following the end of the study.",,False,,False,True,evidence_in_item_text_only,procedure,birth control method,exists,null,null,null,have to agree to use a medically acceptable and effective birth control method throughout the study
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_inc__item9,C9,NCT02525991_inc__item9_C9,inclusion_criteria.children[8].children[1].children[5],,patient agrees to use a medically acceptable and effective birth control method for one week following the end of the study,"If a female is of childbearing potential and sexually active (except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months), patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit) and have to agree to use a medically acceptable and effective birth control method throughout the study and for one week following the end of the study.",,False,,False,True,evidence_in_item_text_only,other,patient agrees to use a medically acceptable and effective birth control method for one week following the end of the study,exists,null,null,null,and for one week following the end of the study
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item1,C1,NCT02525991_exc__item1_C1,exclusion_criteria.children[0],,patient diagnosed with dementia,Patient diagnosed with dementia.,,False,,False,True,evidence_in_item_text_only,condition,dementia,exists,null,null,null,Patient diagnosed with dementia.
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C1,NCT02525991_exc__item2_C1,exclusion_criteria.children[1].children[0].children[0],,serious and unstable illnesses,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,False,True,evidence_in_item_text_only,condition,illnesses,exists,null,null,null,Patients with serious and unstable illnesses
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C2,NCT02525991_exc__item2_C2,exclusion_criteria.children[1].children[0].children[1],,current hepatic illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,False,True,evidence_in_item_text_only,condition,hepatic,exists,null,null,null,including current hepatic
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C3,NCT02525991_exc__item2_C3,exclusion_criteria.children[1].children[1],,current renal illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,renal,exists,null,null,null,renal
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C4,NCT02525991_exc__item2_C4,exclusion_criteria.children[1].children[2],,current gastroenterologic illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,gastroenterologic,exists,null,null,null,gastroenterologic
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C5,NCT02525991_exc__item2_C5,exclusion_criteria.children[1].children[3],,current respiratory illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,respiratory,exists,null,null,null,respiratory
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C6,NCT02525991_exc__item2_C6,exclusion_criteria.children[1].children[4],,current cardiovascular illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,cardiovascular,exists,null,null,null,cardiovascular
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C7,NCT02525991_exc__item2_C7,exclusion_criteria.children[1].children[5],,ischemic heart disease,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,False,True,evidence_in_item_text_only,condition,ischemic heart disease,exists,null,null,null,including ischemic heart disease
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C8,NCT02525991_exc__item2_C8,exclusion_criteria.children[1].children[6],,congestive heart failure,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,congestive heart failure,exists,null,null,null,congestive heart failure
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C9,NCT02525991_exc__item2_C9,exclusion_criteria.children[1].children[7],,current endocrinologic illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,endocrinologic,exists,null,null,null,endocrinologic
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C10,NCT02525991_exc__item2_C10,exclusion_criteria.children[1].children[8],,current neurologic illness,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,neurologic,exists,null,null,null,neurologic
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C11,NCT02525991_exc__item2_C11,exclusion_criteria.children[1].children[9],,stroke,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,False,True,evidence_in_item_text_only,condition,stroke,exists,null,null,null,including stroke
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C12,NCT02525991_exc__item2_C12,exclusion_criteria.children[1].children[10],,transient ischemic attack,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,transient ischemic attack,exists,null,null,null,transient ischemic attack
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C13,NCT02525991_exc__item2_C13,exclusion_criteria.children[1].children[11],,subarachnoidal bleeding,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,subarachnoidal bleeding,exists,null,null,null,subarachnoidal bleeding
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C14,NCT02525991_exc__item2_C14,exclusion_criteria.children[1].children[12],,brain tumor,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,brain tumor,exists,null,null,null,brain tumor
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C15,NCT02525991_exc__item2_C15,exclusion_criteria.children[1].children[13],,encephalopathy,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,encephalopathy,exists,null,null,null,encephalopathy
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item2,C16,NCT02525991_exc__item2_C16,exclusion_criteria.children[1].children[14],,meningitis,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",,False,,True,True,,condition,meningitis,exists,null,null,null,meningitis
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item3,C1,NCT02525991_exc__item3_C1,exclusion_criteria.children[2].children[0],,history of allergic reactions to loxapine,Patients with a history of allergic reactions to loxapine or amoxapine,,False,,False,True,evidence_in_item_text_only,condition,allergic reactions,exists,null,null,null,Patients with a history of allergic reactions to loxapine or amoxapine
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item3,C2,NCT02525991_exc__item3_C2,exclusion_criteria.children[2].children[1],,history of allergic reactions to amoxapine,Patients with a history of allergic reactions to loxapine or amoxapine,,False,,False,True,evidence_in_item_text_only,condition,allergic reactions,exists,null,null,null,Patients with a history of allergic reactions to loxapine or amoxapine
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item4,C1,NCT02525991_exc__item4_C1,exclusion_criteria.children[3],,received an investigational drug within 30 days prior to the current agitation episode,Patients who have received an investigational drug within 30 days prior to the current agitation episode must be excluded.,,False,,False,True,evidence_in_item_text_only,drug,received an investigational drug within 30 days prior to the current agitation episode,exists,null,null,"{""relation"": ""within"", ""value"": 30, ""unit"": ""day"", ""anchor_event"": ""baseline""}",have received an investigational drug within 30 days prior to the current agitation episode
A_bert_rules,pass2_leaf_check,NCT02525991,NCT02525991_exc__item5,C1,NCT02525991_exc__item5_C1,exclusion_criteria.children[4],,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device","Patients who are considered by the investigator, for any reason, to be unable to self-administer the inhalation device.",,False,,True,True,,other,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device",exists,null,null,null,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device"
A_bert_rules,pass2_leaf_check,NCT02868437,NCT02868437_inc__item1,C1,NCT02868437_inc__item1_C1,inclusion_criteria,,subject has curettage for retained product after second trimester abortion,Subject has curettage for retained product after second trimester abortion,,False,,True,True,,condition,retained product,exists,null,null,"{""relation"": ""after"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""}",Subject has curettage for retained product after second trimester abortion
A_bert_rules,pass2_leaf_check,NCT02868437,NCT02868437_exc__item1,C1,NCT02868437_exc__item1_C1,exclusion_criteria.children[0].children[0],,history of curettage,History of curettage or other intrauterine surgery,,False,,False,True,evidence_in_item_text_only,procedure,curettage,exists,null,null,null,History of curettage or other intrauterine surgery
A_bert_rules,pass2_leaf_check,NCT02868437,NCT02868437_exc__item1,C2,NCT02868437_exc__item1_C2,exclusion_criteria.children[0].children[1],,history of other intrauterine surgery,History of curettage or other intrauterine surgery,,False,,False,True,evidence_in_item_text_only,procedure,intrauterine surgery,exists,null,null,null,History of curettage or other intrauterine surgery
A_bert_rules,pass2_leaf_check,NCT02868437,NCT02868437_exc__item2,C1,NCT02868437_exc__item2_C1,exclusion_criteria.children[1].children[0],,history of post-abortion complication,History of post-abortion complication or infection,,False,,False,True,evidence_in_item_text_only,condition,post-abortion complication or infection,exists,null,null,null,History of post-abortion complication or infection
A_bert_rules,pass2_leaf_check,NCT02868437,NCT02868437_exc__item2,C2,NCT02868437_exc__item2_C2,exclusion_criteria.children[1].children[1],,history of post-abortion infection,History of post-abortion complication or infection,,False,,False,True,evidence_in_item_text_only,condition,post-abortion complication or infection,exists,null,null,null,History of post-abortion complication or infection
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item1,C1,NCT02537899_inc__item1_C1,inclusion_criteria.children[0].children[0],,male,Male or female,,False,,True,True,,demographic,male,exists,null,null,null,Male
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item1,C2,NCT02537899_inc__item1_C2,inclusion_criteria.children[0].children[1],,female,Male or female,,False,,True,True,,demographic,female,exists,null,null,null,female
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item2,C1,NCT02537899_inc__item2_C1,inclusion_criteria.children[1],,Age 18 to 65 years,Age 18 to 65 years,,False,,True,True,,demographic,Age 18 to 65 years,exists,null,null,null,Age 18 to 65 years
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item3,C1,NCT02537899_inc__item3_C1,inclusion_criteria.children[2].children[0],,diagnosed with spinal cord injury,Diagnosed with spinal cord injury between 3 days and 4 weeks,,False,,False,True,evidence_in_item_text_only,condition,spinal cord injury,between,range,"{""min"": 3, ""max"": 4}",null,Diagnosed with spinal cord injury between 3 days and 4 weeks
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item3,C2,NCT02537899_inc__item3_C2,inclusion_criteria.children[2].children[1],,diagnosed with spinal cord injury between 3 days and 4 weeks,Diagnosed with spinal cord injury between 3 days and 4 weeks,,False,,True,True,,condition,spinal cord injury,between,range,"{""min"": 3, ""max"": 4}",null,Diagnosed with spinal cord injury between 3 days and 4 weeks
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item4,C1,NCT02537899_inc__item4_C1,inclusion_criteria.children[3].children[0],,American Spinal Injury Association Impairment Scale A,American Spinal Injury Association Impairment Scale A or B,,False,,False,True,evidence_in_item_text_only,lab,American Spinal Injury Association Impairment Scale,exists,null,null,null,American Spinal Injury Association Impairment Scale A or B
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item4,C2,NCT02537899_inc__item4_C2,inclusion_criteria.children[3].children[1],,American Spinal Injury Association Impairment Scale B,American Spinal Injury Association Impairment Scale A or B,,False,,False,True,evidence_in_item_text_only,lab,American Spinal Injury Association Impairment Scale,exists,null,null,null,American Spinal Injury Association Impairment Scale A or B
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_inc__item5,C1,NCT02537899_inc__item5_C1,inclusion_criteria.children[4],,informed consent for inclusion into the database is obtained,Informed consent for inclusion into the database is obtained,,False,,True,True,,other,informed consent for inclusion into the database is obtained,exists,null,null,null,Informed consent for inclusion into the database is obtained
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item1,C1,NCT02537899_exc__item1_C1,exclusion_criteria.children[0],,non survivable injury,Non survivable injury,,False,,True,True,,condition,injury,exists,null,null,null,Non survivable injury
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item2,C1,NCT02537899_exc__item2_C1,exclusion_criteria.children[1].children[0].children[0],,multiple significant trauma,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,,False,,True,True,,condition,trauma,exists,null,null,null,Multiple significant trauma
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item2,C2,NCT02537899_exc__item2_C2,exclusion_criteria.children[1].children[0].children[1],,significant intracranial injuries,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,,False,,False,True,evidence_in_item_text_only,condition,intracranial and extracranial injuries,exists,null,null,null,significant intracranial and extracranial injuries
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item2,C3,NCT02537899_exc__item2_C3,exclusion_criteria.children[1].children[1],,significant extracranial injuries,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,,False,,False,True,evidence_in_item_text_only,condition,intracranial and extracranial injuries,exists,null,null,null,significant intracranial and extracranial injuries
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item2,C4,NCT02537899_exc__item2_C4,exclusion_criteria.children[1].children[2].children[0],,limb fractures,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,,False,,False,True,evidence_in_item_text_only,condition,limb fractures,exists,null,null,null,including limb fractures
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item2,C5,NCT02537899_exc__item2_C5,exclusion_criteria.children[1].children[2].children[1],,trauma would limit observation of recovery from spinal cord injury,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,,False,,False,True,evidence_in_item_text_only,other,trauma would limit observation of recovery from spinal cord injury,exists,null,null,null,that would limit observation of recovery from spinal cord injury
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item3,C1,NCT02537899_exc__item3_C1,exclusion_criteria.children[2],,other conditions that would limit clinical assessment of outcomes,"Other conditions that would limit clinical assessment of outcomes (e.g. dementia, demyelinating disease, autoimmune disease, etc)",,False,,False,True,evidence_in_item_text_only,condition,dementia,exists,null,null,null,"Other conditions that would limit clinical assessment of outcomes (e.g. dementia, demyelinating disease, autoimmune disease, etc)"
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item4,C1,NCT02537899_exc__item4_C1,exclusion_criteria.children[3].children[0],,refusal of treatment,Refusal of treatment or contraindication to NeuroAiD,,False,,True,True,,procedure,treatment,exists,null,null,null,Refusal of treatment
A_bert_rules,pass2_leaf_check,NCT02537899,NCT02537899_exc__item4,C2,NCT02537899_exc__item4_C2,exclusion_criteria.children[3].children[1],,contraindication to NeuroAiD,Refusal of treatment or contraindication to NeuroAiD,,False,,True,True,,condition,contraindication,exists,null,null,null,contraindication to NeuroAiD
A_bert_rules,pass2_leaf_check,NCT02035800,NCT02035800_inc__item1,C1,NCT02035800_inc__item1_C1,inclusion_criteria.children[0],,patients aged 18 and over,"Patients aged of 18 and over,",,False,,False,True,evidence_in_item_text_only,other,patients aged 18 and over,exists,null,null,null,Patients aged of 18 and over
A_bert_rules,pass2_leaf_check,NCT02035800,NCT02035800_inc__item2,C1,NCT02035800_inc__item2_C1,inclusion_criteria.children[1],,satisfying the 1987 American College of Rheumatology (ACR) criteria for RA,Satisfying the 1987 American College of Rheumatology (ACR) criteria for RA,,False,,True,True,,condition,RA,exists,null,null,null,Satisfying the 1987 American College of Rheumatology (ACR) criteria for RA
A_bert_rules,pass2_leaf_check,NCT02035800,NCT02035800_inc__item3,C1,NCT02035800_inc__item3_C1,inclusion_criteria.children[2],,receiving a prescription of Adalimumab 40 mg subcutaneous every two weeks,Receiving a prescription of Adalimumab 40 mg subcutaneous every two weeks.,,False,,False,True,evidence_in_item_text_only,drug,Adalimumab,exists,null,null,null,Receiving a prescription of Adalimumab 40 mg subcutaneous every two weeks.
A_bert_rules,pass2_leaf_check,NCT02035800,NCT02035800_exc__item1,C1,NCT02035800_exc__item1_C1,exclusion_criteria.children[0].children[0],,capable to provide informed consent,Patients not capable or willing to provide informed consent,,True,,False,True,evidence_in_item_text_only,other,capable to provide informed consent,not_exists,null,null,null,not capable or willing to provide informed consent
A_bert_rules,pass2_leaf_check,NCT02035800,NCT02035800_exc__item1,C2,NCT02035800_exc__item1_C2,exclusion_criteria.children[0].children[1],,willing to provide informed consent,Patients not capable or willing to provide informed consent,,True,,False,True,evidence_in_item_text_only,other,willing to provide informed consent,not_exists,null,null,null,not capable or willing to provide informed consent
A_bert_rules,pass2_leaf_check,NCT02035800,NCT02035800_exc__item2,C1,NCT02035800_exc__item2_C1,exclusion_criteria.children[1],,starting Adalimumab less than five half-lives after the interruption of a previous anti-TNF therapy,Patients starting Adalimumab less than five half-lives after the interruption of a previous anti-TNF therapy.,,False,,False,True,evidence_in_item_text_only,drug,Adalimumab,<,scalar,5,"{""relation"": ""after"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""}",Patients starting Adalimumab less than five half-lives after the interruption of a previous anti-TNF therapy.
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_inc__item1,C1,NCT02845427_inc__item1_C1,inclusion_criteria,,primary total hip arthroplasty (THA),Primary total hip arthroplasty (THA),,False,,True,True,,condition,total hip arthroplasty,exists,null,null,null,Primary total hip arthroplasty (THA)
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item1,C1,NCT02845427_exc__item1_C1,exclusion_criteria.children[0],,revision cases,Revision cases,,False,,True,True,,other,revision cases,exists,null,null,null,Revision cases
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item2,C1,NCT02845427_exc__item2_C1,exclusion_criteria.children[1].children[0],,uncontrolled bleeding tendency,Uncontrolled bleeding tendency (prothrombin conc. Less than 70%),,False,,True,True,,condition,bleeding tendency,exists,null,null,null,Uncontrolled bleeding tendency
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item2,C2,NCT02845427_exc__item2_C2,exclusion_criteria.children[1].children[1],,prothrombin conc. less than 70%,Uncontrolled bleeding tendency (prothrombin conc. Less than 70%),,False,,False,True,evidence_in_item_text_only,lab,prothrombin,<,scalar,70,null,(prothrombin conc. Less than 70%)
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item3,C1,NCT02845427_exc__item3_C1,exclusion_criteria.children[2],,history of deep venous thrombosis,History of deep venous thrombosis,,False,,True,True,,condition,deep venous thrombosis,exists,null,null,null,History of deep venous thrombosis
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item4,C1,NCT02845427_exc__item4_C1,exclusion_criteria.children[3],,sever liver impairment (liver failure),Sever liver impairment (liver failure),,False,,True,True,,condition,liver failure,exists,null,null,null,Sever liver impairment (liver failure)
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item5,C1,NCT02845427_exc__item5_C1,exclusion_criteria.children[4].children[0],,severe renal impairment,Sever renal impairment (S. creatinine more than 3),,False,,False,True,evidence_in_item_text_only,condition,renal impairment,exists,null,null,null,Sever renal impairment
A_bert_rules,pass2_leaf_check,NCT02845427,NCT02845427_exc__item5,C2,NCT02845427_exc__item5_C2,exclusion_criteria.children[4].children[1],,S. creatinine more than 3,Sever renal impairment (S. creatinine more than 3),,False,,True,True,,lab,creatinine,exists,null,null,null,S. creatinine more than 3
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_inc__item1,C1,NCT02589691_inc__item1_C1,inclusion_criteria.children[0],,age <2 years,age <2 years,,False,,True,True,,demographic,age <2 years,<,scalar,2,null,age <2 years
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_inc__item2,C1,NCT02589691_inc__item2_C1,inclusion_criteria.children[1],,indication of general anesthesia with tracheal intubation,indication of general anesthesia with tracheal intubation,,False,,True,True,,procedure,general anesthesia,exists,null,null,null,indication of general anesthesia with tracheal intubation
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_inc__item3,C1,NCT02589691_inc__item3_C1,inclusion_criteria.children[2],,inhalational induction scheduled,inhalational induction scheduled,,False,,True,True,,procedure,inhalational induction,exists,null,null,null,inhalational induction scheduled
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_inc__item4,C1,NCT02589691_inc__item4_C1,inclusion_criteria.children[3],,written informed consent of both parents,written informed consent of both parents,,False,,True,True,,other,written informed consent of both parents,exists,null,null,null,written informed consent of both parents
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item1,C1,NCT02589691_exc__item1_C1,exclusion_criteria.children[0].children[0],,contra-indication to inhalational induction,contra-indication to inhalational induction (full stomach),,False,,False,True,evidence_in_item_text_only,condition,contra-indication,exists,null,null,null,contra-indication to inhalational induction (full stomach)
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item1,C2,NCT02589691_exc__item1_C2,exclusion_criteria.children[0].children[1],,full stomach,contra-indication to inhalational induction (full stomach),,False,,False,True,evidence_in_item_text_only,other,full stomach,exists,null,null,null,(full stomach)
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item2,C1,NCT02589691_exc__item2_C1,exclusion_criteria.children[1],,contra-indication to the use of rocuronium,contra-indication to the use of rocuronium,,False,,True,True,,condition,contra-indication,exists,null,null,null,contra-indication to the use of rocuronium
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item3,C1,NCT02589691_exc__item3_C1,exclusion_criteria.children[2].children[0],,American Society of Anesthesiologists score (ASA) III,American Society of Anesthesiologists score (ASA) III or IV,,False,,False,True,evidence_in_item_text_only,lab,American Society of Anesthesiologists score (ASA),exists,null,null,null,American Society of Anesthesiologists score (ASA) III or IV
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item3,C2,NCT02589691_exc__item3_C2,exclusion_criteria.children[2].children[1],,American Society of Anesthesiologists score (ASA) IV,American Society of Anesthesiologists score (ASA) III or IV,,False,,False,True,evidence_in_item_text_only,lab,American Society of Anesthesiologists score (ASA),exists,null,null,null,American Society of Anesthesiologists score (ASA) III or IV
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item4,C1,NCT02589691_exc__item4_C1,exclusion_criteria.children[3],,intracranial surgery,intracranial surgery,,False,,True,True,,procedure,intracranial surgery,exists,null,null,null,intracranial surgery
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item5,C1,NCT02589691_exc__item5_C1,exclusion_criteria.children[4],,parental refusal,parental refusal,,False,,True,True,,other,parental refusal,exists,null,null,null,parental refusal
A_bert_rules,pass2_leaf_check,NCT02589691,NCT02589691_exc__item6,C1,NCT02589691_exc__item6_C1,exclusion_criteria.children[5],,affiliation to social security,absence of affiliation to social security,,True,,False,True,evidence_in_item_text_only,other,affiliation to social security,not_exists,null,null,null,absence of affiliation to social security
