review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,logic_chain,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_post_leaf,B_post_leaf,A_final_decision,A_final_decision_rule,A_final_decision_reasons,B_final_decision,B_final_decision_rule,B_final_decision_reasons,cross_chosen_branch,cross_chosen_decision,cross_branch_reason,A_rescue_apply_status,A_rescue_final_decision,A_rescue_changed_fields,A_rescue_skip_reason,B_rescue_apply_status,B_rescue_final_decision,B_rescue_changed_fields,B_rescue_skip_reason,manual_A_post_leaf_label,manual_B_post_leaf_label,manual_A_post_issue_type,manual_B_post_issue_type,manual_post_notes,manual_A_pre_leaf_label_reference_only,manual_A_pre_issue_type_reference_only,A_leaf_changed_post_vs_pre,manual_B_pre_leaf_label_reference_only,manual_B_pre_issue_type_reference_only,B_leaf_changed_post_vs_pre,A_pre_to_post_change,B_pre_to_post_change,B_vs_A_post,manual_inferred_best_branch_A_B_post,manual_chosen_branch_post_label
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1: adequate performance status,C1,adequate performance status,Adequate performance status:,0,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",human_review,A_layer2_high_risk,branch_a_layer2_high_risk_after_rescue,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,partial,partial,missing_threshold; bad_entity_type,missing_threshold,,partial,missing_threshold; bad_entity_type,0,partial,missing_threshold,0,same,same,B_same_as_A,tie,partial
I00085,NCT00461136,NCT00461136_exc,NCT00461136_exc__item9,9,exclusion,temporal,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",C1: history of myocardial infarction during the 6 months prior to Visit 1 OR C2: history of unstable angina pectoris during the 6 months prior to Visit 1 OR C3: history of coronary bypass surgery during the 6 months prior to Visit 1 OR C4: history of any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1,C3,history of coronary bypass surgery during the 6 months prior to Visit 1,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",0,OR,,"entity_type=procedure | entity=coronary bypass surgery | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""other""} | history=prior | computability=partial | reason=Anchor event 'Visit 1' is not a standard clinical anchor (e.g., screening/baseline) and may not map directly to patient-level data timing.","entity_type=procedure | entity=coronary bypass surgery | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""other""} | history=prior | computability=partial | reason=Anchor event 'Visit 1' is not a standard clinical anchor (e.g., screening/baseline) and may not map directly to patient-level data timing.",human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_layer1_hard_issue,branch_b_layer1_mandatory_verifier_remains,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,skipped,no_change,[],not_applicable_final_decision:no_change,correct,correct,,,,incorrect,wrong_entity,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00085,NCT00461136,NCT00461136_exc,NCT00461136_exc__item9,9,exclusion,temporal,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",C1: history of myocardial infarction during the 6 months prior to Visit 1 OR C2: history of unstable angina pectoris during the 6 months prior to Visit 1 OR C3: history of coronary bypass surgery during the 6 months prior to Visit 1 OR C4: history of any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1,C4,history of any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",0,,,"entity_type=procedure | entity=percutaneous coronary intervention (PCI) | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""other""} | history=prior | computability=partial | reason=Anchor event is Visit 1, which is not represented in allowed anchor_event values; stored as 'other' and may not map directly to patient-level data timing.","entity_type=procedure | entity=percutaneous coronary intervention (PCI) | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""other""} | history=prior | computability=partial | reason=Anchor event is Visit 1, which is not represented in allowed anchor_event values; stored as 'other' and may not map directly to patient-level data timing.",human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_layer1_hard_issue,branch_b_layer1_mandatory_verifier_remains,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,applied,select_candidate,"[""non_computable_reason""]",,correct,correct,,,,incorrect,wrong_entity,1,correct,,1,improved,same,B_same_as_A,tie,correct
I00086,NCT00461136,NCT00461136_exc,NCT00461136_exc__item10,10,exclusion,negation,Second or third degree heart block without a pacemaker,C1: second degree heart block OR C2: third degree heart block AND C3: without a pacemaker,C1,second degree heart block,Second or third degree heart block,0,OR,,entity_type=condition | entity=Second or third degree heart block | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=second degree heart block | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,partial,B_optional_review_partial,branch_b_optional_verifier_or_review,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,correct,correct,,,,correct,,0,correct,,0,same,same,B_same_as_A,tie,correct
I00086,NCT00461136,NCT00461136_exc,NCT00461136_exc__item10,10,exclusion,negation,Second or third degree heart block without a pacemaker,C1: second degree heart block OR C2: third degree heart block AND C3: without a pacemaker,C2,third degree heart block,third degree heart block,0,AND,,entity_type=condition | entity=Second or third degree heart block | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=third degree heart block | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,correct,correct,,,,correct,,0,correct,,0,same,same,B_same_as_A,tie,correct
I00086,NCT00461136,NCT00461136_exc,NCT00461136_exc__item10,10,exclusion,negation,Second or third degree heart block without a pacemaker,C1: second degree heart block OR C2: third degree heart block AND C3: without a pacemaker,C3,without a pacemaker,without a pacemaker,0,,,entity_type=other | entity=pacemaker | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=procedure | entity=pacemaker | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,partial,correct,bad_entity_type,,,partial,bad_entity_type,0,correct,,0,same,same,B_better_than_A,B,correct
I00087,NCT00461136,NCT00461136_exc,NCT00461136_exc__item11,11,exclusion,multi_clause,Concurrent potentially life threatening arrhythmia or symptomatic arrhythmia,C1: concurrent potentially life threatening arrhythmia OR C2: concurrent symptomatic arrhythmia,C1,concurrent potentially life threatening arrhythmia,Concurrent potentially life threatening arrhythmia,0,OR,,entity_type=condition | entity=arrhythmia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=potentially life threatening arrhythmia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Severity qualifier 'potentially life threatening' may not be consistently captured as structured patient-level data.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,human_review,B_semantic_high_risk,branch_b_semantic_grounding_high_risk,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,partial,correct,too_broad_entity,,,partial,too_broad_entity,0,correct,,0,same,same,B_better_than_A,B,partial
I00087,NCT00461136,NCT00461136_exc,NCT00461136_exc__item11,11,exclusion,multi_clause,Concurrent potentially life threatening arrhythmia or symptomatic arrhythmia,C1: concurrent potentially life threatening arrhythmia OR C2: concurrent symptomatic arrhythmia,C2,concurrent symptomatic arrhythmia,symptomatic arrhythmia,0,,,entity_type=condition | entity=arrhythmia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=symptomatic arrhythmia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Symptom status ('symptomatic') may not be consistently available as structured patient-level data.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,partial,correct,too_broad_entity,,,partial,too_broad_entity,0,correct,,0,same,same,B_better_than_A,B,partial
I00088,NCT00461136,NCT00461136_exc,NCT00461136_exc__item12,12,exclusion,simple,Clinically significant valvular heart disease,C1: clinically significant valvular heart disease,C1,clinically significant valvular heart disease,Clinically significant valvular heart disease,0,,,entity_type=condition | entity=valvular heart disease | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=clinically significant valvular heart disease | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Clinical significance is subjective/depends on clinician assessment and is not strictly defined.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,partial,correct,missing_modifier,,,partial,missing_modifier,0,correct,,0,same,same,B_better_than_A,B,partial
I00089,NCT00461136,NCT00461136_exc,NCT00461136_exc__item13,13,exclusion,simple,Type 1 diabetes mellitus,C1: Type 1 diabetes mellitus,C1,Type 1 diabetes mellitus,Type 1 diabetes mellitus,0,,,entity_type=condition | entity=Type 1 diabetes mellitus | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=Type 1 diabetes mellitus | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_hybrid_from_B_accept,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,applied,select_candidate,"[""history_context""]",,,,,,correct,correct,,,,correct,,1,correct,,0,same,same,B_same_as_A,tie,correct
I00090,NCT00461136,NCT00461136_exc,NCT00461136_exc__item14,14,exclusion,multi_clause,Uncontrolled Type II diabetes mellitus (Hemaglobin subtype A1C (HbA1C) >11 %),C1: uncontrolled Type II diabetes mellitus AND C2: Hemaglobin subtype A1C (HbA1C) >11 %,C1,uncontrolled Type II diabetes mellitus,Uncontrolled Type II diabetes mellitus,0,AND,,entity_type=condition | entity=Type II diabetes mellitus | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=condition | entity=Type II diabetes mellitus, uncontrolled | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Uncontrolled status is not operationalized in this clause without a specific measurable definition.",human_review,A_layer1_hard_issue,branch_a_layer1_mandatory_rescue_or_review_remains,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,partial,correct,too_broad_entity,,,partial,too_broad_entity,0,correct,,0,same,same,B_better_than_A,B,correct
I00090,NCT00461136,NCT00461136_exc,NCT00461136_exc__item14,14,exclusion,multi_clause,Uncontrolled Type II diabetes mellitus (Hemaglobin subtype A1C (HbA1C) >11 %),C1: uncontrolled Type II diabetes mellitus AND C2: Hemaglobin subtype A1C (HbA1C) >11 %,C2,Hemaglobin subtype A1C (HbA1C) >11 %,Hemaglobin subtype A1C (HbA1C) >11 %,0,,,entity_type=lab | entity=Hemaglobin subtype A1C (HbA1C) | operator=> | value_type=scalar | value=1 | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=lab | entity=Hemoglobin A1C (HbA1C) | operator=> | value_type=scalar | value=11 | unit=% | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_optional_review_partial,branch_b_optional_verifier_or_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,incorrect,correct,wrong_value,,,incorrect,wrong_value,0,correct,,0,same,same,B_better_than_A,B,incorrect
I00091,NCT00461136,NCT00461136_exc,NCT00461136_exc__item15,15,exclusion,temporal,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,C1: history of malignancy within the past five years OR C2: history of leukemia within the past five years OR C3: history of lymphoma within the past five years,C1,history of malignancy within the past five years,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,0,OR,,"entity_type=condition | entity=malignancy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Exception noted for basal cell skin carcinoma is not represented in this clause; anchor event for time window not explicitly stated.","entity_type=condition | entity=malignancy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Exception noted for basal cell skin carcinoma is not represented in this clause; anchor event for time window not explicitly stated.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""temporal_context"", ""computability"", ""non_computable_reason""]",,,,,,correct,correct,,,,partial,wrong_temporal_context,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00091,NCT00461136,NCT00461136_exc,NCT00461136_exc__item15,15,exclusion,temporal,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,C1: history of malignancy within the past five years OR C2: history of leukemia within the past five years OR C3: history of lymphoma within the past five years,C2,history of leukemia within the past five years,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,0,OR,,"entity_type=condition | entity=leukemia | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for time window not explicitly stated.","entity_type=condition | entity=leukemia | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for time window not explicitly stated.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""temporal_context"", ""computability"", ""non_computable_reason""]",,,,,,correct,correct,,,,partial,wrong_temporal_context,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00091,NCT00461136,NCT00461136_exc,NCT00461136_exc__item15,15,exclusion,temporal,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,C1: history of malignancy within the past five years OR C2: history of leukemia within the past five years OR C3: history of lymphoma within the past five years,C3,history of lymphoma within the past five years,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,0,,,"entity_type=condition | entity=lymphoma | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for time window not explicitly stated.","entity_type=condition | entity=lymphoma | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 5, ""unit"": ""year"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for time window not explicitly stated.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""temporal_context"", ""computability"", ""non_computable_reason""]",,,,,,correct,correct,,,,partial,wrong_temporal_context,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00092,NCT00461136,NCT00461136_exc,NCT00461136_exc__item16,16,exclusion,exception,Participation in any clinical investigation within 4 weeks prior to dosing or longer if required by local regulation.,C1: participation in any clinical investigation within 4 weeks prior to dosing OR C2: participation in any clinical investigation longer than 4 weeks prior to dosing if required by local regulation,C1,participation in any clinical investigation within 4 weeks prior to dosing,Participation in any clinical investigation within 4 weeks prior to dosing,0,OR,,"entity_type=procedure | entity=participation in any clinical investigation | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 4, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Requires defining/identifying 'clinical investigation' participation and mapping 'dosing' to a structured anchor event.","entity_type=procedure | entity=participation in any clinical investigation | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 4, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Requires defining/identifying 'clinical investigation' participation and mapping 'dosing' to a structured anchor event.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""non_computable_reason""]",,,,,,correct,correct,,,,partial,wrong_temporal_context,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00092,NCT00461136,NCT00461136_exc,NCT00461136_exc__item16,16,exclusion,exception,Participation in any clinical investigation within 4 weeks prior to dosing or longer if required by local regulation.,C1: participation in any clinical investigation within 4 weeks prior to dosing OR C2: participation in any clinical investigation longer than 4 weeks prior to dosing if required by local regulation,C2,participation in any clinical investigation longer than 4 weeks prior to dosing if required by local regulation,or longer if required by local regulation,0,,,"entity_type=other | entity=participation in any clinical investigation longer than 4 weeks prior to dosing if required by local regulation | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=None | computability=partial | reason=Entity typing is weak and may require later review.",entity_type=other | entity=longer if required by local regulation | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Depends on local regulatory requirements rather than patient-level clinical data.,human_review,A_layer1_hard_issue,branch_a_layer1_mandatory_rescue_or_review_remains,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,,,,,skipped,human_review,[],not_applicable_final_decision:human_review,partial,correct,wrong_computability,,,partial,wrong_computability,0,correct,,0,same,same,B_better_than_A,B,correct
I00093,NCT00461136,NCT00461136_exc,NCT00461136_exc__item17,17,exclusion,temporal,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,C1: donation of 400 mL or more of blood within 8 weeks prior to dosing OR C2: loss of 400 mL or more of blood within 8 weeks prior to dosing,C1,donation of 400 mL or more of blood within 8 weeks prior to dosing,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,0,OR,,"entity_type=other | entity=donation of 400 mL or more of blood within 8 weeks prior to dosing | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 8, ""unit"": ""week"", ""anchor_event"": ""baseline""} | history=None | computability=partial | reason=Entity typing is weak and may require later review.","entity_type=procedure | entity=blood donation (>=400 mL) | operator=exists | value_type=scalar | value=400 | unit=mL | temporal={""relation"": ""within"", ""value"": 8, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Blood donation volume and timing relative to dosing may not be consistently captured in structured EHR data.",human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,skipped,human_review,[],not_applicable_final_decision:human_review,partial,correct,wrong_temporal_context,,,partial,wrong_temporal_context,0,correct,,0,same,same,B_better_than_A,B,correct
I00093,NCT00461136,NCT00461136_exc,NCT00461136_exc__item17,17,exclusion,temporal,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,C1: donation of 400 mL or more of blood within 8 weeks prior to dosing OR C2: loss of 400 mL or more of blood within 8 weeks prior to dosing,C2,loss of 400 mL or more of blood within 8 weeks prior to dosing,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,0,,,"entity_type=observation | entity=Donation or loss of 400 mL or more of blood | operator=>= | value_type=scalar | value=400 | unit=mL | temporal={""relation"": ""within"", ""value"": 8, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Blood loss volume and timing relative to dosing may not be consistently captured in structured EHR data.","entity_type=observation | entity=Donation or loss of 400 mL or more of blood | operator=>= | value_type=scalar | value=400 | unit=mL | temporal={""relation"": ""within"", ""value"": 8, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Blood loss volume and timing relative to dosing may not be consistently captured in structured EHR data.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""history_context"", ""non_computable_reason""]",,applied,select_candidate,"[""entity_text"", ""operator""]",,partial,correct,wrong_temporal_context,,,partial,wrong_temporal_context,1,correct,,1,same,same,B_better_than_A,B,correct
I00094,NCT00461136,NCT00461136_exc,NCT00461136_exc__item18,18,exclusion,temporal,Significant illness within the two weeks prior to dosing.,C1: significant illness within the two weeks prior to dosing,C1,significant illness within the two weeks prior to dosing,Significant illness within the two weeks prior to dosing.,0,,,"entity_type=condition | entity=significant illness | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 2, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Term 'significant illness' is not operationally defined and may be subjective/variable across investigators.","entity_type=condition | entity=significant illness | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 2, ""unit"": ""week"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Term 'significant illness' is not operationally defined and may be subjective/variable across investigators.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,,,,,correct,correct,,,,partial,missing_modifier,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00095,NCT00461136,NCT00461136_exc,NCT00461136_exc__item19,19,exclusion,multi_clause,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs including, but not limited to, any of the following:",C1: any surgical condition which might significantly alter the absorption of study drugs OR C2: any medical condition which might significantly alter the absorption of study drugs OR C3: any surgical condition which might significantly alter the distribution of study drugs OR C4: any medical condition which might significantly alter the distribution of study drugs OR C5: any surgical condition which might significantly alter the metabolism of study drugs OR C6: any medical condition which might significantly alter the metabolism of study drugs OR C7: any surgical condition which might significantly alter the excretion of study drugs OR C8: any medical condition which might significantly alter the excretion of study drugs,C1,any surgical condition which might significantly alter the absorption of study drugs,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",0,OR,,entity_type=condition | entity=Any surgical condition which might significantly alter the absorption of study drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Condition is not specified and impact on absorption is subjective/clinician-judgment.,entity_type=condition | entity=Any surgical condition which might significantly alter the absorption of study drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Condition is not specified and impact on absorption is subjective/clinician-judgment.,partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,,,,,correct,correct,,,,incorrect,wrong_computability,1,correct,,0,improved,same,B_same_as_A,tie,correct
I00095,NCT00461136,NCT00461136_exc,NCT00461136_exc__item19,19,exclusion,multi_clause,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs including, but not limited to, any of the following:",C1: any surgical condition which might significantly alter the absorption of study drugs OR C2: any medical condition which might significantly alter the absorption of study drugs OR C3: any surgical condition which might significantly alter the distribution of study drugs OR C4: any medical condition which might significantly alter the distribution of study drugs OR C5: any surgical condition which might significantly alter the metabolism of study drugs OR C6: any medical condition which might significantly alter the metabolism of study drugs OR C7: any surgical condition which might significantly alter the excretion of study drugs OR C8: any medical condition which might significantly alter the excretion of study drugs,C2,any medical condition which might significantly alter the absorption of study drugs,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",0,OR,,entity_type=condition | entity=Any medical condition which might significantly alter the absorption of study drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Condition is not specified and impact on absorption is subjective/clinician-judgment.,entity_type=condition | entity=Any medical condition which might significantly alter the absorption of study drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Condition is not specified and impact on absorption is subjective/clinician-judgment.,partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,,,,,correct,correct,,,,incorrect,wrong_computability,1,correct,,0,improved,same,B_same_as_A,tie,correct
