branch,document_id,path,criterion_id,item_uid,clause_id,entity_type,entity_text,operator,value_type,value,unit,temporal_context,history_context,computability,non_computable_reason,evidence_text,deterministic_issues,layer1a_action_category,layer1a_action_hint,layer1c_source_text_warnings,layer1c_action
A_post_rescue,NCT00625742,exclusion_criteria.children[4],NCT00625742_exc__item5_C1,NCT00625742_exc__item5,C1,observation,unable to walk,exists,null,,,,current,computable,,Are unable to walk.,,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[5].children[0],NCT00625742_exc__item6_C1,NCT00625742_exc__item6,C1,condition,adverse gastrointestinal events,exists,null,,,,prior,computable,,"history of serious adverse gastrointestinal events (i.e., bleeding or perforation)",,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[5].children[1],NCT00625742_exc__item6_C2,NCT00625742_exc__item6,C2,condition,adverse gastrointestinal events,exists,null,,,,prior,computable,,"history of serious adverse gastrointestinal events (i.e., bleeding or perforation)",,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[5].children[2],NCT00625742_exc__item6_C3,NCT00625742_exc__item6,C3,condition,coagulopathy,exists,null,,,,prior,computable,,history of a coagulopathy,,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[5].children[3],NCT00625742_exc__item6_C4,NCT00625742_exc__item6,C4,drug,anti-coagulant,exists,null,,,,current,computable,,current anti-coagulant use,,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[6],NCT00625742_exc__item7_C1,NCT00625742_exc__item7,C1,lab,ALT/AST,>,scalar,3,,,,computable,,Have an ALT/AST>3x upper limit of normal.,,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[7],NCT00625742_exc__item8_C1,NCT00625742_exc__item8,C1,drug,methotrexate,exists,null,,,,,computable,,Patients on methotrexate.,,no_action,,,no_action
A_post_rescue,NCT00625742,exclusion_criteria.children[8],NCT00625742_exc__item9_C1,NCT00625742_exc__item9,C1,drug,melatonin receptor agonists,exists,null,,,,,computable,,Patients taking melatonin receptor agonists (such as Rozerem® [ramelteon]).,,no_action,,,no_action
A_post_rescue,NCT03506009,inclusion_criteria.children[0],NCT03506009_inc__item1_C1,NCT03506009_inc__item1,C1,demographic,18-80 years old,exists,null,,,,,computable,,18-80 years old;,,no_action,,,no_action
A_post_rescue,NCT03506009,inclusion_criteria.children[1],NCT03506009_inc__item2_C1,NCT03506009_inc__item2,C1,condition,posterior circulation ischemic stroke,exists,null,,,,current,computable,,Diagnosis of posterior circulation ischemic stroke;,,no_action,,,no_action
A_post_rescue,NCT03506009,inclusion_criteria.children[2],NCT03506009_inc__item3_C1,NCT03506009_inc__item3,C1,observation,time from onset to treatment,<=,scalar,6,hour,,,partial,"Anchor event for 'onset' is not specified (e.g., symptom onset), limiting precise computability.",Time from onset to treatment =6 hours;,,no_action,,,no_action
A_post_rescue,NCT03506009,inclusion_criteria.children[3],NCT03506009_inc__item4_C1,NCT03506009_inc__item4,C1,lab,NIHSS,exists,null,,,,,computable,,NIHSS: 4-25;,,no_action,,,no_action
A_post_rescue,NCT03506009,inclusion_criteria.children[4].children[0],NCT03506009_inc__item5_C1,NCT03506009_inc__item5,C1,other,signed informed consent by patient self,exists,null,,,,,non_computable,Subjective or operational criterion.,Signed informed consent by patient self or legally authorized representatives.,,no_action,,,no_action
A_post_rescue,NCT03506009,inclusion_criteria.children[4].children[1],NCT03506009_inc__item5_C2,NCT03506009_inc__item5,C2,other,signed informed consent by legally authorized representatives,exists,null,,,,,non_computable,"Informed consent by a legally authorized representative is an administrative/consent requirement, not a patient clinical data element.",Signed informed consent by patient self or legally authorized representatives.,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[0],NCT03506009_exc__item1_C1,NCT03506009_exc__item1,C1,lab,mRS,=,scalar,2,,,,computable,,mRS=2;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[1],NCT03506009_exc__item2_C1,NCT03506009_exc__item2,C1,condition,stroke,exists,null,,,"{""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""}",prior,partial,Anchor event for the 3-month window is not explicitly stated (assumed screening).,History of stroke within 3 months;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[2],NCT03506009_exc__item3_C1,NCT03506009_exc__item3,C1,condition,intracranial hemorrhage,exists,null,,,,prior,computable,,History of intracranial hemorrhage;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[3],NCT03506009_exc__item4_C1,NCT03506009_exc__item4,C1,condition,subarachnoid hemorrhage,exists,null,,,,,computable,,Suspected subarachnoid hemorrhage;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[4].children[0],NCT03506009_exc__item5_C1,NCT03506009_exc__item5,C1,condition,Intracranial tumour,exists,null,,,,,computable,,"Intracranial tumour, vascular malformation or arterial aneurysm;",,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[4].children[1],NCT03506009_exc__item5_C2,NCT03506009_exc__item5,C2,condition,vascular malformation,exists,null,,,,,computable,,"Intracranial tumour, vascular malformation or arterial aneurysm;",,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[4].children[2],NCT03506009_exc__item5_C3,NCT03506009_exc__item5,C3,condition,arterial aneurysm,exists,null,,,,,computable,,"Intracranial tumour, vascular malformation or arterial aneurysm;",,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[5],NCT03506009_exc__item6_C1,NCT03506009_exc__item6,C1,procedure,major surgery,exists,null,,,"{""relation"": ""within"", ""value"": 1, ""unit"": ""month"", ""anchor_event"": ""other""}",prior,partial,Anchor event for the 1-month window is not specified in the source.,Major surgery within 1 month;,,no_action,,temporal_anchor_mismatch_from_source,flag_only
A_post_rescue,NCT03506009,exclusion_criteria.children[6].children[0],NCT03506009_exc__item7_C1,NCT03506009_exc__item7,C1,lab,Systolic pressure,=,scalar,180,mmHg,,,computable,,Systolic pressure =180 mmHg,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[6].children[1],NCT03506009_exc__item7_C2,NCT03506009_exc__item7,C2,lab,diastolic pressure,=,scalar,110,mmHg,,,computable,,diastolic pressure =110 mmHg,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[7],NCT03506009_exc__item8_C1,NCT03506009_exc__item8,C1,lab,Platelet count,<,scalar,105,,,,computable,,Platelet count < 105/mm3;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[8].children[0],NCT03506009_exc__item9_C1,NCT03506009_exc__item9,C1,therapy,heparin therapy,exists,null,,,"{""relation"": ""within"", ""value"": 48, ""unit"": ""hour"", ""anchor_event"": ""screening""}",prior,partial,Anchor event for the 48-hour window is not specified (assumed screening).,Heparin therapy or oral anticoagulation therapy within 48 hours;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[8].children[1],NCT03506009_exc__item9_C2,NCT03506009_exc__item9,C2,therapy,oral anticoagulation therapy,exists,null,,,"{""relation"": ""within"", ""value"": 48, ""unit"": ""hour"", ""anchor_event"": ""screening""}",prior,partial,Anchor event for the 48-hour window is not specified (assumed screening).,Heparin therapy or oral anticoagulation therapy within 48 hours;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[9],NCT03506009_exc__item10_C1,NCT03506009_exc__item10,C1,lab,APTT,exists,null,,,,,computable,,Abnormal APTT;,,no_action,,categorical_value_missing;existence_operator_on_quantitative_phrase,flag_only
A_post_rescue,NCT03506009,exclusion_criteria.children[10].children[0],NCT03506009_exc__item11_C1,NCT03506009_exc__item11,C1,drug,Thrombin,exists,null,,,,,computable,,Thrombin or Xa factor inhibitor;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[10].children[1],NCT03506009_exc__item11_C2,NCT03506009_exc__item11,C2,drug,Xa factor inhibitor,exists,null,,,,,computable,,Thrombin or Xa factor inhibitor;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[11].children[0],NCT03506009_exc__item12_C1,NCT03506009_exc__item12,C1,observation,life expectancy,<,scalar,3,month,,current,partial,Compound criterion includes 'Severe disease' (not operationalized) plus a computable life expectancy threshold; severity component cannot be encoded here.,Severe disease with a life expectancy of less than 3 months;,,no_action,,critical_qualifier_missing_from_entity,flag_only
A_post_rescue,NCT03506009,exclusion_criteria.children[11].children[1],NCT03506009_exc__item12_C2,NCT03506009_exc__item12,C2,other,life expectancy of less than 3 months,<,scalar,3,months,,,computable,,life expectancy of less than 3 months,,no_action,,comparison_with_non_quantitative_entity,flag_only
A_post_rescue,NCT03506009,exclusion_criteria.children[12],NCT03506009_exc__item13_C1,NCT03506009_exc__item13,C1,lab,Blood glucose,<,scalar,50,mg/dL,,,computable,,Blood glucose < 50 mg/dL (2.7mmol/L),,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[13].children[0],NCT03506009_exc__item14_C1,NCT03506009_exc__item14,C1,drug,any other investigational drug,exists,null,,,"{""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""}",investigational_use,partial,Anchor event for the 3-month window is not explicitly stated (assumed screening).,Patients who have received any other investigational drug or device within 3 months;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[13].children[1],NCT03506009_exc__item14_C2,NCT03506009_exc__item14,C2,procedure,any other investigational device,exists,null,,,"{""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""}",investigational_use,partial,Anchor event for the 3-month window is not explicitly stated (assumed screening).,Patients who have received any other investigational drug or device within 3 months;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[14],NCT03506009_exc__item15_C1,NCT03506009_exc__item15,C1,condition,Pregnancy,exists,null,,,,,computable,,Pregnancy;,,no_action,,,no_action
A_post_rescue,NCT03506009,exclusion_criteria.children[15],NCT03506009_exc__item16_C1,NCT03506009_exc__item16,C1,other,researchers consider patients inappropriate to participate in the registry,exists,null,,,,,non_computable,Subjective or operational criterion.,Researchers consider patients inappropriate to participate in the registry.,,no_action,,,no_action
A_post_rescue,NCT01650792,inclusion_criteria.children[0],NCT01650792_inc__item1_C1,NCT01650792_inc__item1,C1,condition,heart failure,exists,null,,,,,computable,,Diagnosis of heart failure according to Framingham criteria,,no_action,,,no_action
A_post_rescue,NCT01650792,inclusion_criteria.children[1],NCT01650792_inc__item2_C1,NCT01650792_inc__item2,C1,other,informed consent,exists,null,,,,,non_computable,Subjective or operational criterion.,Informed consent,,no_action,,,no_action
A_post_rescue,NCT01650792,inclusion_criteria.children[2],NCT01650792_inc__item3_C1,NCT01650792_inc__item3,C1,demographic,Age 18 years or above,>,scalar,18,years,,,computable,,Age 18 years or above,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[0],NCT01650792_exc__item1_C1,NCT01650792_exc__item1,C1,condition,malignancy,exists,null,,,,prior,partial,Contains exception or conditional nuance that may need later verification.,Patients with a history of an untreated malignancy (except local skin cancers),,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[1],NCT01650792_exc__item2_C1,NCT01650792_exc__item2,C1,condition,ischemic stroke,exists,null,,,,,computable,,Ischemic stroke (determined using the Questionnaire for Verifying Stroke-Free Status (QVSFS),,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[2].children[0],NCT01650792_exc__item3_C1,NCT01650792_exc__item3,C1,procedure,renal dialysis,exists,null,,,,,computable,,Patients on renal dialysis,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[2].children[1],NCT01650792_exc__item3_C2,NCT01650792_exc__item3,C2,condition,end-stage hepatic dysfunction,exists,null,,,,,computable,,with end-stage hepatic dysfunction,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[3].children[0].children[0],NCT01650792_exc__item4_C1,NCT01650792_exc__item4,C1,condition,infection,exists,null,,,,,computable,,Acute infection/inflammation,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[3].children[0].children[1],NCT01650792_exc__item4_C2,NCT01650792_exc__item4,C2,lab,Temperature,>,scalar,101.5,,,,computable,,Temperature > 101.5 F,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[3].children[1],NCT01650792_exc__item4_C3,NCT01650792_exc__item4,C3,lab,WBC,>,scalar,15,,,,computable,,"WBC> 15, 000",,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[4].children[0],NCT01650792_exc__item5_C1,NCT01650792_exc__item5,C1,other,inability to obtain informed consent from patient,exists,null,,,,,non_computable,Subjective or operational criterion.,Inability to obtain informed consent from patient or next of kin,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[4].children[1],NCT01650792_exc__item5_C2,NCT01650792_exc__item5,C2,other,inability to obtain informed consent from next of kin,exists,null,,,,,non_computable,Consent obtainment from next of kin is an administrative/ethical process not reliably represented as patient-level clinical data.,Inability to obtain informed consent from patient or next of kin,,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[5].children[0],NCT01650792_exc__item6_C1,NCT01650792_exc__item6,C1,drug,warfarin,exists,null,,,,,computable,,Anticoagulant use (warfarin or heparin),,no_action,,,no_action
A_post_rescue,NCT01650792,exclusion_criteria.children[5].children[1],NCT01650792_exc__item6_C2,NCT01650792_exc__item6,C2,drug,heparin,exists,null,,,,,computable,,Anticoagulant use (warfarin or heparin),,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[0].children[0],NCT02201316_inc__item1_C1,NCT02201316_inc__item1,C1,demographic,male,exists,null,,,,,computable,,Male and females,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[0].children[1].children[0],NCT02201316_inc__item1_C2,NCT02201316_inc__item1,C2,demographic,female,exists,null,,,,,computable,,Male and females,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[0].children[1].children[1],NCT02201316_inc__item1_C3,NCT02201316_inc__item1,C3,demographic,aged between 18 and 65 years of age inclusive,between,range,"{""min"": 18, ""max"": 65}",years,,,computable,,aged between 18 and 65 years of age inclusive,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[0].children[1].children[2],NCT02201316_inc__item1_C4,NCT02201316_inc__item1,C4,other,at the time of signing the informed consent,exists,null,,,,,non_computable,Subjective or operational criterion.,at the time of signing the informed consent,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[1].children[0].children[0],NCT02201316_inc__item2_C1,NCT02201316_inc__item2,C1,condition,Healthy,exists,null,,,,,computable,,Healthy as determined by a responsible and experienced physician,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[1].children[0].children[1],NCT02201316_inc__item2_C2,NCT02201316_inc__item2,C2,procedure,medical evaluation,exists,null,,,,,computable,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[1].children[0].children[2],NCT02201316_inc__item2_C3,NCT02201316_inc__item2,C3,procedure,physical examination,exists,null,,,,,computable,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[1].children[0].children[3],NCT02201316_inc__item2_C4,NCT02201316_inc__item2,C4,procedure,laboratory tests,exists,null,,,,,computable,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[1].children[0].children[4],NCT02201316_inc__item2_C5,NCT02201316_inc__item2,C5,procedure,cardiac monitoring,exists,null,,,,,computable,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[1].children[1],NCT02201316_inc__item2_C6,NCT02201316_inc__item2,C6,condition,clinical abnormality,exists,null,,,,,computable,,"A subject with a clinical abnormality or laboratory parameter(s) which is/are not specifically listed in the inclusion or exclusion criteria, outside the reference range for the population being studied may be included only if the Investigator in consultation with the GSK Medical Monitor if required agree and document that the finding is unlikely to introduce additional risk factors and will not interfere with the study procedures.",,no_action,,condition_context_present_without_handling,flag_only
A_post_rescue,NCT02201316,inclusion_criteria.children[2].children[0],NCT02201316_inc__item3_C1,NCT02201316_inc__item3,C1,lab,Body weight,>=,scalar,50,,,,computable,,Body weight >= 50 kilogram (kg),,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[2].children[1],NCT02201316_inc__item3_C2,NCT02201316_inc__item3,C2,vital,body mass index,between,range,"{""min"": 19, ""max"": 24.9}",kg/m^2,,current,computable,,body mass index within the range 19 - 24.9 kg/m^2 (inclusive),,no_action,,temporal_marker_without_temporal_context,flag_only
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[0].children[0],NCT02201316_inc__item4_C1,NCT02201316_inc__item4,C1,other,subject is female,exists,null,,,,,non_computable,Subjective or operational criterion.,A female subject is eligible to participate,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[0].children[1],NCT02201316_inc__item4_C2,NCT02201316_inc__item4,C2,condition,childbearing potential,exists,null,,,,,computable,,Non-childbearing potential,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[1].children[0],NCT02201316_inc__item4_C3,NCT02201316_inc__item4,C3,condition,pre-menopausal,exists,null,,,,,computable,,pre-menopausal females,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[1].children[1],NCT02201316_inc__item4_C4,NCT02201316_inc__item4,C4,procedure,tubal ligation,exists,null,,,,,computable,,with a documented tubal ligation,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[2],NCT02201316_inc__item4_C5,NCT02201316_inc__item4,C5,procedure,hysterectomy,exists,null,,,,,computable,,or hysterectomy,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[3].children[0],NCT02201316_inc__item4_C6,NCT02201316_inc__item4,C6,condition,postmenopausal,exists,null,,,,,computable,,or postmenopausal,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[3].children[1],NCT02201316_inc__item4_C7,NCT02201316_inc__item4,C7,condition,spontaneous amenorrhea,exists,null,,,,,computable,,defined as 12 months of spontaneous amenorrhea,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[4].children[0],NCT02201316_inc__item4_C8,NCT02201316_inc__item4,C8,lab,follicle stimulating hormone (FSH),>,scalar,40,,,,computable,,follicle stimulating hormone (FSH) > 40 milli-international units per milliliter (MlU/mL),,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[4].children[1],NCT02201316_inc__item4_C9,NCT02201316_inc__item4,C9,lab,estradiol,<,scalar,40,,,,computable,,estradiol < 40 picograms per mililiter (pg/mL),,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[5].children[0],NCT02201316_inc__item4_C10,NCT02201316_inc__item4,C10,condition,Child-bearing potential,exists,null,,,,,computable,,Child-bearing potential,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[5].children[1],NCT02201316_inc__item4_C11,NCT02201316_inc__item4,C11,lab,serum human chorionic gonadotrophin (hCG) test,exists,null,,,"{""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""}",,computable,,negative pregnancy test as determined by serum human chorionic gonadotrophin (hCG) test at screening or prior to dosing,,no_action,,categorical_value_missing;existence_operator_on_quantitative_phrase,flag_only
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[5].children[2],NCT02201316_inc__item4_C12,NCT02201316_inc__item4,C12,other,subject agrees to use one of the contraception methods listed in protocol for an appropriate period of time prior to the start of dosing,in,null,,,"{""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""}",,computable,,Agrees to use one of the contraception methods listed in protocol for an appropriate period of time (as determined by the product label or investigator) prior to the start of dosing,list_operator_without_list_value,conservative_rewrite_candidate,"Change operator to 'exists', set value_type='null', value=null, computability='partial', reason='list_value_missing'.",,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[5].children[3],NCT02201316_inc__item4_C13,NCT02201316_inc__item4,C13,other,subject agrees to use contraception until the follow-up contact visit,exists,null,,,,,partial,Entity typing is weak and may require later review.,Female subjects must agree to use contraception until the follow-up contact visit,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[3].children[6],NCT02201316_inc__item4_C14,NCT02201316_inc__item4,C14,other,"subject has only same-sex partners, when this is her preferred and usual lifestyle",exists,null,,,,,partial,Entity typing is weak and may require later review.,"has only same-sex partners, when this is her preferred and usual lifestyle",,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[4].children[0],NCT02201316_inc__item5_C1,NCT02201316_inc__item5,C1,condition,child,exists,null,,,,,computable,,Male subjects with female partners of child-bearing potential,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[4].children[1],NCT02201316_inc__item5_C2,NCT02201316_inc__item5,C2,other,must agree to use one of the contraception methods listed in Protocol,exists,null,,,,,partial,Entity typing is weak and may require later review.,must agree to use one of the contraception methods listed in Protocol,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[4].children[2],NCT02201316_inc__item5_C3,NCT02201316_inc__item5,C3,other,this criterion must be followed from the time of the first dose of study medication until the follow-up contact visit,exists,null,,,,,partial,Entity typing is weak and may require later review.,This criterion must be followed from the time of the first dose of study medication until the follow-up contact visit.,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[5].children[0],NCT02201316_inc__item6_C1,NCT02201316_inc__item6,C1,other,capable of giving written informed consent,exists,null,,,,,non_computable,Subjective or operational criterion.,Capable of giving written informed consent,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[5].children[1],NCT02201316_inc__item6_C2,NCT02201316_inc__item6,C2,other,capable of compliance with the requirements listed in the consent form,exists,null,,,,,non_computable,Compliance with consent-form requirements is operational/behavioral and not directly computable from patient clinical data.,compliance with the requirements and restrictions listed in the consent form,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[5].children[2],NCT02201316_inc__item6_C3,NCT02201316_inc__item6,C3,other,capable of compliance with the restrictions listed in the consent form,exists,null,,,,,non_computable,Compliance with consent-form restrictions is operational/behavioral and not directly computable from patient clinical data.,compliance with the requirements and restrictions listed in the consent form,,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[6].children[0].children[0],NCT02201316_inc__item7_C1,NCT02201316_inc__item7,C1,lab,Alanine aminotransferase,<=,scalar,1.5,,,,computable,,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,no_action,,comparison_entity_mismatch_from_source,flag_only
A_post_rescue,NCT02201316,inclusion_criteria.children[6].children[0].children[1],NCT02201316_inc__item7_C2,NCT02201316_inc__item7,C2,lab,alkaline phosphatase,<=,scalar,1.5,,,,computable,,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,no_action,,,no_action
A_post_rescue,NCT02201316,inclusion_criteria.children[6].children[0].children[2],NCT02201316_inc__item7_C3,NCT02201316_inc__item7,C3,lab,bilirubin,<=,scalar,1.5,,,,computable,,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,no_action,,comparison_entity_mismatch_from_source,flag_only
A_post_rescue,NCT02201316,inclusion_criteria.children[6].children[1],NCT02201316_inc__item7_C4,NCT02201316_inc__item7,C4,lab,isolated bilirubin > 1.5x ULN is acceptable if bilirubin is fractionated and direct bilirubin < 35%,>,scalar,1.5,,,,computable,,(isolated bilirubin >1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin <35%),,no_action,,condition_context_present_without_handling,flag_only
A_post_rescue,NCT02201316,inclusion_criteria.children[7],NCT02201316_inc__item8_C1,NCT02201316_inc__item8,C1,lab,QTcF,<,scalar,450,,,,computable,,QTcF < 450 msec,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[0].children[0],NCT02201316_exc__item1_C1,NCT02201316_exc__item1,C1,condition,liver disease,exists,null,,,,prior,partial,exception_context_unresolved,Current or chronic history of liver disease,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[0].children[1],NCT02201316_exc__item1_C2,NCT02201316_exc__item1,C2,condition,liver disease,exists,null,,,,prior,partial,exception_context_unresolved,Current or chronic history of liver disease,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[0].children[2],NCT02201316_exc__item1_C3,NCT02201316_exc__item1,C3,condition,Gilbert's syndrome,exists,null,,,,,partial,Contains exception or conditional nuance that may need later verification.,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[0].children[3],NCT02201316_exc__item1_C4,NCT02201316_exc__item1,C4,condition,gallstones,exists,null,,,,,partial,Contains exception or conditional nuance that may need later verification.,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[1].children[0].children[0],NCT02201316_exc__item2_C1,NCT02201316_exc__item2,C1,observation,regular alcohol consumption,exists,null,,,"{""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""other""}",prior,partial,"Anchor event 'study' is not a standard clinical anchor (e.g., screening/randomization), and 'regular' is not precisely defined in this clause.",History of regular alcohol consumption within 6 months of the study,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[1].children[0].children[1],NCT02201316_exc__item2_C2,NCT02201316_exc__item2,C2,lab,average weekly intake,>,scalar,21,,,,computable,,An average weekly intake of >21 units for males or >14 units for females.,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[1].children[1],NCT02201316_exc__item2_C3,NCT02201316_exc__item2,C3,lab,average weekly intake,>,scalar,14,,,,computable,,An average weekly intake of >21 units for males or >14 units for females.,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[2].children[0],NCT02201316_exc__item3_C1,NCT02201316_exc__item3,C1,condition,sensitivity to heparin,exists,null,,,,prior,computable,,History of sensitivity to heparin or heparin-induced thrombocytopenia.,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[2].children[1],NCT02201316_exc__item3_C2,NCT02201316_exc__item3,C2,condition,heparin-induced thrombocytopenia,exists,null,,,,prior,computable,,History of sensitivity to heparin or heparin-induced thrombocytopenia.,,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[3].children[0],NCT02201316_exc__item4_C1,NCT02201316_exc__item4,C1,drug,sensitivity to any of the study medications,exists,null,,,,prior,partial,Study medications are not specified in this clause; sensitivity/allergy may be variably captured without specific agent names.,"History of sensitivity to any of the study medications, or components thereof",,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[3].children[1],NCT02201316_exc__item4_C2,NCT02201316_exc__item4,C2,drug,sensitivity to components of the study medications,exists,null,,,,prior,partial,Medication components are not specified; component-level sensitivity is often not represented as structured patient-level data.,"History of sensitivity to any of the study medications, or components thereof",,no_action,,,no_action
A_post_rescue,NCT02201316,exclusion_criteria.children[3].children[2],NCT02201316_exc__item4_C3,NCT02201316_exc__item4,C3,condition,drug or other allergy,exists,null,,,,prior,computable,,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",,no_action,,,no_action
