branch,document_id,issue_type,criterion_id,paths,layer1b_action_category,detail
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[2];exclusion_criteria.children[5].children[3],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[1];exclusion_criteria.children[6].children[2];exclusion_criteria.children[6].children[3];exclusion_criteria.children[6].children[4],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[5];exclusion_criteria.children[6].children[6],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[7];exclusion_criteria.children[6].children[8],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[9];exclusion_criteria.children[6].children[10];exclusion_criteria.children[6].children[11].children[0],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[7].children[1];exclusion_criteria.children[7].children[2],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[15].children[0];exclusion_criteria.children[15].children[1],flag_only,Two or more leaves have identical structured content.
A_post_rescue,NCT02992938,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[14].children[0];exclusion_criteria.children[14].children[2],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[3],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[2],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02202369,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02783859,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT03066440,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT03066440,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[2],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT03066440,duplicate_identical_leaf,,exclusion_criteria.children[3].children[1];exclusion_criteria.children[3].children[3],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT03506009,duplicate_identical_leaf,,exclusion_criteria.children[11].children[0];exclusion_criteria.children[11].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02201316,duplicate_identical_leaf,,exclusion_criteria.children[9].children[0].children[1];exclusion_criteria.children[9].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT00401245,duplicate_identical_leaf,,inclusion_criteria.children[1].children[2];inclusion_criteria.children[1].children[8],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT03463564,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02627560,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[0];inclusion_criteria.children[4].children[1].children[0],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[1];inclusion_criteria.children[4].children[1].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[31].children[0];exclusion_criteria.children[31].children[1],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02437084,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0].children[0];inclusion_criteria.children[3].children[1].children[0],flag_only,Two or more leaves have identical structured content.
B_post_rescue,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[18].children[1];exclusion_criteria.children[18].children[2],flag_only,Two or more leaves have identical structured content.
