plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support,manual_A_pre_label,manual_B_pre_label,manual_A_pre_label_raw,manual_B_pre_label_raw,manual_A_pre_issue_type,manual_B_pre_issue_type,manual_B_vs_A_pre,manual_A_pre_is_error,manual_B_pre_is_error,target_branch_pre_label,target_branch_pre_is_error,has_any_manual_pre_label
A__NCT02707874_inc__item1_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02707874_inc__item1_C2,NCT02707874,NCT02707874_inc__item1,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02713087_inc__item1_C6__A_main_llm_rescue__value_or_operator_recovery,A,NCT02713087_inc__item1_C6,NCT02713087,NCT02713087_inc__item1,C6,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;quantitative_cue_not_represented,review_priority,0.35,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02713087_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02713087_inc__item2_C1,NCT02713087,NCT02713087_inc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02745704_exc__item8_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02745704_exc__item8_C1,NCT02745704,NCT02745704_exc__item8,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;quantitative_cue_not_represented;temporal_marker_without_temporal_context,review_priority,0.35,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02745704_exc__item8_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02745704_exc__item8_C2,NCT02745704,NCT02745704_exc__item8,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;quantitative_cue_not_represented;temporal_marker_without_temporal_context,review_priority,0.35,computability_review,reference_high_support_not_auto_accept,0.85,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02745704_inc__item1_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02745704_inc__item1_C2,NCT02745704,NCT02745704_inc__item1,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,layer1_inventory_flag;quantitative_cue_not_represented,review_priority,0.35,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02745704_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02745704_inc__item2_C1,NCT02745704,NCT02745704_inc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,categorical_value_missing;existence_operator_on_quantitative_phrase,,categorical_value_missing;existence_operator_on_quantitative_phrase;high_semantic:categorical_value_missing;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02745704_inc__item2_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02745704_inc__item2_C2,NCT02745704,NCT02745704_inc__item2,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,categorical_value_missing;existence_operator_on_quantitative_phrase,,categorical_value_missing;existence_operator_on_quantitative_phrase;high_semantic:categorical_value_missing;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02745704_inc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02745704_inc__item3_C1,NCT02745704,NCT02745704_inc__item3,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,categorical_value_missing;existence_operator_on_quantitative_phrase,,categorical_value_missing;existence_operator_on_quantitative_phrase;high_semantic:categorical_value_missing;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02745704_inc__item4_C1__A_main_llm_rescue__polarity_negation_repair,A,NCT02745704_inc__item4_C1,NCT02745704,NCT02745704_inc__item4,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,polarity_negation_repair,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,negation_clause_with_exists_operator,,high_semantic:negation_clause_with_exists_operator;layer1_policy_mandatory_rescue_or_review;negation_clause_with_exists_operator,review_priority,0.45,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02777424_inc__item1_C3__A_main_llm_rescue__temporal_context_recovery,A,NCT02777424_inc__item1_C3,NCT02777424,NCT02777424_inc__item1,C3,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:llm_verifier,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,requirement_object_inversion,,high_semantic:requirement_object_inversion;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;requirement_object_inversion;temporal_marker_without_temporal_context,review_priority,0.4,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02779374_exc__item2_C1__A_main_llm_rescue__history_context_recovery,A,NCT02779374_exc__item2_C1,NCT02779374,NCT02779374_exc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;history_marker_without_history_context,review_priority,0.5,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02779374_exc__item2_C2__A_main_llm_rescue__history_context_recovery,A,NCT02779374_exc__item2_C2,NCT02779374,NCT02779374_exc__item2,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,duplicate_identical_leaf,,duplicate_identical_leaf;history_marker_without_history_context,review_priority,0.5,keep_without_layer2_action,reference_high_support_not_auto_accept,0.95,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02779374_exc__item3_C1__A_main_llm_rescue__history_context_recovery,A,NCT02779374_exc__item3_C1,NCT02779374,NCT02779374_exc__item3,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context,review_priority,0.5,computability_review,reference_high_support_not_auto_accept,0.95,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02783859_inc__item4_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02783859_inc__item4_C1,NCT02783859,NCT02783859_inc__item4,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02818816_exc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02818816_exc__item1_C1,NCT02818816,NCT02818816_exc__item1,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:llm_verifier,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,temporal_anchor_mismatch_from_source,,high_semantic:temporal_anchor_mismatch_from_source;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;quantitative_cue_not_represented;temporal_anchor_mismatch_from_source,review_priority,0.35,llm_verifier,reference_review_priority,0.5,reference_high_support_not_auto_accept,0.9,,,,,,,missing,0,0,,0,0
A__NCT02818816_exc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02818816_exc__item2_C1,NCT02818816,NCT02818816_exc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02818816_inc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02818816_inc__item2_C1,NCT02818816,NCT02818816_inc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02818816_inc__item2_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02818816_inc__item2_C2,NCT02818816,NCT02818816_inc__item2,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:llm_verifier,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02845427_exc__item5_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02845427_exc__item5_C2,NCT02845427,NCT02845427_exc__item5,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02868437_exc__item1_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02868437_exc__item1_C1,NCT02868437,NCT02868437_exc__item1,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,keep_without_layer2_action,reference_high_support_not_auto_accept,0.95,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02868437_exc__item1_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02868437_exc__item1_C2,NCT02868437,NCT02868437_exc__item1,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,computability_review,reference_high_support_not_auto_accept,0.95,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02874092_exc__item18_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02874092_exc__item18_C3,NCT02874092,NCT02874092_exc__item18,C3,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,categorical_value_missing;existence_operator_on_quantitative_phrase;temporal_marker_without_temporal_context,,categorical_value_missing;existence_operator_on_quantitative_phrase;high_semantic:categorical_value_missing;layer1_policy_mandatory_rescue_or_review;temporal_marker_without_temporal_context,review_priority,0.4,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02874092_exc__item2_C2__A_main_llm_rescue__history_context_recovery,A,NCT02874092_exc__item2_C2,NCT02874092,NCT02874092_exc__item2,C2,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context,review_priority,0.5,computability_review,reference_high_support_not_auto_accept,0.95,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02874092_exc__item8_C1__A_main_llm_rescue__history_context_recovery,A,NCT02874092_exc__item8_C1,NCT02874092,NCT02874092_exc__item8,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context,review_priority,0.5,keep_without_layer2_action,reference_high_support_not_auto_accept,0.95,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02874092_exc__item8_C4__A_main_llm_rescue__history_context_recovery,A,NCT02874092_exc__item8_C4,NCT02874092,NCT02874092_exc__item8,C4,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context,review_priority,0.5,computability_review,reference_high_support_not_auto_accept,0.95,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02874092_exc__item9_C1__A_main_llm_rescue__history_context_recovery,A,NCT02874092_exc__item9_C1,NCT02874092,NCT02874092_exc__item9,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,history_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,history_marker_without_history_context,review_priority,0.5,keep_without_layer2_action,reference_high_support_not_auto_accept,0.95,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02874092_inc__item1_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02874092_inc__item1_C3,NCT02874092,NCT02874092_inc__item1,C3,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,value_or_operator_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,quantitative_cue_not_represented,review_priority,0.35,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT02874092_inc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02874092_inc__item2_C1,NCT02874092,NCT02874092_inc__item2,C1,A_main_llm_rescue,20,targeted_field_recovery_with_candidate_check,temporal_context_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.","Branch A has an actionable field-level problem: value/operator, temporal, history, list/range/scalar, or polarity.",,A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,temporal_marker_without_temporal_context,review_priority,0.4,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
