review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,n_clauses,logic_chain,manual_logic_label,manual_logic_issue_type,manual_logic_notes,,,,,,,
I00197,NCT01614041,NCT01614041_exc,NCT01614041_exc__item8,8,exclusion,temporal,Drug or alcohol dependence within 1 year,2,C1: drug dependence within 1 year OR C2: alcohol dependence within 1 year,correct,,,,,,,,,
I00198,NCT01614041,NCT01614041_exc,NCT01614041_exc__item9,9,exclusion,simple,Patients currently taking benzodiazepine drugs,1,C1: currently taking benzodiazepine drugs,correct,,,,,,,,,
I00199,NCT01614041,NCT01614041_exc,NCT01614041_exc__item10,10,exclusion,multi_clause,Drivers and dangerous machine operators,2,C1: drivers OR C2: dangerous machine operators,correct,,,,,,,,,
I00200,NCT01614041,NCT01614041_exc,NCT01614041_exc__item11,11,exclusion,temporal,Participated in other clinical studies in the last 30 days,1,C1: participated in other clinical studies in the last 30 days,correct,,,,,,,,,
I00201,NCT01614041,NCT01614041_exc,NCT01614041_exc__item12,12,exclusion,multi_clause,Patients with clinically significant ECG or laboratory abnormalities,2,C1: clinically significant ECG abnormalities OR C2: clinically significant laboratory abnormalities,correct,,,,,,,,,
I00202,NCT01614041,NCT01614041_exc,NCT01614041_exc__item13,13,exclusion,simple,Patients with a history of epilepsy,1,C1: history of epilepsy,correct,,,,,,,,,
I00203,NCT01614041,NCT01614041_exc,NCT01614041_exc__item14,14,exclusion,simple,Patients with abnormal TSH concentration,1,C1: abnormal TSH concentration,partial,bad_evidence_scope,"'Abnormal TSH concentration' � no threshold provided, too vague",,,,review_id,manual_logic_label,manual_logic_issue_type,manual_logic_notes
I00204,NCT01630954,NCT01630954_inc,NCT01630954_inc__item1,1,inclusion,simple,Ultrasound confirmed complete mole,1,C1: complete mole confirmed by ultrasound,correct,,,,,,,,,
I00205,NCT01630954,NCT01630954_exc,NCT01630954_exc__item1,1,exclusion,simple,Partial mole,1,C1: Partial mole,correct,,,,,,,,,
I00206,NCT01630954,NCT01630954_exc,NCT01630954_exc__item2,2,exclusion,multi_clause,History of treatment for molar pregnancy like prior evacuation or chemotherapy,2,C1: history of prior evacuation for molar pregnancy OR C2: history of chemotherapy for molar pregnancy,correct,,,,,,,,,
I00207,NCT01630954,NCT01630954_exc,NCT01630954_exc__item3,3,exclusion,multi_clause,Women requiring hysterectomy for treatment of H Mole,2,C1: women requiring hysterectomy AND C2: hysterectomy required for treatment of H Mole,partial,oversplit,C1 and C2 are redundant; should be a single clause,,,,,,,
I00208,NCT01650792,NCT01650792_inc,NCT01650792_inc__item1,1,inclusion,simple,Diagnosis of heart failure according to Framingham criteria,1,C1: diagnosis of heart failure according to Framingham criteria,correct,,,,,,,,,
I00209,NCT01650792,NCT01650792_inc,NCT01650792_inc__item2,2,inclusion,non_computable,Informed consent,1,C1: informed consent,correct,,,,,,,,,
I00210,NCT01650792,NCT01650792_inc,NCT01650792_inc__item3,3,inclusion,simple,Age 18 years or above,1,C1: Age 18 years or above,correct,,,,,,,,,
I00211,NCT01650792,NCT01650792_exc,NCT01650792_exc__item1,1,exclusion,exception,Patients with a history of an untreated malignancy (except local skin cancers),1,C1: history of an untreated malignancy,incorrect,missing_clause,Exception 'except local skin cancers' not captured,,,,,,,
I00212,NCT01650792,NCT01650792_exc,NCT01650792_exc__item2,2,exclusion,non_computable,Ischemic stroke (determined using the Questionnaire for Verifying Stroke-Free Status (QVSFS),1,C1: ischemic stroke,correct,,,,,,,,,
I00213,NCT01650792,NCT01650792_exc,NCT01650792_exc__item3,3,exclusion,multi_clause,Patients on renal dialysis or with end-stage hepatic dysfunction,2,C1: patients on renal dialysis OR C2: patients with end-stage hepatic dysfunction,correct,,,,,,,,,
I00214,NCT01650792,NCT01650792_exc,NCT01650792_exc__item4,4,exclusion,multi_clause,"Acute infection/inflammation (Temperature > 101.5 F, and/or WBC> 15, 000)",3,"C1: acute infection/inflammation AND C2: Temperature > 101.5 F OR C3: WBC > 15, 000",incorrect,wrong_connector,Missing parentheses: should be C1 AND (C2 OR C3),,,,,,,
I00215,NCT01650792,NCT01650792_exc,NCT01650792_exc__item5,5,exclusion,non_computable,Inability to obtain informed consent from patient or next of kin,2,C1: inability to obtain informed consent from patient OR C2: inability to obtain informed consent from next of kin,correct,,,,,,,,,
I00216,NCT01650792,NCT01650792_exc,NCT01650792_exc__item6,6,exclusion,multi_clause,Anticoagulant use (warfarin or heparin),2,C1: anticoagulant use (warfarin) OR C2: anticoagulant use (heparin),correct,,,,,,,,,
I00217,NCT01709981,NCT01709981_inc,NCT01709981_inc__item1,1,inclusion,multi_clause,Patients must be more than 18 years of age and referred for coronary angiography,2,C1: more than 18 years of age AND C2: referred for coronary angiography,correct,,,,,,,,,
I00218,NCT01709981,NCT01709981_exc,NCT01709981_exc__item1,1,exclusion,simple,Plan for diagnostic-only coronary angiography,1,C1: plan for diagnostic-only coronary angiography,correct,,,,,,,,,
I00219,NCT01709981,NCT01709981_exc,NCT01709981_exc__item2,2,exclusion,simple,On colchicine chronically,1,C1: on colchicine chronically,correct,,,,,,,,,
I00220,NCT01709981,NCT01709981_exc,NCT01709981_exc__item3,3,exclusion,simple,History of intolerance to colchicine,1,C1: history of intolerance to colchicine,correct,,,,,,,,,
I00221,NCT01709981,NCT01709981_exc,NCT01709981_exc__item4,4,exclusion,multi_clause,Glomerular filtration rate <30mL/minute or on dialysis,2,C1: Glomerular filtration rate <30mL/minute OR C2: on dialysis,correct,,,,,,,,,
I00222,NCT01709981,NCT01709981_exc,NCT01709981_exc__item5,5,exclusion,multi_clause,Active malignancy or infection,2,C1: active malignancy OR C2: infection,correct,,,,,,,,,
I00223,NCT01709981,NCT01709981_exc,NCT01709981_exc__item6,6,exclusion,simple,History of myelodysplasia,1,C1: history of myelodysplasia,correct,,,,,,,,,
I00224,NCT01709981,NCT01709981_exc,NCT01709981_exc__item7,7,exclusion,temporal,High-dose statin load <24 hours prior to procedure,1,C1: high-dose statin load <24 hours prior to procedure,correct,,,,,,,,,
I00225,NCT01709981,NCT01709981_exc,NCT01709981_exc__item8,8,exclusion,temporal,Use of oral steroids or non-steroidal anti-inflammatory agents other than aspirin within 72 hours or 3 times the agent's half-life (whichever is longer),4,C1: use of oral steroids within 72 hours OR C2: use of oral steroids within 3 times the agent's half-life (whichever is longer) OR C3: use of non-steroidal anti-inflammatory agents other than aspirin within 72 hours OR C4: use of non-steroidal anti-inflammatory agents other than aspirin within 3 times the agent's half-life (whichever is longer),correct,,,,,,,,,
I00226,NCT01709981,NCT01709981_exc,NCT01709981_exc__item9,9,exclusion,multi_clause,"Use of strong CYP3A4/P-glycoprotein inhibitors (specifically ritonavir, ketoconazole, clarithromycin, cyclosporine, diltiazem and verapamil)",8,C1: use of strong CYP3A4 inhibitors OR C2: use of strong P-glycoprotein inhibitors OR C3: use of ritonavir OR C4: use of ketoconazole OR C5: use of clarithromycin OR C6: use of cyclosporine OR C7: use of diltiazem OR C8: use of verapamil,correct,,,,,,,,,
I00227,NCT01709981,NCT01709981_exc,NCT01709981_exc__item10,10,exclusion,non_computable,Unable to consent,1,C1: unable to consent,correct,,,,,,,,,
I00228,NCT01709981,NCT01709981_exc,NCT01709981_exc__item11,11,exclusion,simple,Participating in a competing study,1,C1: participating in a competing study,correct,,,,,,,,,
I00229,NCT01715584,NCT01715584_inc,NCT01715584_inc__item1,1,inclusion,simple,age over 40,1,C1: age over 40,,,,,,,,,,
I00230,NCT01715584,NCT01715584_inc,NCT01715584_inc__item2,2,inclusion,simple,composite head and neck tumor resection,1,C1: composite head and neck tumor resection,,,,,,,,,,
I00231,NCT01715584,NCT01715584_inc,NCT01715584_inc__item3,3,inclusion,simple,treated hypertension,1,C1: treated hypertension,,,,,,,,,,
I00232,NCT01715584,NCT01715584_inc,NCT01715584_inc__item4,4,inclusion,exception,hypertension medications taken on morning of surgery (except diuretics),2,C1: hypertension medications taken on morning of surgery AND NOT(C2: diuretics taken on morning of surgery),,,,,,,,,,
I00233,NCT01715584,NCT01715584_exc,NCT01715584_exc__item1,1,exclusion,non_computable,patient refusal,1,C1: patient refusal,,,,,,,,,,
I00234,NCT01715584,NCT01715584_exc,NCT01715584_exc__item2,2,exclusion,multi_clause,age less than 40 or over 80 years,2,C1: age less than 40 years OR C2: age over 80 years,,,,,,,,,,
I00235,NCT01715584,NCT01715584_exc,NCT01715584_exc__item3,3,exclusion,simple,combined surgical procedures,1,C1: combined surgical procedures,,,,,,,,,,
I00236,NCT01715584,NCT01715584_exc,NCT01715584_exc__item4,4,exclusion,simple,emergency surgery,1,C1: emergency surgery,,,,,,,,,,
I00237,NCT01715584,NCT01715584_exc,NCT01715584_exc__item5,5,exclusion,simple,Left ventricular ejection fraction less than 50 per cent,1,C1: Left ventricular ejection fraction less than 50 per cent,,,,,,,,,,
I00238,NCT01715584,NCT01715584_exc,NCT01715584_exc__item6,6,exclusion,simple,calculated creatinine clearance less than 60 mL per minute,1,C1: calculated creatinine clearance less than 60 mL per minute,,,,,,,,,,
I00239,NCT01793519,NCT01793519_inc,NCT01793519_inc__item1,1,inclusion,simple,Age greater than or equal to 18 years,1,C1: Age greater than or equal to 18 years,,,,,,,,,,
I00240,NCT01793519,NCT01793519_inc,NCT01793519_inc__item2,2,inclusion,multi_clause,"Have RA, as defined by the 1987 revised American College of Rheumatology criteria",2,C1: have RA AND C2: RA is defined by the 1987 revised American College of Rheumatology criteria,,,,,,,,,,
I00241,NCT01793519,NCT01793519_inc,NCT01793519_inc__item3,3,inclusion,exception,"In sustained clinical remission for the last 6 months while receiving treatment with either etanercept, infliximab, or adalimumab, and greater than or equal to 1 DMARD (methotrexate, hydroxychloroquine, sulfasalazine, leflunomide, minocycline, cyclosporine, azathioprine, gold, penicillamine). DAS28 should be less than 2.6 on each visit over the preceding 6 months, with at least one visit 2-4 months before enrollment. If there is no visit 6 months before enrollment, the nearest visit in the 6-12 month period before enrollment should be considered and have a DAS28 less than 2.6.",10,C1: in sustained clinical remission for the last 6 months AND C2: receiving treatment with etanercept OR C3: receiving treatment with infliximab OR C4: receiving treatment with adalimumab AND C5: receiving treatment with greater than or equal to 1 DMARD AND C6: DAS28 should be less than 2.6 on each visit over the preceding 6 months AND [AT_LEAST 1] C7: at least one visit 2-4 months before enrollment OR C8: there is no visit 6 months before enrollment AND C9: the nearest visit in the 6-12 month period before enrollment should be considered AND C10: the nearest visit in the 6-12 month period before enrollment should have a DAS28 less than 2.6,,,,,,,,,,
I00242,NCT01793519,NCT01793519_exc,NCT01793519_exc__item1,1,exclusion,temporal,Had dose increase of anti-TNF agent or DMARD in the last 6 months,2,C1: had dose increase of anti-TNF agent in the last 6 months OR C2: had dose increase of DMARD in the last 6 months,,,,,,,,,,
I00243,NCT01793519,NCT01793519_exc,NCT01793519_exc__item2,2,exclusion,temporal,Had change of anti-TNF agent or DMARD in the last 6 months,2,C1: had change of anti-TNF agent in the last 6 months OR C2: had change of DMARD in the last 6 months,,,,,,,,,,
I00244,NCT01793519,NCT01793519_exc,NCT01793519_exc__item3,3,exclusion,multi_clause,Treated currently with golimumab or certolizumab,2,C1: treated currently with golimumab OR C2: treated currently with certolizumab,,,,,,,,,,
I00245,NCT01793519,NCT01793519_exc,NCT01793519_exc__item4,4,exclusion,temporal,Treated with greater than 10 mg of prednisone (or equivalent) daily in the last 6 months,2,C1: treated with greater than 10 mg of prednisone daily in the last 6 months OR C2: treated with greater than 10 mg of prednisone equivalent daily in the last 6 months,,,,,,,,,,
I00246,NCT01793519,NCT01793519_exc,NCT01793519_exc__item5,5,exclusion,temporal,Treated with greater than 5 mg of prednisone (or equivalent) daily in the last 3 months,2,C1: treated with greater than 5 mg of prednisone daily in the last 3 months OR C2: treated with greater than 5 mg of prednisone equivalent daily in the last 3 months,,,,,,,,,,
I00247,NCT01793519,NCT01793519_exc,NCT01793519_exc__item6,6,exclusion,temporal,Treated with intramuscular or intravenous corticosteroids in the last 6 months for RA activity,2,C1: treated with intramuscular corticosteroids in the last 6 months for RA activity OR C2: treated with intravenous corticosteroids in the last 6 months for RA activity,,,,,,,,,,
I00248,NCT01793519,NCT01793519_exc,NCT01793519_exc__item7,7,exclusion,temporal,"Treated with anakinra, abatacept, or tocilizumab in the last 6 months",3,C1: treated with anakinra in the last 6 months OR C2: treated with abatacept in the last 6 months OR C3: treated with tocilizumab in the last 6 months,,,,,,,,,,
I00249,NCT01793519,NCT01793519_exc,NCT01793519_exc__item8,8,exclusion,temporal,Treated with rituximab in the last 12 months,1,C1: treated with rituximab in the last 12 months,,,,,,,,,,
I00250,NCT01793519,NCT01793519_exc,NCT01793519_exc__item9,9,exclusion,temporal,Treated with an investigational RA drug in the last 6 months,1,C1: treated with an investigational RA drug in the last 6 months,,,,,,,,,,
I00251,NCT01793519,NCT01793519_exc,NCT01793519_exc__item10,10,exclusion,temporal,Pregnant (or anticipate pregnancy during the study period) or lactating women,3,C1: pregnant OR C2: anticipate pregnancy during the study period OR C3: lactating,,,,,,,,,,
I00252,NCT01793519,NCT01793519_exc,NCT01793519_exc__item11,11,exclusion,negation,Absence of documentation in the medical record of clinical remission for the last 6 months,1,NOT(C1: documentation in the medical record of clinical remission for the last 6 months),,,,,,,,,,
I00253,NCT01793519,NCT01793519_exc,NCT01793519_exc__item12,12,exclusion,non_computable,Unwilling to discontinue anti-TNF agent,1,C1: unwilling to discontinue anti-TNF agent,,,,,,,,,,
I00254,NCT01793519,NCT01793519_exc,NCT01793519_exc__item13,13,exclusion,negation,"Absence of documentation of negative tuberculin skin test, negative QuantiFERON-TB Gold test, or treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent",3,NOT(C1: documentation of negative tuberculin skin test) AND NOT(C2: documentation of negative QuantiFERON-TB Gold test) AND NOT(C3: documentation of treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent),,,,,,,,,,
I00255,NCT01793519,NCT01793519_exc,NCT01793519_exc__item14,14,exclusion,temporal,"Treatment of solid malignancy or non-melanoma skin cancer within the past 5 years, or any history of melanoma or hematologic or lymphoproliferative malignancy",5,C1: treatment of solid malignancy within the past 5 years OR C2: treatment of non-melanoma skin cancer within the past 5 years OR C3: any history of melanoma OR C4: any history of hematologic malignancy OR C5: any history of lymphoproliferative malignancy,,,,,,,,,,
I00256,NCT01793519,NCT01793519_exc,NCT01793519_exc__item15,15,exclusion,negation,Absence of documentation of age-appropriate cancer screening at the time of randomization,1,NOT(C1: documentation of age-appropriate cancer screening at the time of randomization),,,,,,,,,,
I00257,NCT01793519,NCT01793519_exc,NCT01793519_exc__item16,16,exclusion,negation,"Absence of documentation of negative hepatitis B serologies, absence of completion of treatment for chronic hepatitis B, or absence of suppressive antiviral treatment",3,C1: absence of documentation of negative hepatitis B serologies OR C2: absence of completion of treatment for chronic hepatitis B OR C3: absence of suppressive antiviral treatment,,,,,,,,,,
I00258,NCT01793519,NCT01793519_exc,NCT01793519_exc__item17,17,exclusion,non_computable,Unable to provide informed consent,1,C1: unable to provide informed consent,,,,,,,,,,
I00259,NCT01793519,NCT01793519_exc,NCT01793519_exc__item18,18,exclusion,non_computable,Anticipate not being available or able to comply with the schedule of study visits,2,C1: anticipate not being available for the schedule of study visits OR C2: anticipate not being able to comply with the schedule of study visits,,,,,,,,,,
I00260,NCT01807897,NCT01807897_inc,NCT01807897_inc__item1,1,inclusion,temporal,Veteran receiving care within the Veterans Health Administration healthcare system,2,C1: veteran AND C2: receiving care within the Veterans Health Administration healthcare system,,,,,,,,,,
I00261,NCT01807897,NCT01807897_inc,NCT01807897_inc__item2,2,inclusion,simple,Age 18 years,1,C1: Age 18 years,,,,,,,,,,
I00262,NCT01807897,NCT01807897_inc,NCT01807897_inc__item3,3,inclusion,multi_clause,"Physician diagnosis of chronic heart failure, American Heart Association Stage C-D",2,C1: physician diagnosis of chronic heart failure AND C2: American Heart Association Stage C-D,,,,,,,,,,
I00263,NCT01807897,NCT01807897_inc,NCT01807897_inc__item4,4,inclusion,simple,LVEF <45%,1,C1: LVEF <45%,,,,,,,,,,
I00264,NCT01807897,NCT01807897_inc,NCT01807897_inc__item5,5,inclusion,negation,No change in active cardiac medications for 4 weeks prior to randomization,1,NOT(C1: change in active cardiac medications for 4 weeks prior to randomization),,,,,,,,,,
I00265,NCT01807897,NCT01807897_inc,NCT01807897_inc__item6,6,inclusion,non_computable,Ability to provide informed consent,1,C1: ability to provide informed consent,,,,,,,,,,
I00266,NCT01807897,NCT01807897_inc,NCT01807897_inc__item7,7,inclusion,multi_clause,"Moderate to severe central or mixed central and obstructive sleep apnea, defined as an apnea-hypopnea index (AHI) 15 events per hour, with a central AHI >5 events/hour",4,C1: moderate to severe central sleep apnea OR C2: moderate to severe mixed central and obstructive sleep apnea AND C3: apnea-hypopnea index (AHI) 15 events per hour AND C4: central AHI >5 events/hour,,,,,,,,,,
I00267,NCT01807897,NCT01807897_exc,NCT01807897_exc__item1,1,exclusion,temporal,Hospitalization for acute decompensated HF within previous 30 days,1,C1: hospitalization for acute decompensated HF within previous 30 days,,,,,,,,,,
I00268,NCT01807897,NCT01807897_exc,NCT01807897_exc__item2,2,exclusion,temporal,Hospitalization for myocardial infarction or cardiac surgery within previous 90 days,2,C1: hospitalization for myocardial infarction within previous 90 days OR C2: hospitalization for cardiac surgery within previous 90 days,,,,,,,,,,
I00269,NCT01807897,NCT01807897_exc,NCT01807897_exc__item3,3,exclusion,simple,Presence of a left ventricular assist device,1,C1: presence of a left ventricular assist device,,,,,,,,,,
I00270,NCT01807897,NCT01807897_exc,NCT01807897_exc__item4,4,exclusion,simple,History of heart transplantation,1,C1: history of heart transplantation,,,,,,,,,,
I00271,NCT01807897,NCT01807897_exc,NCT01807897_exc__item5,5,exclusion,simple,Poorly controlled hypertension (>170/>110),1,C1: poorly controlled hypertension (>170/>110),,,,,,,,,,
I00272,NCT01807897,NCT01807897_exc,NCT01807897_exc__item6,6,exclusion,multi_clause,Poorly controlled diabetes (HbA1c > 9.0),2,C1: poorly controlled diabetes AND C2: HbA1c > 9.0,,,,,,,,,,
I00273,NCT01807897,NCT01807897_exc,NCT01807897_exc__item7,7,exclusion,multi_clause,Severe renal failure with estimated glomerular filtration rate <30 ml/min,2,C1: severe renal failure AND C2: estimated glomerular filtration rate <30 ml/min,,,,,,,,,,
I00274,NCT01807897,NCT01807897_exc,NCT01807897_exc__item8,8,exclusion,non_computable,"Prior stroke with functional impairment or other severe, uncontrolled medical problems that may impair ability to participate in the study exams, based on medical history and review of medical records",2,"C1: prior stroke with functional impairment OR C2: other severe, uncontrolled medical problems that may impair ability to participate in the study exams",,,,,,,,,,
I00275,NCT01807897,NCT01807897_exc,NCT01807897_exc__item9,9,exclusion,multi_clause,"Severe chronic insomnia, with reported usual sleep duration <4 hours",2,C1: severe chronic insomnia AND C2: reported usual sleep duration <4 hours,,,,,,,,,,
I00276,NCT01807897,NCT01807897_exc,NCT01807897_exc__item10,10,exclusion,temporal,"Severe daytime sleepiness, defined as Epworth Sleepiness Scale score 18 or higher or a report of falling asleep driving during the previous year, and deemed a safety risk by study physician",4,C1: severe daytime sleepiness AND C2: Epworth Sleepiness Scale score 18 or higher OR C3: a report of falling asleep driving during the previous year AND C4: deemed a safety risk by study physician,,,,,,,,,,
I00277,NCT01807897,NCT01807897_exc,NCT01807897_exc__item11,11,exclusion,simple,Awake resting oxyhemoglobin saturation <89%,1,C1: awake resting oxyhemoglobin saturation <89%,,,,,,,,,,
I00278,NCT01807897,NCT01807897_exc,NCT01807897_exc__item12,12,exclusion,simple,Pregnancy,1,C1: pregnancy,,,,,,,,,,
I00279,NCT01807897,NCT01807897_exc,NCT01807897_exc__item13,13,exclusion,multi_clause,"Smoking by subject or other person in the subject's bedroom, or other open flame in bedroom",3,C1: smoking by subject in the subject's bedroom OR C2: smoking by other person in the subject's bedroom OR C3: other open flame in bedroom,,,,,,,,,,
I00280,NCT01807897,NCT01807897_exc,NCT01807897_exc__item14,14,exclusion,multi_clause,Current use of a positive airway pressure device (including continuous or bi-level positive airway pressure or adaptive servo-ventilation) or supplemental oxygen therapy,5,C1: current use of a positive airway pressure device OR C2: current use of continuous positive airway pressure OR C3: current use of bi-level positive airway pressure OR C4: current use of adaptive servo-ventilation OR C5: current use of supplemental oxygen therapy,,,,,,,,,,
I00281,NCT01856491,NCT01856491_inc,NCT01856491_inc__item1,1,inclusion,non_computable,Willing and capable of providing informed consent,2,C1: willing to provide informed consent AND C2: capable of providing informed consent,,,,,,,,,,
I00282,NCT01856491,NCT01856491_inc,NCT01856491_inc__item2,2,inclusion,multi_clause,Has an indication for implantation of a single or dual chamber ICD or CRT-D system in their respective geography,3,C1: has an indication for implantation of a single chamber ICD system in their respective geography OR C2: has an indication for implantation of a dual chamber ICD system in their respective geography OR C3: has an indication for implantation of a CRT-D system in their respective geography,,,,,,,,,,
I00283,NCT01856491,NCT01856491_inc,NCT01856491_inc__item3,3,inclusion,simple,Subjects planned to be implanted with the RELIANCE 4-FRONT Passive Fixation Lead,1,C1: subjects planned to be implanted with the RELIANCE 4-FRONT Passive Fixation Lead,,,,,,,,,,
I00284,NCT01856491,NCT01856491_inc,NCT01856491_inc__item4,4,inclusion,non_computable,Willing and capable of participating in all testing/ visits associated with this clinical study at an approved clinical study center and at the intervals defined by this protocol,4,C1: willing to participate in all testing/ visits associated with this clinical study AND C2: capable of participating in all testing/ visits associated with this clinical study AND C3: participation occurs at an approved clinical study center AND C4: participation occurs at the intervals defined by this protocol,,,,,,,,,,
I00285,NCT01856491,NCT01856491_inc,NCT01856491_inc__item5,5,inclusion,non_computable,"Age 18 or above, or of legal age to give informed consent specific to state and national law",2,C1: Age 18 or above OR C2: of legal age to give informed consent specific to state and national law,,,,,,,,,,
I00286,NCT01856491,NCT01856491_exc,NCT01856491_exc__item1,1,exclusion,multi_clause,Known or suspected sensitivity to Dexamethasone Acetate (DXA),2,C1: known sensitivity to Dexamethasone Acetate (DXA) OR C2: suspected sensitivity to Dexamethasone Acetate (DXA),,,,,,,,,,
I00287,NCT01856491,NCT01856491_exc,NCT01856491_exc__item2,2,exclusion,simple,Mechanical tricuspid heart valve,1,C1: mechanical tricuspid heart valve,,,,,,,,,,
I00288,NCT01856491,NCT01856491_exc,NCT01856491_exc__item3,3,exclusion,exception,"Subject is enrolled in any other concurrent study without prior written approval from Boston Scientific (BSC), with the exception of local mandatory governmental registries and observational studies/registries that are not in conflict and do not affect the following:",4,C1: subject is enrolled in any other concurrent study without prior written approval from Boston Scientific (BSC) OR C2: subject is enrolled in local mandatory governmental registries OR C3: subject is enrolled in observational studies/registries that are not in conflict AND C4: subject is enrolled in observational studies/registries that do not affect the following,,,,,,,,,,
I00289,NCT01856491,NCT01856491_exc,NCT01856491_exc__item4,4,exclusion,negation,Schedule of procedures for the RELIANCE 4-Front Study (i.e. should not cause additional or missed visits);,2,NOT(C1: schedule of procedures for the RELIANCE 4-Front Study should not cause additional visits) AND NOT(C2: schedule of procedures for the RELIANCE 4-Front Study should not cause missed visits),,,,,,,,,,
I00290,NCT01856491,NCT01856491_exc,NCT01856491_exc__item5,5,exclusion,non_computable,RELIANCE 4-Front Study outcome (i.e. involve medications that could affect the heart rate of the subject);,2,C1: RELIANCE 4-Front Study outcome AND C2: involve medications that could affect the heart rate of the subject,,,,,,,,,,
I00291,NCT01856491,NCT01856491_exc,NCT01856491_exc__item6,6,exclusion,non_computable,Conduct of the RELIANCE 4-Front Study per Good Clinical Practice (GCP)/ International Organization for Standardization (ISO) 14155:2011/ 21 CFR 812/ local regulations,4,C1: conduct of the RELIANCE 4-Front Study per Good Clinical Practice (GCP) AND C2: conduct of the RELIANCE 4-Front Study per International Organization for Standardization (ISO) 14155:2011 AND C3: conduct of the RELIANCE 4-Front Study per 21 CFR 812 AND C4: conduct of the RELIANCE 4-Front Study per local regulations,,,,,,,,,,
I00292,NCT01856491,NCT01856491_exc,NCT01856491_exc__item7,7,exclusion,simple,Currently on the active heart transplant list,1,C1: currently on the active heart transplant list,,,,,,,,,,
I00293,NCT01856491,NCT01856491_exc,NCT01856491_exc__item8,8,exclusion,simple,Documented life expectancy of less than 12 months,1,C1: documented life expectancy of less than 12 months,,,,,,,,,,
I00294,NCT01856491,NCT01856491_exc,NCT01856491_exc__item9,9,exclusion,temporal,Women of childbearing potential who are or might be pregnant at the time of study enrollment (method of assessment upon physician discretion),3,C1: women of childbearing potential AND C2: are pregnant at the time of study enrollment OR C3: might be pregnant at the time of study enrollment,,,,,,,,,,
I00295,NCT01856491,NCT01856491_exc,NCT01856491_exc__item10,10,exclusion,simple,Currently requiring chronic dialysis,1,C1: currently requiring chronic dialysis,,,,,,,,,,
I00296,NCT01866800,NCT01866800_inc,NCT01866800_inc__item1,1,inclusion,non_computable,Subject is 65 years old who is able and willing to give an informed consent.,3,C1: subject is 65 years old AND C2: subject is able to give an informed consent AND C3: subject is willing to give an informed consent,,,,,,,,,,
I00297,NCT01866800,NCT01866800_inc,NCT01866800_inc__item2,2,inclusion,simple,Patients undergoing planned trans-femoral TAVI.,1,C1: patients undergoing planned trans-femoral TAVI,,,,,,,,,,
I00298,NCT01866800,NCT01866800_inc,NCT01866800_inc__item3,3,inclusion,simple,Calculated eGFR below 60ml/min/1.73m2 (MDRD),1,C1: calculated eGFR below 60ml/min/1.73m2 (MDRD),,,,,,,,,,
I00299,NCT01866800,NCT01866800_exc,NCT01866800_exc__item1,1,exclusion,temporal,History of acute coronary syndrome in the past 30 days.,1,C1: history of acute coronary syndrome in the past 30 days,,,,,,,,,,
I00300,NCT01866800,NCT01866800_exc,NCT01866800_exc__item2,2,exclusion,temporal,History of congesting heart failure with left ventricular ejection fraction <30% or exacerbation in the past 30 days.,2,C1: history of congesting heart failure with left ventricular ejection fraction <30% OR C2: exacerbation in the past 30 days,,,,,,,,,,
I00301,NCT01866800,NCT01866800_exc,NCT01866800_exc__item3,3,exclusion,simple,Current dialysis treatment.,1,C1: current dialysis treatment,,,,,,,,,,
I00302,NCT01866800,NCT01866800_exc,NCT01866800_exc__item4,4,exclusion,simple,Known furosemide hypersensitivity.,1,C1: known furosemide hypersensitivity,,,,,,,,,,
I00303,NCT01866800,NCT01866800_exc,NCT01866800_exc__item5,5,exclusion,simple,Contraindications to placement of a Foley catheter in the bladder.,1,C1: contraindications to placement of a Foley catheter in the bladder,,,,,,,,,,
I00304,NCT01891383,NCT01891383_inc,NCT01891383_inc__item1,1,inclusion,multi_clause,Cases (with a history of TBI):,2,C1: cases AND C2: with a history of TBI,,,,,,,,,,
I00305,NCT01891383,NCT01891383_inc,NCT01891383_inc__item2,2,inclusion,simple,Ages 50-95 years,1,C1: age 50-95 years,,,,,,,,,,
I00306,NCT01891383,NCT01891383_inc,NCT01891383_inc__item3,3,inclusion,multi_clause,"History of traumatic brain injury of sufficient severity to have resulted in medical attention (ascertained via the Ohio State University TBI Identification Questionnaire—OSU TBI-ID, and based on DoD/VA criteria)",2,C1: history of traumatic brain injury AND C2: traumatic brain injury of sufficient severity to have resulted in medical attention,,,,,,,,,,
I00307,NCT01891383,NCT01891383_inc,NCT01891383_inc__item4,4,inclusion,multi_clause,Residence in AFRH-Washington D.C. or the Veterans Home of California-Yountville,2,C1: residence in AFRH-Washington D.C. OR C2: residence in the Veterans Home of California-Yountville,,,,,,,,,,
I00308,NCT01891383,NCT01891383_inc,NCT01891383_inc__item5,5,inclusion,simple,MMSE score ≥ 20,1,C1: MMSE score ≥ 20,,,,,,,,,,
I00309,NCT01891383,NCT01891383_inc,NCT01891383_inc__item6,6,inclusion,non_computable,Capacity to provide consent to participate in research (assessment made by study physician),2,C1: capacity to provide consent to participate in research AND C2: assessment made by study physician,,,,,,,,,,
