review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_leaf,B_leaf,manual_A_leaf_label,manual_B_leaf_label,manual_best_branch_A_B,manual_A_issue_type,manual_B_issue_type,manual_notes
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1,adequate performance status,Adequate performance status:,FALSE,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",partial,partial,tie,missing_threshold; bad_entity_type,missing_threshold,"Both miss that 'adequate' requires a threshold (e.g., ECOG ?1); A mislabels as lab"
I00099,NCT00461136,NCT00461136_exc,NCT00461136_exc__item23,23,exclusion,multi_clause,Current treatment with cholestyramine or cholestipol resins,C2,current treatment with cholestipol resins,Current treatment with cholestyramine or cholestipol resins,FALSE,,,entity_type=drug | entity=cholestipol resins | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=drug | entity=cholestipol resins | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00100,NCT00461136,NCT00461136_exc,NCT00461136_exc__item24,24,exclusion,multi_clause,"History of immunocompromise, including a positive HIV test result.",C1,history of immunocompromise,History of immunocompromise,FALSE,OR,,entity_type=condition | entity=immunocompromise | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=immunocompromise | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
I00100,NCT00461136,NCT00461136_exc,NCT00461136_exc__item24,24,exclusion,multi_clause,"History of immunocompromise, including a positive HIV test result.",C2,positive HIV test result,a positive HIV test result,FALSE,,,entity_type=lab | entity=HIV test | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=lab | entity=HIV test result | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=None | computability=computable | reason=",partial,correct,B,wrong_operator,,A exists; B == positive � correct
I00101,NCT00461136,NCT00461136_exc,NCT00461136_exc__item25,25,exclusion,multi_clause,History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,C1,history of a positive Hepatitis B surface antigen (HBsAg),History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,FALSE,OR,,entity_type=lab | entity=Hepatitis B surface antigen (HBsAg) | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,"entity_type=lab | entity=Hepatitis B surface antigen (HBsAg) positive | operator=exists | value_type=scalar | value=""positive"" | unit=None | temporal= | history=prior | computability=computable | reason=",partial,correct,B,wrong_operator,,A exists; B == positive � correct
I00101,NCT00461136,NCT00461136_exc,NCT00461136_exc__item25,25,exclusion,multi_clause,History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,C2,history of a positive Hepatitis C test result,History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,FALSE,,,entity_type=lab | entity=Hepatitis C test | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,"entity_type=lab | entity=Hepatitis C test positive | operator=exists | value_type=scalar | value=""positive"" | unit=None | temporal= | history=prior | computability=computable | reason=",partial,correct,B,wrong_operator,,Same
I00102,NCT00461136,NCT00461136_exc,NCT00461136_exc__item26,26,exclusion,temporal,History of drug or alcohol abuse within the 12 months prior to dosing.,C1,history of drug abuse within the 12 months prior to dosing,History of drug or alcohol abuse within the 12 months prior to dosing.,FALSE,OR,,"entity_type=condition | entity=drug or alcohol abuse within | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=prior | computability=computable | reason=","entity_type=condition | entity=drug abuse | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""treatment_start""} | history=prior | computability=computable | reason=",partial,correct,B,wrong_temporal_context,,A anchor baseline; B anchor treatment_start � correct
I00102,NCT00461136,NCT00461136_exc,NCT00461136_exc__item26,26,exclusion,temporal,History of drug or alcohol abuse within the 12 months prior to dosing.,C2,history of alcohol abuse within the 12 months prior to dosing,History of drug or alcohol abuse within the 12 months prior to dosing.,FALSE,,,"entity_type=condition | entity=drug or alcohol abuse within | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=prior | computability=computable | reason=","entity_type=condition | entity=alcohol abuse | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""treatment_start""} | history=prior | computability=computable | reason=",partial,correct,B,wrong_temporal_context,,Same
I00103,NCT00461136,NCT00461136_exc,NCT00461136_exc__item27,27,exclusion,non_computable,Persons directly involved in the execution of this protocol.,C1,persons directly involved in the execution of this protocol,Persons directly involved in the execution of this protocol.,FALSE,,,entity_type=other | entity=persons directly involved in the execution of this protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=other | entity=directly involved in the execution of this protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Administrative/operational role in protocol execution is not a standard patient-level clinical data element.,incorrect,correct,B,wrong_computability,,A partial too optimistic; B non_computable � correct
I00104,NCT00461136,NCT00461136_exc,NCT00461136_exc__item28,28,exclusion,non_computable,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,C1,any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,FALSE,OR,,entity_type=other | entity=any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=other | entity=Any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Depends on investigator opinion/clinical judgment about jeopardizing evaluation of efficacy or safety.,incorrect,correct,B,wrong_computability,,A partial; B non_computable � correct
I00104,NCT00461136,NCT00461136_exc,NCT00461136_exc__item28,28,exclusion,non_computable,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,C2,any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,FALSE,,,entity_type=other | entity=any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=other | entity=Any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Depends on sponsor medical monitor opinion/clinical judgment about jeopardizing evaluation of efficacy or safety.,incorrect,correct,B,wrong_computability,,Same
I00105,NCT00461136,NCT00461136_exc,NCT00461136_exc__item29,29,exclusion,non_computable,History of noncompliance to medical regimens or unwillingness to comply with the study protocol,C1,history of noncompliance to medical regimens,History of noncompliance to medical regimens,FALSE,OR,,entity_type=condition | entity=noncompliance | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=non_computable | reason=Subjective or operational criterion: noncompliance,entity_type=observation | entity=noncompliance to medical regimens | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=non_computable | reason=Noncompliance history is subjective/behavioral and not reliably captured as structured patient-level clinical data.,correct,correct,tie,,,
I00105,NCT00461136,NCT00461136_exc,NCT00461136_exc__item29,29,exclusion,non_computable,History of noncompliance to medical regimens or unwillingness to comply with the study protocol,C2,unwillingness to comply with the study protocol,unwillingness to comply with the study protocol,FALSE,,,entity_type=other | entity=unwillingness to comply with the study protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=observation | entity=unwillingness to comply with the study protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=non_computable | reason=Unwillingness to comply is subjective and protocol/consent-related rather than a structured clinical datum.,correct,correct,tie,,,
I00106,NCT00461136,NCT00461136_exc,NCT00461136_exc__item30,30,exclusion,multi_clause,"Known or suspected contraindications to the study medications, including history of allergy to Angiotensin converting enzyme (ACE) inhibitors and/or to thiazide diuretics or other sulfonamide derived drug",C1,known contraindications to the study medications,Known or suspected contraindications to the study medications,FALSE,OR,,entity_type=condition | entity=contraindications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=contraindications to the study medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Study medications are not specified; contraindication status may not be consistently represented as structured patient-level data.,partial,correct,B,too_broad_entity,,A 'contraindications' vague; B specifies 'to study medications' � correct
I00106,NCT00461136,NCT00461136_exc,NCT00461136_exc__item30,30,exclusion,multi_clause,"Known or suspected contraindications to the study medications, including history of allergy to Angiotensin converting enzyme (ACE) inhibitors and/or to thiazide diuretics or other sulfonamide derived drug",C2,suspected contraindications to the study medications,Known or suspected contraindications to the study medications,FALSE,OR,,entity_type=condition | entity=contraindications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=suspected contraindications to the study medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Study medications are not specified; 'suspected contraindication' is not reliably captured as structured patient-level data.,partial,correct,B,too_broad_entity,,Same
I00106,NCT00461136,NCT00461136_exc,NCT00461136_exc__item30,30,exclusion,multi_clause,"Known or suspected contraindications to the study medications, including history of allergy to Angiotensin converting enzyme (ACE) inhibitors and/or to thiazide diuretics or other sulfonamide derived drug",C3,history of allergy to Angiotensin converting enzyme (ACE) inhibitors,history of allergy to Angiotensin converting enzyme (ACE) inhibitors,FALSE,OR,,entity_type=condition | entity=allergy | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=allergy to Angiotensin converting enzyme (ACE) inhibitors | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
I00106,NCT00461136,NCT00461136_exc,NCT00461136_exc__item30,30,exclusion,multi_clause,"Known or suspected contraindications to the study medications, including history of allergy to Angiotensin converting enzyme (ACE) inhibitors and/or to thiazide diuretics or other sulfonamide derived drug",C4,history of allergy to thiazide diuretics,and/or to thiazide diuretics,FALSE,OR,,entity_type=drug | entity=thiazide diuretics | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=allergy to thiazide diuretics | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,correct,correct,tie,,,
I00106,NCT00461136,NCT00461136_exc,NCT00461136_exc__item30,30,exclusion,multi_clause,"Known or suspected contraindications to the study medications, including history of allergy to Angiotensin converting enzyme (ACE) inhibitors and/or to thiazide diuretics or other sulfonamide derived drug",C5,history of allergy to other sulfonamide derived drug,or other sulfonamide derived drug,FALSE,,,entity_type=drug | entity=sulfonamide derived drug | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=allergy to sulfonamide derived drug | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Specific sulfonamide-derived drug(s) not specified; allergy may be recorded variably.,partial,correct,B,too_broad_entity,,"A 'drug', B condition allergy � correct"
I00107,NCT00461136,NCT00461136_exc,NCT00461136_exc__item31,31,exclusion,non_computable,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study, or is likely to prevent the patient from complying with the requirements of the study or completing the study",C1,"any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study","Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study",FALSE,OR,,"entity_type=other | entity=any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.","entity_type=condition | entity=Any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Requires investigator opinion/judgment about increased risk from study participation; not directly representable as objective patient-level data.",incorrect,correct,B,wrong_computability,,A partial; B non_computable � correct
I00107,NCT00461136,NCT00461136_exc,NCT00461136_exc__item31,31,exclusion,non_computable,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study, or is likely to prevent the patient from complying with the requirements of the study or completing the study",C2,any surgical or medical condition that is likely to prevent the patient from complying with the requirements of the study,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study, or is likely to prevent the patient from complying with the requirements of the study",FALSE,OR,,entity_type=other | entity=any surgical or medical condition that is likely to prevent the patient from complying with the requirements of the study | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=condition | entity=Any surgical or medical condition likely to prevent compliance with study requirements | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Predicts future compliance with study requirements; operational/behavioral and not reliably computable from clinical data.,incorrect,correct,B,wrong_computability,,Same
I00107,NCT00461136,NCT00461136_exc,NCT00461136_exc__item31,31,exclusion,non_computable,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study, or is likely to prevent the patient from complying with the requirements of the study or completing the study",C3,any surgical or medical condition that is likely to prevent the patient from completing the study,or completing the study,FALSE,,,entity_type=other | entity=any surgical or medical condition that is likely to prevent the patient from completing the study | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=condition | entity=Any surgical or medical condition likely to prevent completing the study | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Predicts ability to complete the study; operational/behavioral and not directly computable from patient clinical data.,incorrect,correct,B,wrong_computability,,Same
I00108,NCT00461136,NCT00461136_exc,NCT00461136_exc__item32,32,exclusion,non_computable,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,C1,use of any prescription drug which is prohibited by the protocol,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,FALSE,OR,,entity_type=drug | entity=use of any prescription drug which is prohibited by the protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=any prescription drug prohibited by the protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=non_computable | reason=Requires protocol-specific prohibited medication list not available as patient-level clinical data.,incorrect,correct,B,wrong_computability,,A computable wrong; B non_computable � correct
I00108,NCT00461136,NCT00461136_exc,NCT00461136_exc__item32,32,exclusion,non_computable,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,C2,use of any over-the-counter (OTC) medication which is prohibited by the protocol,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,FALSE,,,entity_type=other | entity=use of any over-the-counter (OTC) medication which is prohibited by the protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=drug | entity=any over-the-counter (OTC) medication prohibited by the protocol | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=non_computable | reason=Requires protocol-specific prohibited medication list not available as patient-level clinical data.,incorrect,correct,B,wrong_computability,,A partial wrong; B non_computable � correct
I00109,NCT00461136,NCT00461136_exc,NCT00461136_exc__item33,33,exclusion,non_computable,Patients who previously participated in any Aliskiren study.,C1,previously participated in any Aliskiren study,previously participated in any Aliskiren study,FALSE,,,entity_type=other | entity=previously participated in any Aliskiren study | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=observation | entity=participation in any Aliskiren study | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Prior participation in a specific sponsor drug study may not be reliably available as structured patient-level clinical data.,correct,partial,A,,wrong_computability,A non_computable correct; B partial too optimistic � A better
I00110,NCT00461136,NCT00461136_exc,NCT00461136_exc__item34,34,exclusion,multi_clause,Pregnant or nursing woman.,C1,pregnant woman,Pregnant,FALSE,OR,,entity_type=condition | entity=Pregnant | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=Pregnant | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00110,NCT00461136,NCT00461136_exc,NCT00461136_exc__item34,34,exclusion,multi_clause,Pregnant or nursing woman.,C2,nursing woman,nursing woman,FALSE,,,entity_type=condition | entity=nursing | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=nursing woman | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00111,NCT00461136,NCT00461136_exc,NCT00461136_exc__item35,35,exclusion,non_computable,Other protocol-defined inclusion/exclusion criteria may apply,C1,other protocol-defined inclusion/exclusion criteria may apply,Other protocol-defined inclusion/exclusion criteria may apply,FALSE,,,entity_type=other | entity=other protocol-defined inclusion/exclusion criteria may apply | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=other | entity=other protocol-defined inclusion/exclusion criteria may apply | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Refers to unspecified protocol-defined criteria not provided in the text; cannot be evaluated from patient-level data.,partial,correct,B,wrong_computability,,A partial too optimistic; B non_computable � correct
I00112,NCT00625742,NCT00625742_inc,NCT00625742_inc__item1,1,inclusion,temporal,Are referred to the Cachexia Clinic with involuntary weight loss of >5% of their premorbid weight within the previous 6 months.,C1,referred to the Cachexia Clinic,Are referred to the Cachexia Clinic,FALSE,AND,,entity_type=other | entity=referred to the Cachexia Clinic | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=observation | entity=referred to the Cachexia Clinic | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Referral to a specific clinic may not be consistently available as structured patient-level clinical data.,correct,correct,tie,,,
I00112,NCT00625742,NCT00625742_inc,NCT00625742_inc__item1,1,inclusion,temporal,Are referred to the Cachexia Clinic with involuntary weight loss of >5% of their premorbid weight within the previous 6 months.,C2,involuntary weight loss of >5% of their premorbid weight within the previous 6 months,with involuntary weight loss of >5% of their premorbid weight within the previous 6 months,FALSE,,,entity_type=condition | entity=weight loss | operator=> | value_type=scalar | value=5 | unit=% | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=involuntary weight loss (% of premorbid weight) | operator=> | value_type=scalar | value=5 | unit=% | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=current | computability=partial | reason=Involuntary nature and premorbid baseline weight may be unstructured or unavailable; temporal anchor not explicitly specified.",partial,correct,B,missing_temporal_context,,A misses 6-month window
I00113,NCT00625742,NCT00625742_inc,NCT00625742_inc__item2,2,inclusion,simple,Are 18 years of age or older,C1,18 years of age or older,Are 18 years of age or older,FALSE,,,entity_type=demographic | entity=18 years of age or older | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=demographic | entity=Age | operator=>= | value_type=scalar | value=18 | unit=year | temporal= | history=None | computability=computable | reason=,partial,correct,B,wrong_operator,,A uses exists without >=; B correct
I00114,NCT00625742,NCT00625742_inc,NCT00625742_inc__item3,3,inclusion,simple,Have a Karnofsky performance score of 60 or higher.,C1,Karnofsky performance score of 60 or higher,Have a Karnofsky performance score of 60 or higher.,FALSE,,,entity_type=lab | entity=Karnofsky performance score | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=Karnofsky performance score | operator=>= | value_type=scalar | value=60 | unit=None | temporal= | history=current | computability=computable | reason=,partial,correct,B,wrong_operator,,A uses exists without >=; B correct
I00115,NCT00625742,NCT00625742_inc,NCT00625742_inc__item4,4,inclusion,temporal,Can maintain oral food intake during the study,C1,can maintain oral food intake during the study,Can maintain oral food intake during the study,FALSE,,,"entity_type=other | entity=can maintain oral food intake during the study | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=None | computability=partial | reason=Entity typing is weak and may require later review.","entity_type=observation | entity=maintain oral food intake | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""} | history=current | computability=partial | reason=Ability to maintain oral food intake during the study is not a standard structured patient-level data element and depends on clinical judgment/assessment over time.",correct,correct,tie,,,
I00116,NCT00625742,NCT00625742_inc,NCT00625742_inc__item5,5,inclusion,non_computable,Can understand the study procedures and can sign an informed consent form.,C1,can understand the study procedures,Can understand the study procedures,FALSE,AND,,entity_type=other | entity=can understand the study procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=other | entity=Ability to understand study procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Requires subjective assessment of participant understanding.,correct,correct,tie,,,
I00116,NCT00625742,NCT00625742_inc,NCT00625742_inc__item5,5,inclusion,non_computable,Can understand the study procedures and can sign an informed consent form.,C2,can sign an informed consent form,can sign an informed consent form,FALSE,,,entity_type=other | entity=can sign an informed consent form | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=other | entity=Ability to sign informed consent form | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Consent/signature is administrative and not a patient-level clinical data element.,correct,correct,tie,,,
I00117,NCT00625742,NCT00625742_inc,NCT00625742_inc__item6,6,inclusion,negation,Are not currently taking melatonin.,C1,currently taking melatonin,Are not currently taking melatonin.,TRUE,,,entity_type=drug | entity=melatonin | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=drug | entity=melatonin | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00118,NCT00625742,NCT00625742_inc,NCT00625742_inc__item7,7,inclusion,temporal,Are taking megestrol acetate and continue to lose weight despite at least 2 weeks of therapy.,C1,are taking megestrol acetate,Are taking megestrol acetate,FALSE,AND,,entity_type=drug | entity=megestrol acetate | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=megestrol acetate | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00118,NCT00625742,NCT00625742_inc,NCT00625742_inc__item7,7,inclusion,temporal,Are taking megestrol acetate and continue to lose weight despite at least 2 weeks of therapy.,C2,continue to lose weight despite at least 2 weeks of therapy,continue to lose weight despite at least 2 weeks of therapy,FALSE,,,entity_type=condition | entity=lose weight | operator=>= | value_type=scalar | value=2 | unit=weeks | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=continued weight loss despite therapy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 2, ""unit"": ""week"", ""anchor_event"": ""other""} | history=current | computability=partial | reason=Weight loss can be computable from serial weights, but 'continue to lose weight despite therapy' implies lack of response and requires linking weight trend to ongoing therapy duration.",incorrect,correct,B,wrong_entity,,A loses 'continue despite therapy' concept
I00119,NCT00625742,NCT00625742_inc,NCT00625742_inc__item8,8,inclusion,simple,Have a calculated creatinine clearance of >/= 60 cc/min.,C1,calculated creatinine clearance of >/= 60 cc/min,Have a calculated creatinine clearance of >/= 60 cc/min.,FALSE,,,entity_type=lab | entity=calculated creatinine clearance | operator=> | value_type=scalar | value=60 | unit=cc/min | temporal= | history=None | computability=computable | reason=,entity_type=lab | entity=calculated creatinine clearance | operator=>= | value_type=scalar | value=60 | unit=cc/min | temporal= | history=current | computability=computable | reason=,partial,correct,B,wrong_operator,,A uses > instead of >=
I00120,NCT00625742,NCT00625742_exc,NCT00625742_exc__item1,1,exclusion,temporal,Have dementia or delirium (as determined by the palliative care specialist) at study entry.,C1,have dementia at study entry,Have dementia or delirium (as determined by the palliative care specialist) at study entry.,FALSE,OR,,entity_type=condition | entity=dementia | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=condition | entity=dementia | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=current | computability=partial | reason=Diagnosis timing is anchored to 'study entry' and determination by palliative care specialist is not directly representable as structured patient data.",partial,correct,B,missing_temporal_context,,A misses 'at study entry'
I00120,NCT00625742,NCT00625742_exc,NCT00625742_exc__item1,1,exclusion,temporal,Have dementia or delirium (as determined by the palliative care specialist) at study entry.,C2,have delirium at study entry,Have dementia or delirium (as determined by the palliative care specialist) at study entry.,FALSE,,,entity_type=condition | entity=delirium | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=condition | entity=delirium | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=current | computability=partial | reason=Diagnosis timing is anchored to 'study entry' and determination by palliative care specialist is not directly representable as structured patient data.",partial,correct,B,missing_temporal_context,,Same
I00121,NCT00625742,NCT00625742_exc,NCT00625742_exc__item2,2,exclusion,simple,Are pregnant,C1,are pregnant,Are pregnant,FALSE,,,entity_type=condition | entity=pregnant | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=pregnant | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
I00122,NCT00625742,NCT00625742_exc,NCT00625742_exc__item3,3,exclusion,temporal,Have been taking corticosteroids for longer than 48 hours.,C1,have been taking corticosteroids for longer than 48 hours,Have been taking corticosteroids for longer than 48 hours.,FALSE,,,entity_type=drug | entity=corticosteroids | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=corticosteroids | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 48, ""unit"": ""hour"", ""anchor_event"": ""other""} | history=current | computability=partial | reason=Duration is specified as longer than 48 hours, but the anchor event for the 48-hour window is not defined.",partial,incorrect,A,missing_temporal_context,wrong_temporal_context,A missing duration; B direction wrong (within vs >)
I00123,NCT00625742,NCT00625742_exc,NCT00625742_exc__item4,4,exclusion,multi_clause,"Have pulmonary edema, ascites or pitting edema on clinical examination.",C1,pulmonary edema on clinical examination,"Have pulmonary edema, ascites or pitting edema on clinical examination.",FALSE,OR,,entity_type=condition | entity=pulmonary edema | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=pulmonary edema | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,correct,correct,tie,,,
