document_id,criterion_id,branch,leaf_path,node_type,eligibility_type,status,entity_type,entity_text,operator,value,unit,value_type,evidence_text,item_text,source_text,layer1_needs_review,layer1_issue_count,layer1_issue_codes_json,layer1_policy_action_hint,layer1_policy_bucket,layer1_policy_severity,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_soft_warning_count,layer1_policy_execution_issue_count,branch_a_match_found,branch_a_entity_type,branch_a_entity_text,branch_a_operator,branch_a_value,branch_a_unit,branch_a_entity_type_agrees,branch_a_operator_agrees,branch_a_value_agrees,branch_a_unit_agrees,branch_a_entity_text_token_overlap,branch_a_agreement_n,entity_text_exact_in_evidence,entity_text_ci_in_evidence,entity_text_normalized_in_evidence,entity_text_exact_in_item,entity_text_ci_in_item,value_text_found_in_evidence,value_text_found_in_item,unit_text_found_in_evidence,operator_value_structurally_supported,quantitative_cue_present,quantitative_cue_unhandled,exists_with_quantitative_cue,value_missing_with_quantitative_cue,temporal_marker_in_evidence,temporal_context_present,temporal_marker_missing_context,history_marker_in_evidence,history_context_present,history_marker_missing_context,condition_or_exception_marker_in_evidence,condition_or_exception_context_present,condition_or_exception_marker_missing_context,generic_entity_text,temporal_context_json,history_context_json,condition_context,exception_context,computability,layer1_needs_llm_rescue_candidate,missing_pass2_clause_context,value_text
NCT00319748,NCT00319748_inc__item7_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[6],criterion,,,condition,metastatic breast cancer,exists,,,null,Metastatic breast cancer (BR),Metastatic breast cancer (BR),Metastatic breast cancer (BR),0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,Metastatic breast cancer,exists,,,1,1,1,1,1.0,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,computable,0,0,
NCT00319748,NCT00319748_inc__item8_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[7],criterion,,,condition,metastatic ovarian cancer,exists,,,null,Metastatic ovarian cancer (OV),Metastatic ovarian cancer (OV),Metastatic ovarian cancer (OV),0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,Metastatic ovarian cancer,exists,,,1,1,1,1,1.0,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,computable,0,0,
NCT00319748,NCT00319748_inc__item9_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[8],criterion,,,condition,metastatic endometrial cancer (EM),exists,,,null,Metastatic endometrial cancer (EM),Metastatic endometrial cancer (EM),Metastatic endometrial cancer (EM),0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,endometrial cancer,exists,,,1,1,1,1,0.5,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,computable,0,0,
NCT00319748,NCT00319748_inc__item10_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[9],criterion,,,condition,metastatic cervical cancer (CX),exists,,,null,Metastatic cervical cancer (CX),Metastatic cervical cancer (CX),Metastatic cervical cancer (CX),0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,cervical cancer,exists,,,1,1,1,1,0.5,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,computable,0,0,
NCT00319748,NCT00319748_inc__item11_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[10].children[0],criterion,,,condition,measurable metastatic disease,exists,>1 cm,,scalar,Measurable metastatic disease (>1cm),Measurable metastatic disease (>1cm) in at least one site other than bone-only,Measurable metastatic disease (>1cm) in at least one site other than bone-only,1,1,"[""layer1a:existence_operator_with_non_null_value""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0,1,condition,metastatic disease,>,,cm,1,0,0,0,0.666667,2,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,current,,,partial,1,0,>1 cm
NCT00319748,NCT00319748_inc__item11_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[10].children[1],criterion,,,observation,metastatic disease present in at least one site other than bone-only,exists,>=1 non-bone site (not bone-only),,scalar,in at least one site other than bone-only,Measurable metastatic disease (>1cm) in at least one site other than bone-only,Measurable metastatic disease (>1cm) in at least one site other than bone-only,1,1,"[""layer1a:existence_operator_with_non_null_value""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0,1,other,in at least one site other than bone-only,>=,,,0,0,0,1,0.75,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,,current,,,partial,1,0,>=1 non-bone site (not bone-only)
NCT00319748,NCT00319748_inc__item12_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[11].children[0],criterion,,,therapy,progression on at least one previous chemotherapy regimen for metastatic disease,exists,>=1 prior chemotherapy regimen for metastatic disease with progression,,scalar,Progression on or failure to respond to at least one previous chemotherapy regimen for metastatic disease,Progression on or failure to respond to at least one previous chemotherapy regimen for metastatic disease,Progression on or failure to respond to at least one previous chemotherapy regimen for metastatic disease,1,1,"[""layer1a:existence_operator_with_non_null_value""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0,1,condition,metastatic disease,>=,,,0,0,0,1,0.181818,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,,prior,,,partial,1,0,>=1 prior chemotherapy regimen for metastatic disease with progression
NCT00319748,NCT00319748_inc__item12_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[11].children[1],criterion,,,therapy,failure to respond to at least one previous chemotherapy regimen for metastatic disease,exists,>=1 prior chemotherapy regimen for metastatic disease with failure to respond,,scalar,Progression on or failure to respond to at least one previous chemotherapy regimen for metastatic disease,Progression on or failure to respond to at least one previous chemotherapy regimen for metastatic disease,Progression on or failure to respond to at least one previous chemotherapy regimen for metastatic disease,1,1,"[""layer1a:existence_operator_with_non_null_value""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0,1,condition,metastatic disease,>=,,,0,0,0,1,0.166667,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,,prior,,,partial,1,0,>=1 prior chemotherapy regimen for metastatic disease with failure to respond
NCT00319748,NCT00319748_inc__item13_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[12].children[0],criterion,,,therapy,progression on prior therapy with a hormonal agent if estrogen receptor positive,exists,,,null,"Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.",1,2,"[""layer1c:condition_context_present_without_handling"", ""layer1d:exception_or_condition_clause_without_context_handling""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_semantic:condition_context_present_without_handling|exception_or_condition_clause_without_context_handling,1.0,2,0,0,1,lab,estrogen receptor or progesterone receptor,exists,,,0,1,1,1,0.142857,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,prior,,,partial,1,0,
NCT00319748,NCT00319748_inc__item13_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[12].children[1],criterion,,,therapy,progression on prior therapy with a hormonal agent if progesterone receptor positive,exists,,,null,"Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.",1,2,"[""layer1c:condition_context_present_without_handling"", ""layer1d:exception_or_condition_clause_without_context_handling""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_semantic:condition_context_present_without_handling|exception_or_condition_clause_without_context_handling,1.0,2,0,0,1,lab,estrogen receptor or progesterone receptor,exists,,,0,1,1,1,0.142857,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,prior,,,partial,1,0,
NCT00319748,NCT00319748_inc__item13_C3,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[12].children[2].children[0],criterion,,,therapy,progression on prior therapy with trastuzumab if HER2-neu positive,exists,,,null,"Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.",1,2,"[""layer1c:condition_context_present_without_handling"", ""layer1d:exception_or_condition_clause_without_context_handling""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_semantic:condition_context_present_without_handling|exception_or_condition_clause_without_context_handling,1.0,2,0,0,1,lab,HER2-neu,exists,,,0,1,1,1,0.2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,prior,,,partial,1,0,
NCT00319748,NCT00319748_inc__item13_C4,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[12].children[2].children[1],criterion,,,line_of_therapy,"if patient has progressed through hormone therapy only, must have received one chemotherapy regimen",exists,1,regimen,scalar,"If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.",1,3,"[""layer1a:existence_operator_with_non_null_value"", ""layer1c:condition_context_present_without_handling"", ""layer1d:exception_or_condition_clause_without_context_handling""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_structural:existence_operator_with_non_null_value; hard_semantic:condition_context_present_without_handling|exception_or_condition_clause_without_context_handling,1.0,3,0,0,1,condition,progressed,exists,,,0,1,0,0,0.071429,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,prior,,,partial,1,0,1
NCT00319748,NCT00319748_inc__item13_C5,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[12].children[3],criterion,,,line_of_therapy,"if patient has progressed through trastuzumab therapy only, must have received one chemotherapy regimen",exists,1,regimen,scalar,"If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.","Progression on prior therapy with a hormonal agent if estrogen receptor or progesterone receptor positive, and/or with trastuzumab if HER2-neu positive. If patient has progressed through hormone or trastuzumab therapy only, must have received one chemotherapy regimen.",1,3,"[""layer1a:existence_operator_with_non_null_value"", ""layer1c:condition_context_present_without_handling"", ""layer1d:exception_or_condition_clause_without_context_handling""]",mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,hard_structural:existence_operator_with_non_null_value; hard_semantic:condition_context_present_without_handling|exception_or_condition_clause_without_context_handling,1.0,3,0,0,1,condition,progressed,exists,,,0,1,0,0,0.071429,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,prior,,,partial,1,0,1
NCT00319748,NCT00319748_inc__item14_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[13],criterion,,,condition,measurable metastatic disease (RECIST-defined),exists,,,null,Measurable metastatic disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST),Measurable metastatic disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST),Measurable metastatic disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST),0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,metastatic disease,exists,,,1,1,1,1,0.4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item15_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[14].children[0],criterion,,,condition,epithelial ovarian cancer (histologically diagnosed primary tumor),exists,,,null,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,epithelial ovarian cancer,in,,,1,0,1,1,0.428571,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item15_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[14].children[1],criterion,,,condition,fallopian tube cancer (histologically diagnosed primary tumor),exists,,,null,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,fallopian tube cancer,in,,,1,0,1,1,0.428571,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item15_C3,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[14].children[2].children[0],criterion,,,condition,primary peritoneal cancer (histologically diagnosed primary tumor),exists,,,null,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,primary peritoneal cancer,in,,,1,0,1,1,0.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item15_C4,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[14].children[2].children[1],criterion,,,condition,borderline epithelial carcinoma (primary tumor),not_exists,,,null,(not borderline or low malignant potential epithelial carcinoma),"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,or low malignant potential epithelial carcinoma,not_exists,,,1,1,1,1,0.222222,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item15_C5,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[14].children[2].children[2],criterion,,,condition,low malignant potential epithelial carcinoma (primary tumor),not_exists,,,null,(not borderline or low malignant potential epithelial carcinoma),"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).","Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,or low malignant potential epithelial carcinoma,not_exists,,,1,1,1,1,0.625,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item16_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[15].children[0],criterion,,,therapy,failed previous chemotherapy regimens (count),>=,2,regimen,scalar,Subjects must have failed at least two previous chemotherapy regimens.,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,procedure,chemotherapy regimens,>=,,,0,1,0,0,0.4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,prior,,,partial,0,0,2
NCT00319748,NCT00319748_inc__item16_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[15].children[1],criterion,,,drug,paclitaxel as component of prior chemotherapy regimen(s),exists,,,null,Paclitaxel must have been a component of one or both regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,drug,Paclitaxel,exists,,,1,1,1,1,0.125,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,prior,,,partial,0,0,
NCT00319748,NCT00319748_inc__item16_C3,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[15].children[2],criterion,,,drug,cisplatin as component of prior chemotherapy regimen(s),exists,,,null,cisplatin or carboplatin must have been a component of one or both regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,drug,cisplatin,exists,,,1,1,1,1,0.125,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,prior,,,partial,0,0,
NCT00319748,NCT00319748_inc__item16_C4,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[15].children[3],criterion,,,drug,carboplatin as component of prior chemotherapy regimen(s),exists,,,null,cisplatin or carboplatin must have been a component of one or both regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,drug,carboplatin,exists,,,1,1,1,1,0.125,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,prior,,,partial,0,0,
NCT00319748,NCT00319748_inc__item17_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[16],criterion,,,condition,metastatic disease (measurable),exists,,,null,Measurable metastatic disease,Measurable metastatic disease,Measurable metastatic disease,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,metastatic disease,exists,,,1,1,1,1,0.666667,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item18_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[17].children[0],criterion,,,condition,histologically proven recurrent endometrial cancer,exists,,,null,Histologically proven recurrent or persistent endometrial cancer,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,endometrial cancer,exists,,,1,1,1,1,0.4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item18_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[17].children[1].children[0],criterion,,,condition,histologically proven persistent endometrial cancer,exists,,,null,Histologically proven recurrent or persistent endometrial cancer,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,endometrial cancer,exists,,,1,1,1,1,0.4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item18_C3,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[17].children[1].children[1],criterion,,,observation,endometrial cancer not amenable to curative treatment with surgery,exists,,,null,not amenable to curative treatment with surgery and/or radiation therapy,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,other,endometrial cancer is not amenable to curative treatment with surgery,exists,,,0,1,1,1,0.9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,non_computable,0,0,
NCT00319748,NCT00319748_inc__item18_C4,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[17].children[1].children[2],criterion,,,observation,endometrial cancer not amenable to curative treatment with radiation therapy,exists,,,null,not amenable to curative treatment with surgery and/or radiation therapy,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,other,endometrial cancer is not amenable to curative treatment with radiation therapy,exists,,,0,1,1,1,0.909091,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,non_computable,0,0,
NCT00319748,NCT00319748_inc__item18_C5,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[17].children[1].children[3],criterion,,,line_of_therapy,failed 2 previous treatment regimens,>=,2,regimen,scalar,has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,procedure,treatment regimens,exists,,,0,0,0,0,0.4,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,prior,,,partial,0,0,2
NCT00319748,NCT00319748_inc__item19_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[18],criterion,,,condition,measurable metastatic disease,exists,,,null,Measurable metastatic disease,Measurable metastatic disease,Measurable metastatic disease,0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,metastatic disease,exists,,,1,1,1,1,0.666667,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item20_C1,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[19].children[0],criterion,,,condition,histologically proven recurrent squamous cell carcinoma of the cervix,exists,,,null,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix","Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.","Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,squamous cell carcinoma,exists,,,1,1,1,1,0.333333,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
NCT00319748,NCT00319748_inc__item20_C2,B_llm_pass2,rules_v3_ast.inclusion_criteria.children[19].children[1],criterion,,,condition,histologically proven persistent squamous cell carcinoma of the cervix,exists,,,null,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix","Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.","Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",0,0,[],continue_to_layer2,no_layer1_issue,none,,0.0,0,0,0,1,condition,squamous cell carcinoma,exists,,,1,1,1,1,0.333333,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,current,,,partial,0,0,
