dataset,branch,source_ast_file,document_id,criterion_type,item_uid,clause_id,criterion_id,tree_path,entity_type,entity_text,operator,value_type,value_json,unit,computability,non_computable_reason,evidence_text,clause_text,item_text,n_bert_anchors,n_bert_supports,best_anchor_text,best_anchor_label,best_anchor_score,best_anchor_start,best_anchor_end,best_anchor_mapped_entity_type,has_bert_anchor,entity_type_matches_best_anchor,entity_text_exact_in_evidence,entity_text_ci_in_evidence,entity_text_exact_in_item,entity_text_ci_in_item,entity_text_overlaps_best_anchor,best_anchor_token_overlap,any_anchor_token_overlap,entity_text_token_overlaps_best_anchor,entity_text_token_overlaps_any_anchor,entity_text_equals_best_anchor_text,entity_text_contains_best_anchor_text,best_anchor_text_contains_entity_text,support_labels_json,n_qualifier_supports,n_value_supports,n_temporal_supports,n_negation_supports,operator_category,operator_requires_value,scalar_value_present,range_has_min,range_has_max,range_has_any_bound,list_value_present,operator_value_structurally_supported,unit_present,value_text_found_in_evidence,unit_text_found_in_evidence,temporal_marker_in_evidence,temporal_context_present,temporal_relation,temporal_value_present,temporal_unit_present,temporal_anchor_event,temporal_marker_missing_context,history_marker_in_evidence,history_context_present,history_context,history_marker_missing_context,condition_marker_in_evidence,exception_marker_in_evidence,condition_context_present,exception_context_present,condition_marker_missing_context,exception_marker_missing_context,condition_or_exception_missing_context,computable_with_unhandled_condition_or_exception,provenance_present,source_modifier_text,source_condition_text,source_exception_context,history_context_hint,critical_qualifier_in_evidence,generic_entity_text,layer1_issue_count,layer1_issue_codes,layer1_issue_sources,layer1_policy_action_hint,layer1_policy_bucket,layer1_policy_severity,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count,has_layer1_inventory_issue,has_layer1_policy_issue,has_layer1d_issue,quantitative_cue_in_evidence,exists_with_quantitative_cue,value_missing_with_quantitative_cue,quantitative_cue_unhandled
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item14,C1,NCT00319748_inc__item14_C1,inclusion_criteria/AND[13],condition,metastatic disease,exists,null,null,,computable,,Measurable metastatic disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST),measurable metastatic disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST),Measurable metastatic disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST),2,1,Response Evaluation Criteria in Solid Tumors (RECIST),Measurement,0.964541,44,97,lab,1,0,1,1,1,1,0,0.0,1.0,0,1,0,0,0,"{""Qualifier"": 1}",1,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,Measurable,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item15,C1,NCT00319748_inc__item15_C1,inclusion_criteria/AND[14]/OR[0],condition,epithelial ovarian cancer,in,null,null,,computable,,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer",primary tumor must have been diagnosed histologically as epithelial ovarian cancer,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",4,0,epithelial ovarian cancer,Condition,0.996445,64,89,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,{},0,0,0,0,list,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,2,layer1a:list_operator_without_list_value|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item15,C2,NCT00319748_inc__item15_C2,inclusion_criteria/AND[14]/OR[1],condition,fallopian tube cancer,in,null,null,,computable,,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer",primary tumor must have been diagnosed histologically as fallopian tube cancer,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",4,0,fallopian tube cancer,Condition,0.995809,91,112,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,{},0,0,0,0,list,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,2,layer1a:list_operator_without_list_value|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item15,C3,NCT00319748_inc__item15_C3,inclusion_criteria/AND[14]/OR[2]/AND[0],condition,primary peritoneal cancer,in,null,null,,computable,,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer",primary tumor must have been diagnosed histologically as primary peritoneal cancer,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",4,0,primary peritoneal cancer,Condition,0.989958,117,142,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,{},0,0,0,0,list,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,2,layer1a:list_operator_without_list_value|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item15,C4,NCT00319748_inc__item15_C4,inclusion_criteria/AND[14]/OR[2]/AND[1],condition,or low malignant potential epithelial carcinoma,not_exists,null,null,,computable,,(not borderline or low malignant potential epithelial carcinoma),primary tumor is borderline epithelial carcinoma,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",1,2,or low malignant potential epithelial carcinoma,Condition,0.428564,159,206,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Negation"": 1, ""Qualifier"": 1}",1,0,0,1,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,borderline,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item15,C5,NCT00319748_inc__item15_C5,inclusion_criteria/AND[14]/OR[2]/AND[2],condition,or low malignant potential epithelial carcinoma,not_exists,null,null,,computable,,(not borderline or low malignant potential epithelial carcinoma),primary tumor is low malignant potential epithelial carcinoma,"Primary tumor must have been diagnosed histologically as either epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer (not borderline or low malignant potential epithelial carcinoma).",1,2,or low malignant potential epithelial carcinoma,Condition,0.428564,159,206,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Negation"": 1, ""Qualifier"": 1}",1,0,0,1,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,borderline,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item16,C1,NCT00319748_inc__item16_C1,inclusion_criteria/AND[15]/OR[0],procedure,chemotherapy regimens,>=,scalar,2,,computable,,Subjects must have failed at least two previous chemotherapy regimens.,subjects must have failed at least two previous chemotherapy regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,1,3,chemotherapy regimens,Procedure,0.987643,48,69,procedure,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Multiplier"": 1, ""Negation"": 1, ""Temporal"": 1}",0,0,1,1,comparison,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item16,C2,NCT00319748_inc__item16_C2,inclusion_criteria/AND[15]/OR[1],drug,Paclitaxel,exists,null,null,,computable,,Paclitaxel must have been a component of one or both regimens,paclitaxel must have been a component of one or both regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,1,0,Paclitaxel,Drug,0.994082,71,81,drug,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item16,C3,NCT00319748_inc__item16_C3,inclusion_criteria/AND[15]/OR[2],drug,cisplatin,exists,null,null,,computable,,cisplatin or carboplatin must have been a component of one or both regimens,cisplatin must have been a component of one or both regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,2,0,cisplatin,Drug,0.992668,137,146,drug,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item16,C4,NCT00319748_inc__item16_C4,inclusion_criteria/AND[15]/OR[3],drug,carboplatin,exists,null,null,,computable,,cisplatin or carboplatin must have been a component of one or both regimens,carboplatin must have been a component of one or both regimens,Subjects must have failed at least two previous chemotherapy regimens. Paclitaxel must have been a component of one or both regimens and cisplatin or carboplatin must have been a component of one or both regimens.,2,0,carboplatin,Drug,0.992323,150,161,drug,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item17,C1,NCT00319748_inc__item17_C1,inclusion_criteria/AND[16],condition,metastatic disease,exists,null,null,,computable,,Measurable metastatic disease,measurable metastatic disease,Measurable metastatic disease,1,1,metastatic disease,Condition,0.942241,11,29,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 1}",1,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,Measurable,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item18,C1,NCT00319748_inc__item18_C1,inclusion_criteria/AND[17]/OR[0],condition,endometrial cancer,exists,null,null,,computable,,Histologically proven recurrent or persistent endometrial cancer,histologically proven recurrent endometrial cancer,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,1,3,endometrial cancer,Condition,0.995775,46,64,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item18,C2,NCT00319748_inc__item18_C2,inclusion_criteria/AND[17]/OR[1]/AND[0],condition,endometrial cancer,exists,null,null,,computable,,Histologically proven recurrent or persistent endometrial cancer,histologically proven persistent endometrial cancer,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,1,3,endometrial cancer,Condition,0.995775,46,64,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item18,C3,NCT00319748_inc__item18_C3,inclusion_criteria/AND[17]/OR[1]/AND[1],other,endometrial cancer is not amenable to curative treatment with surgery,exists,null,null,,non_computable,Subjective or operational criterion.,not amenable to curative treatment with surgery and/or radiation therapy,endometrial cancer is not amenable to curative treatment with surgery,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,2,1,surgery,Procedure,0.941882,113,120,procedure,1,0,0,0,0,0,1,0.1,0.1,1,1,0,1,0,"{""Qualifier"": 1}",1,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,1,not amenable to curative treatment,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item18,C4,NCT00319748_inc__item18_C4,inclusion_criteria/AND[17]/OR[1]/AND[2],other,endometrial cancer is not amenable to curative treatment with radiation therapy,exists,null,null,,non_computable,Subjective or operational criterion.,not amenable to curative treatment with surgery and/or radiation therapy,endometrial cancer is not amenable to curative treatment with radiation therapy,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,2,1,radiation therapy,Procedure,0.98034,128,145,procedure,1,0,0,0,0,0,1,0.18181818181818182,0.18181818181818182,1,1,0,1,0,"{""Qualifier"": 1}",1,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,1,not amenable to curative treatment,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item18,C5,NCT00319748_inc__item18_C5,inclusion_criteria/AND[17]/OR[1]/AND[3],procedure,treatment regimens,exists,null,null,,computable,,has failed 2 previous treatment regimens,has failed 2 previous treatment regimens,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,1,2,treatment regimens,Procedure,0.978105,172,190,procedure,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 1, ""Value"": 1}",0,1,1,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item19,C1,NCT00319748_inc__item19_C1,inclusion_criteria/AND[18],condition,metastatic disease,exists,null,null,,computable,,Measurable metastatic disease,measurable metastatic disease,Measurable metastatic disease,1,1,metastatic disease,Condition,0.82255,11,29,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 1}",1,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,Measurable,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C1,NCT00319748_inc__item20_C1,inclusion_criteria/AND[19]/OR[0],condition,squamous cell carcinoma,exists,null,null,,computable,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",histologically proven recurrent squamous cell carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",3,3,squamous cell carcinoma,Condition,0.997498,46,69,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C2,NCT00319748_inc__item20_C2,inclusion_criteria/AND[19]/OR[1],condition,squamous cell carcinoma,exists,null,null,,computable,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",histologically proven persistent squamous cell carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",3,3,squamous cell carcinoma,Condition,0.997498,46,69,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C3,NCT00319748_inc__item20_C3,inclusion_criteria/AND[19]/OR[2],condition,adenosquamous carcinoma,exists,null,null,,computable,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",histologically proven recurrent adenosquamous carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",3,3,adenosquamous carcinoma,Condition,0.996995,71,94,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C4,NCT00319748_inc__item20_C4,inclusion_criteria/AND[19]/OR[3],condition,adenosquamous carcinoma,exists,null,null,,computable,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",histologically proven persistent adenosquamous carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",3,3,adenosquamous carcinoma,Condition,0.996995,71,94,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C5,NCT00319748_inc__item20_C5,inclusion_criteria/AND[19]/OR[4],condition,adenocarcinoma of the cervix,exists,null,null,,computable,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",histologically proven recurrent adenocarcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",3,3,adenocarcinoma of the cervix,Condition,0.98079,99,127,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C6,NCT00319748_inc__item20_C6,inclusion_criteria/AND[19]/OR[5]/AND[0],condition,adenocarcinoma of the cervix,exists,null,null,,computable,,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",histologically proven persistent adenocarcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",3,3,adenocarcinoma of the cervix,Condition,0.98079,99,127,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Qualifier"": 3}",3,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,1,Histologically proven | recurrent | persistent,,,,1,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C7,NCT00319748_inc__item20_C7,inclusion_criteria/AND[19]/OR[5]/AND[1],other,disease is not amenable to curative treatment with surgery,exists,null,null,,non_computable,Subjective or operational criterion.,not amenable to curative treatment with surgery and/or radiation therapy,disease is not amenable to curative treatment with surgery,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",2,2,surgery,Procedure,0.567139,176,183,procedure,1,0,0,0,0,0,1,0.1111111111111111,0.1111111111111111,1,1,0,1,0,"{""Negation"": 1, ""Qualifier"": 1}",1,0,0,1,existence,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,1,amenable to curative treatment,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C8,NCT00319748_inc__item20_C8,inclusion_criteria/AND[19]/OR[5]/AND[2],other,disease is not amenable to curative treatment with radiation therapy,exists,null,null,,non_computable,Subjective or operational criterion.,not amenable to curative treatment with surgery and/or radiation therapy,disease is not amenable to curative treatment with radiation therapy,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",2,2,radiation therapy,Procedure,0.796417,191,208,procedure,1,0,0,0,0,0,1,0.2,0.2,1,1,0,1,0,"{""Negation"": 1, ""Qualifier"": 1}",1,0,0,1,existence,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,1,amenable to curative treatment,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,inclusion,NCT00319748_inc__item20,C9,NCT00319748_inc__item20_C9,inclusion_criteria/AND[19]/OR[5]/AND[3],procedure,treatment regimens,exists,null,null,,computable,,has failed 2 previous treatment regimens,has failed 2 previous treatment regimens,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",1,2,treatment regimens,Procedure,0.970826,235,253,procedure,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 1, ""Value"": 1}",0,1,1,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT00319748,exclusion,NCT00319748_exc__item1,C1,NCT00319748_exc__item1_C1,exclusion_criteria/OR[0],procedure,therapy,exists,null,null,,computable,,Had/have the following prior/concurrent therapy:,had/have the following prior/concurrent therapy,Had/have the following prior/concurrent therapy:,1,2,therapy,Procedure,0.554106,40,47,procedure,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 2}",0,0,2,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,current,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
