branch,document_id,issue_type,criterion_id,paths,layer1b_action_category,detail
A_bert_rules,NCT02478515,duplicate_identical_leaf,,exclusion_criteria.children[0].children[1];exclusion_criteria.children[0].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02478515,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02923700,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[3];exclusion_criteria.children[3].children[4];exclusion_criteria.children[3].children[5],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01856491,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1];inclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01856491,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01856491,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0].children[1];exclusion_criteria.children[8].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01959061,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0].children[1];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01959061,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0].children[1];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01959061,duplicate_identical_leaf,,inclusion_criteria.children[5].children[0];inclusion_criteria.children[5].children[1];inclusion_criteria.children[5].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01959061,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03226080,duplicate_identical_leaf,,exclusion_criteria.children[4];exclusion_criteria.children[5],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01932996,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02637076,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2];exclusion_criteria.children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02637076,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02637076,duplicate_identical_leaf,,exclusion_criteria.children[10].children[0];exclusion_criteria.children[10].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[0].children[1];exclusion_criteria.children[0].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[1].children[7];exclusion_criteria.children[1].children[8];exclusion_criteria.children[1].children[9];exclusion_criteria.children[1].children[10];exclusion_criteria.children[1].children[11];exclusion_criteria.children[1].children[12];exclusion_criteria.children[1].children[13];exclusion_criteria.children[1].children[14],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03376763,duplicate_identical_leaf,,exclusion_criteria.children[6].children[2];exclusion_criteria.children[6].children[3];exclusion_criteria.children[6].children[4],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[1].children[1].children[1];inclusion_criteria.children[1].children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[0];inclusion_criteria.children[4].children[0].children[1];inclusion_criteria.children[4].children[1].children[0];inclusion_criteria.children[4].children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[2];exclusion_criteria.children[8].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[9].children[0];exclusion_criteria.children[9].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[10].children[0];exclusion_criteria.children[10].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[19].children[0];exclusion_criteria.children[19].children[1];exclusion_criteria.children[19].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[20].children[0];exclusion_criteria.children[20].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[20].children[3];exclusion_criteria.children[20].children[4],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[21].children[2];exclusion_criteria.children[21].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[21].children[5];exclusion_criteria.children[21].children[7],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[25].children[0];exclusion_criteria.children[25].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00461136,duplicate_identical_leaf,,exclusion_criteria.children[29].children[0];exclusion_criteria.children[29].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02584140,duplicate_identical_leaf,,inclusion_criteria.children[6].children[0];inclusion_criteria.children[6].children[1];inclusion_criteria.children[6].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02584140,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02565277,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02203019,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1];exclusion_criteria.children[0].children[2];exclusion_criteria.children[0].children[3];exclusion_criteria.children[0].children[4];exclusion_criteria.children[0].children[5];exclusion_criteria.children[0].children[6],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02203019,duplicate_identical_leaf,,exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01807897,duplicate_identical_leaf,,inclusion_criteria.children[6].children[0];inclusion_criteria.children[6].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01807897,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01807897,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01807897,duplicate_identical_leaf,,exclusion_criteria.children[13].children[1];exclusion_criteria.children[13].children[2];exclusion_criteria.children[13].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02437084,duplicate_identical_leaf,,exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2];exclusion_criteria.children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02437084,duplicate_identical_leaf,,exclusion_criteria.children[1].children[4];exclusion_criteria.children[1].children[5],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,inclusion_criteria.children[5].children[0];inclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[4].children[1];exclusion_criteria.children[4].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[2];exclusion_criteria.children[5].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[1];exclusion_criteria.children[6].children[2];exclusion_criteria.children[6].children[3];exclusion_criteria.children[6].children[4],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[5];exclusion_criteria.children[6].children[6],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[7];exclusion_criteria.children[6].children[8],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[6].children[9];exclusion_criteria.children[6].children[10];exclusion_criteria.children[6].children[11].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03260881,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02499185,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0].children[1];inclusion_criteria.children[1].children[1];inclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[7].children[1];exclusion_criteria.children[7].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[15].children[0];exclusion_criteria.children[15].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02992938,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[3],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[4],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[2];exclusion_criteria.children[5].children[5],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT03066440,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[2],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT03066440,duplicate_identical_leaf,,exclusion_criteria.children[3].children[1];exclusion_criteria.children[3].children[3],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT00401245,duplicate_identical_leaf,,inclusion_criteria.children[1].children[2];inclusion_criteria.children[1].children[8],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT03463564,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[0];inclusion_criteria.children[4].children[1].children[0],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT00461136,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[1];inclusion_criteria.children[4].children[1].children[1],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT02437084,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0].children[0];inclusion_criteria.children[3].children[1].children[0],flag_only,Two or more leaves have identical structured content.
B_llm_pass2,NCT02874092,duplicate_identical_leaf,,exclusion_criteria.children[18].children[1];exclusion_criteria.children[18].children[2],flag_only,Two or more leaves have identical structured content.
