branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_soft_warning_count,layer1_policy_execution_issue_count
B,NCT01602081,NCT01602081_exc__item3_C1,NCT01602081_exc__item3,C1,exclusion_criteria.children[2],condition,Recto-vaginal fistula,exists,null,,,computable,Recto-vaginal fistula,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item4_C1,NCT01602081_exc__item4,C1,exclusion_criteria.children[3],condition,active infection in the anal fistula,exists,null,,,computable,Active infection in the anal fistula,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item5_C1,NCT01602081_exc__item5,C1,exclusion_criteria.children[4].children[0],condition,allergy to porcine products,exists,null,,,computable,Physical allergies or cultural objections to porcine products,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item5_C2,NCT01602081_exc__item5,C2,exclusion_criteria.children[4].children[1],observation,cultural objections to porcine products,exists,null,,,non_computable,Physical allergies or cultural objections to porcine products,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item6_C1,NCT01602081_exc__item6,C1,exclusion_criteria.children[5].children[0],procedure,medically fit to undergo the LIFT procedure,not_exists,null,,,partial,Patient is not medically fit to undergo the LIFT procedure as judged by the treating physician,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item6_C2,NCT01602081_exc__item6,C2,exclusion_criteria.children[5].children[1],observation,medical fitness to undergo the LIFT procedure judged by the treating physician,exists,null,,,non_computable,as judged by the treating physician,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item7_C1,NCT01602081_exc__item7,C1,exclusion_criteria.children[6],condition,collagen disorder,exists,null,,,partial,Previous diagnosis of collagen disorder,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item8_C1,NCT01602081_exc__item8,C1,exclusion_criteria.children[7].children[0],condition,Crohn's Disease,exists,null,,,computable,History of Crohn's Disease,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item8_C2,NCT01602081_exc__item8,C2,exclusion_criteria.children[7].children[1],condition,Irritable Bowel Syndrome,exists,null,,,computable,Irritable Bowel Syndrome,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01602081,NCT01602081_exc__item8_C3,NCT01602081_exc__item8,C3,exclusion_criteria.children[7].children[2],procedure,radiation therapy in the rectoanal region,exists,null,,,computable,radiation therapy in the rectoanal region,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item1_C1,NCT03177811_inc__item1,C1,inclusion_criteria.children[0].children[0],demographic,sex,=,scalar,"""male""",,computable,Male and female patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item1_C2,NCT03177811_inc__item1,C2,inclusion_criteria.children[0].children[1].children[0],demographic,sex,=,scalar,"""female""",,computable,Male and female patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item1_C3,NCT03177811_inc__item1,C3,inclusion_criteria.children[0].children[1].children[1],demographic,age,between,range,"{""min"": 18, ""max"": 75}",year,computable,age 18-75 yrs,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item2_C1,NCT03177811_inc__item2,C1,inclusion_criteria.children[1].children[0],condition,COPD diagnosed according to GOLD,exists,null,,,partial,COPD diagnosed according to GOLD,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item2_C2,NCT03177811_inc__item2,C2,inclusion_criteria.children[1].children[1],lab,FEV1 (% predicted),between,range,"{""min"": 40, ""max"": 80}",%,computable,FEV1 40-80% predicted,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item2_C3,NCT03177811_inc__item2,C3,inclusion_criteria.children[1].children[2],vital,SpO2 at 750 m,=,scalar,92,%,partial,SpO2 =92% at 750 m.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_inc__item3_C1,NCT03177811_inc__item3,C1,inclusion_criteria.children[2].children[0],observation,Born at low altitude (<800m),exists,range,"{""min"": null, ""max"": 800}",m,partial,"Born, raised and currently living at low altitude (<800m).",existence_operator_with_non_null_value,,,,layer1a:existence_operator_with_non_null_value,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0
B,NCT03177811,NCT03177811_inc__item3_C2,NCT03177811_inc__item3,C2,inclusion_criteria.children[2].children[1],observation,Raised at low altitude (<800m),exists,range,"{""min"": null, ""max"": 800}",m,partial,"Born, raised and currently living at low altitude (<800m).",existence_operator_with_non_null_value,,,,layer1a:existence_operator_with_non_null_value,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0
B,NCT03177811,NCT03177811_inc__item3_C3,NCT03177811_inc__item3,C3,inclusion_criteria.children[2].children[2],observation,Currently living at low altitude (<800m),exists,range,"{""min"": null, ""max"": 800}",m,partial,"Born, raised and currently living at low altitude (<800m).",existence_operator_with_non_null_value,,,,layer1a:existence_operator_with_non_null_value,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0
B,NCT03177811,NCT03177811_inc__item4_C1,NCT03177811_inc__item4,C1,inclusion_criteria.children[3],other,written informed consent,exists,null,,,non_computable,Written informed consent.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item1_C1,NCT03177811_exc__item1,C1,exclusion_criteria.children[0].children[0],condition,COPD exacerbation,exists,null,,,partial,COPD exacerbation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item1_C2,NCT03177811_exc__item1,C2,exclusion_criteria.children[0].children[1].children[0],condition,very severe COPD with hypoxemia at low altitude,exists,null,,,partial,"very severe COPD with hypoxemia at low altitude (FEV1/FVC <0.7, FEV1 <40% predicted, oxygen saturation on room air <92% at 750 m)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item1_C3,NCT03177811_exc__item1,C3,exclusion_criteria.children[0].children[1].children[1],lab,FEV1/FVC,<,scalar,0.7,,computable,FEV1/FVC <0.7,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item1_C4,NCT03177811_exc__item1,C4,exclusion_criteria.children[0].children[1].children[2],lab,FEV1 (% predicted),<,scalar,40,%,computable,FEV1 <40% predicted,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item1_C5,NCT03177811_exc__item1,C5,exclusion_criteria.children[0].children[1].children[3],vital,oxygen saturation on room air,<,scalar,92,%,partial,oxygen saturation on room air <92% at 750 m,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item2_C1,NCT03177811_exc__item2,C1,exclusion_criteria.children[1].children[0],condition,uncontrolled cardiovascular disease,exists,null,,,partial,Comorbidities such as uncontrolled cardiovascular disease,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item2_C2,NCT03177811_exc__item2,C2,exclusion_criteria.children[1].children[1],condition,unstable systemic arterial hypertension,exists,null,,,partial,"i.e., unstable systemic arterial hypertension",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item2_C3,NCT03177811_exc__item2,C3,exclusion_criteria.children[1].children[2],condition,coronary artery disease,exists,null,,,computable,coronary artery disease,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item2_C4,NCT03177811_exc__item2,C4,exclusion_criteria.children[1].children[3],condition,stroke,exists,null,,,computable,previous stroke,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item2_C5,NCT03177811_exc__item2,C5,exclusion_criteria.children[1].children[4],condition,obstructive sleep apnea (OSA),exists,null,,,computable,OSA,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item2_C6,NCT03177811_exc__item2,C6,exclusion_criteria.children[1].children[5],condition,pneumothorax,exists,null,,,partial,pneumothorax in the last 2 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item3_C1,NCT03177811_exc__item3,C1,exclusion_criteria.children[2].children[0],condition,internal disease,exists,null,,,partial,"Internal, neurologic, rheumatologic or psychiatric disease",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item3_C2,NCT03177811_exc__item3,C2,exclusion_criteria.children[2].children[1],condition,neurologic disease,exists,null,,,partial,"Internal, neurologic, rheumatologic or psychiatric disease",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item3_C3,NCT03177811_exc__item3,C3,exclusion_criteria.children[2].children[2],condition,rheumatologic disease,exists,null,,,partial,"Internal, neurologic, rheumatologic or psychiatric disease",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item3_C4,NCT03177811_exc__item3,C4,exclusion_criteria.children[2].children[3],condition,psychiatric disease,exists,null,,,partial,"Internal, neurologic, rheumatologic or psychiatric disease",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item3_C5,NCT03177811_exc__item3,C5,exclusion_criteria.children[2].children[4],observation,cigarettes smoked per day,>,scalar,20,cigarettes/day,computable,including current heavy smoking (>20 cigarettes per day),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item4_C1,NCT03177811_exc__item4,C1,exclusion_criteria.children[3].children[0],condition,renal failure,exists,null,,,computable,Known renal failure,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item4_C2,NCT03177811_exc__item4,C2,exclusion_criteria.children[3].children[1].children[0],condition,allergy to acetazolamide,exists,null,,,computable,allergy to acetazolamide and other sulfonamides,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03177811,NCT03177811_exc__item4_C3,NCT03177811_exc__item4,C3,exclusion_criteria.children[3].children[1].children[1],condition,allergy to sulfonamides,exists,null,,,computable,allergy to acetazolamide and other sulfonamides,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_inc__item1_C1,NCT02570347_inc__item1,C1,inclusion_criteria.children[0],demographic,Age,between,range,"{""min"": 18, ""max"": 65}",year,computable,Age 18-65 years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_inc__item2_C1,NCT02570347_inc__item2,C1,inclusion_criteria.children[1].children[0].children[0],condition,snake bite,exists,null,,,computable,History of snake bite,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_inc__item2_C2,NCT02570347_inc__item2,C2,inclusion_criteria.children[1].children[0].children[1],condition,local envenomation features,exists,null,,,partial,features of local envenomation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_inc__item2_C3,NCT02570347_inc__item2,C3,inclusion_criteria.children[1].children[1],condition,systemic features,exists,null,,,partial,with/without systemic features,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_inc__item3_C1,NCT02570347_inc__item3,C1,inclusion_criteria.children[2],observation,bite,exists,null,,,partial,Less than 24 hours since bite,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_inc__item4_C1,NCT02570347_inc__item4,C1,inclusion_criteria.children[3],therapy,antibiotic treatment,not_exists,null,,,partial,No prior antibiotic treatment,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item1_C1,NCT02570347_exc__item1,C1,exclusion_criteria.children[0],condition,upper limb bites,exists,null,,,partial,Upper limb bites,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item2_C1,NCT02570347_exc__item2,C1,exclusion_criteria.children[1],observation,bites,>,scalar,1,,partial,Multiple (> 1) bites,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item3_C1,NCT02570347_exc__item3,C1,exclusion_criteria.children[2],procedure,wound manipulation,exists,null,,,partial,Wound manipulation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item4_C1,NCT02570347_exc__item4,C1,exclusion_criteria.children[3].children[0],condition,extensive local necrosis,exists,null,,,partial,Extensive local necrosis,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item4_C2,NCT02570347_exc__item4,C2,exclusion_criteria.children[3].children[1],condition,blebs,exists,null,,,partial,blebs,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item5_C1,NCT02570347_exc__item5,C1,exclusion_criteria.children[4].children[0],condition,hypotension,exists,null,,,computable,Seriously-ill patients with hypotension/capillary leak/life threatening bleeding.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item5_C2,NCT02570347_exc__item5,C2,exclusion_criteria.children[4].children[1],condition,capillary leak,exists,null,,,computable,Seriously-ill patients with hypotension/capillary leak/life threatening bleeding.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item5_C3,NCT02570347_exc__item5,C3,exclusion_criteria.children[4].children[2],condition,life threatening bleeding,exists,null,,,partial,Seriously-ill patients with hypotension/capillary leak/life threatening bleeding.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item6_C1,NCT02570347_exc__item6,C1,exclusion_criteria.children[5],condition,suspected cobra bite,exists,null,,,partial,Suspected cobra bite,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item7_C1,NCT02570347_exc__item7,C1,exclusion_criteria.children[6].children[0],condition,pregnant,exists,null,,,computable,Pregnant/breast-feeding women,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02570347,NCT02570347_exc__item7_C2,NCT02570347_exc__item7,C2,exclusion_criteria.children[6].children[1],observation,breast-feeding,exists,null,,,computable,Pregnant/breast-feeding women,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item1_C1,NCT02202369_inc__item1,C1,inclusion_criteria.children[0].children[0],procedure,single level lumbar decompression,exists,scalar,"""single level""",,partial,Subjects undergoing a single level lumbar decompression and fusion,existence_operator_with_non_null_value,,,,layer1a:existence_operator_with_non_null_value,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0
B,NCT02202369,NCT02202369_inc__item1_C2,NCT02202369_inc__item1,C2,inclusion_criteria.children[0].children[1],procedure,fusion,exists,null,,,partial,Subjects undergoing a single level lumbar decompression and fusion,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item2_C1,NCT02202369_inc__item2,C1,inclusion_criteria.children[1].children[0],demographic,age,>,scalar,18,year,computable,> 18 years of age,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item2_C2,NCT02202369_inc__item2,C2,inclusion_criteria.children[1].children[1],demographic,age,<,scalar,70,year,computable,< 70 years of age,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item3_C1,NCT02202369_inc__item3,C1,inclusion_criteria.children[2].children[0],other,Able and willing to understand study-specific patient informed consent,exists,null,,,non_computable,"willing and able to understand, sign and date the study specific patient informed consent",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item3_C2,NCT02202369_inc__item3,C2,inclusion_criteria.children[2].children[1],other,Able and willing to sign study-specific patient informed consent,exists,null,,,non_computable,"willing and able to understand, sign and date the study specific patient informed consent",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item3_C3,NCT02202369_inc__item3,C3,inclusion_criteria.children[2].children[2],other,Able and willing to date study-specific patient informed consent,exists,null,,,non_computable,"willing and able to understand, sign and date the study specific patient informed consent",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item3_C4,NCT02202369_inc__item3,C4,inclusion_criteria.children[2].children[3],other,Able and willing to sign and date HIPAA authorization,exists,null,,,non_computable,sign and date the study specific patient informed consent and HIPAA authorization,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_inc__item3_C5,NCT02202369_inc__item3,C5,inclusion_criteria.children[2].children[4],other,Willing to volunteer participation in the study,exists,null,,,non_computable,to volunteer participation in the study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item1_C1,NCT02202369_exc__item1,C1,exclusion_criteria.children[0].children[0],condition,liver disease,exists,null,,,computable,Patients with liver disease (documented liver function test abnormality),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item1_C2,NCT02202369_exc__item1,C2,exclusion_criteria.children[0].children[1],lab,liver function test abnormality,exists,null,,,partial,(documented liver function test abnormality),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item2_C1,NCT02202369_exc__item2,C1,exclusion_criteria.children[1].children[0],condition,renal disease,exists,null,,,computable,Patients with renal disease (documented glomerular filtration rate < 60mL/min/1.73m2),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item2_C2,NCT02202369_exc__item2,C2,exclusion_criteria.children[1].children[1],lab,glomerular filtration rate,<,scalar,60,mL/min/1.73m2,computable,documented glomerular filtration rate < 60mL/min/1.73m2,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item3_C1,NCT02202369_exc__item3,C1,exclusion_criteria.children[2],drug,opioid use (morphine equivalents/day),>,scalar,30,mg/day,partial,baseline (pre-operative) opioid use greater than 30 mg of morphine equivalents/day,,,temporal_anchor_mismatch_from_source,,layer1c:temporal_anchor_mismatch_from_source,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:temporal_anchor_mismatch_from_source,1.0,1,0,0
B,NCT02202369,NCT02202369_exc__item4_C1,NCT02202369_exc__item4,C1,exclusion_criteria.children[3],condition,active alcohol dependence,exists,null,,,partial,Patients with active alcohol dependence,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item5_C1,NCT02202369_exc__item5,C1,exclusion_criteria.children[4],condition,active illicit drug dependence,exists,null,,,partial,Patients with active illicit drug dependence,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item6_C1,NCT02202369_exc__item6,C1,exclusion_criteria.children[5].children[0],demographic,Age,<,scalar,18,year,computable,Patients < 18 years of age,,,comparison_entity_mismatch_from_source,,layer1c:comparison_entity_mismatch_from_source,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:comparison_entity_mismatch_from_source,1.0,1,0,0
B,NCT02202369,NCT02202369_exc__item6_C2,NCT02202369_exc__item6,C2,exclusion_criteria.children[5].children[1],demographic,Age,>,scalar,70,year,computable,>70 years of age,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item7_C1,NCT02202369_exc__item7,C1,exclusion_criteria.children[6],drug,any medication given in either arm,exists,null,,,partial,Patients allergic to any medication given in either arm,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02202369,NCT02202369_exc__item8_C1,NCT02202369_exc__item8,C1,exclusion_criteria.children[7],condition,seizure disorder,exists,null,,,computable,Patients who have a seizure disorder,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_inc__item1_C1,NCT03434951_inc__item1,C1,inclusion_criteria.children[0],procedure,primary total knee arthroplasty,exists,null,,,partial,elective primary total knee arthroplasty,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_inc__item2_C1,NCT03434951_inc__item2,C1,inclusion_criteria.children[1].children[0],observation,ASA physical status classification,=,scalar,"""I""",,computable,ASA I-III,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_inc__item2_C2,NCT03434951_inc__item2,C2,inclusion_criteria.children[1].children[1],observation,ASA physical status classification,=,scalar,"""II""",,computable,ASA I-III,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_inc__item2_C3,NCT03434951_inc__item2,C3,inclusion_criteria.children[1].children[2],observation,ASA physical status classification,=,scalar,"""III""",,computable,ASA I-III,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_inc__item3_C1,NCT03434951_inc__item3,C1,inclusion_criteria.children[2],other,written consent,exists,null,,,non_computable,written consent,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item1_C1,NCT03434951_exc__item1,C1,exclusion_criteria.children[0],procedure,rearthroplasty,exists,null,,,partial,rearthroplasty,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item2_C1,NCT03434951_exc__item2,C1,exclusion_criteria.children[1].children[0],observation,ASA physical status classification,=,scalar,"""IV""",,computable,ASA IV-V,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item2_C2,NCT03434951_exc__item2,C2,exclusion_criteria.children[1].children[1],observation,ASA physical status classification,=,scalar,"""V""",,computable,ASA IV-V,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item3_C1,NCT03434951_exc__item3,C1,exclusion_criteria.children[2],observation,inadequate spoken Finnish for reliable pain assessment,exists,null,,,non_computable,inadequate spoken finnish for reliable pain assessment,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item4_C1,NCT03434951_exc__item4,C1,exclusion_criteria.children[3].children[0],condition,dementia,exists,null,,,computable,Dementia,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item4_C2,NCT03434951_exc__item4,C2,exclusion_criteria.children[3].children[1],condition,impaired cognition,exists,null,,,partial,otherwise impaired cognition,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item5_C1,NCT03434951_exc__item5,C1,exclusion_criteria.children[4].children[0],drug,contraindication for any medication used in survey protocol,exists,null,,,partial,contraindication for any medication or substance used in survey protocol,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item5_C2,NCT03434951_exc__item5,C2,exclusion_criteria.children[4].children[1],other,contraindication for any substance used in survey protocol,exists,null,,,partial,contraindication for any medication or substance used in survey protocol,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item6_C1,NCT03434951_exc__item6,C1,exclusion_criteria.children[5].children[0],vital,weight,<,scalar,50,kg,computable,weight <50kg,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item6_C2,NCT03434951_exc__item6,C2,exclusion_criteria.children[5].children[1],vital,BMI,=,scalar,35,kg/m2,computable,BMI =35 kg/m2,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item7_C1,NCT03434951_exc__item7,C1,exclusion_criteria.children[6],vital,SpO2,<,scalar,93,%,partial,preoperative SpO2 less than 93%,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item8_C1,NCT03434951_exc__item8,C1,exclusion_criteria.children[7],observation,clinical suspicion that subject can not use PCA adequately,exists,null,,,non_computable,clinical suspicion that subject can not use PCA adequately,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item9_C1,NCT03434951_exc__item9,C1,exclusion_criteria.children[8].children[0],condition,substance abuse,exists,null,,,computable,history of substance abuse or current excessive use of alcohol,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item9_C2,NCT03434951_exc__item9,C2,exclusion_criteria.children[8].children[1],observation,excessive use of alcohol,exists,null,,,partial,history of substance abuse or current excessive use of alcohol,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item10_C1,NCT03434951_exc__item10,C1,exclusion_criteria.children[9].children[0],drug,pregabalin,exists,null,,,partial,"preoperative use of either pregabalin, gabapentin or strong opiates",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item10_C2,NCT03434951_exc__item10,C2,exclusion_criteria.children[9].children[1],drug,gabapentin,exists,null,,,partial,"preoperative use of either pregabalin, gabapentin or strong opiates",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT03434951,NCT03434951_exc__item10_C3,NCT03434951_exc__item10,C3,exclusion_criteria.children[9].children[2],drug,strong opiates,exists,null,,,partial,"preoperative use of either pregabalin, gabapentin or strong opiates",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02056626,NCT02056626_inc__item1_C1,NCT02056626_inc__item1,C1,inclusion_criteria.children[0],vital,systolic blood pressure,between,range,"{""min"": 140, ""max"": 160}",mmHg,computable,systolic blood pressure between 140-160 mmHG,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02056626,NCT02056626_inc__item2_C1,NCT02056626_inc__item2,C1,inclusion_criteria.children[1],demographic,age,between,range,"{""min"": 18, ""max"": 80}",year,computable,between 18-80 years old,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
